ticker,trade_date,short_vol,short_amt,lending_balance_amt
046890,2020-01-02,184883,2991500000,40507000000
046890,2020-01-03,201827,3357340000,53986000000
046890,2020-01-06,143353,2315110000,58051000000
046890,2020-01-07,235343,3859440000,60952000000
046890,2020-01-08,148442,2361500000,61067000000
046890,2020-01-09,125942,2033930000,60980000000
046890,2020-01-10,45256,725000000,60795000000
046890,2020-01-13,21502,343750000,61337000000
046890,2020-01-14,193151,3196350000,64424000000
046890,2020-01-15,86276,1399320000,65802000000
046890,2020-01-16,144322,2319870000,69360000000
046890,2020-01-17,102847,1653010000,72387000000
046890,2020-01-20,105131,1654070000,73689000000
046890,2020-01-21,143652,2271180000,75768000000
046890,2020-01-22,245428,3818050000,79950000000
046890,2020-01-23,54691,842250000,77505000000
046890,2020-01-28,58171,867810000,74492000000
046890,2020-01-29,42123,637490000,75439000000
046890,2020-01-30,68438,1020810000,72890000000
046890,2020-01-31,25757,382430000,63432000000
046890,2020-02-03,52099,748160000,63739000000
046890,2020-02-04,41245,607020000,64215000000
046890,2020-02-05,42067,647310000,66897000000
046890,2020-02-06,144870,2236420000,65652000000
046890,2020-02-07,44405,685240000,65008000000
046890,2020-02-10,37101,564160000,65817000000
046890,2020-02-11,19810,303880000,67943000000
046890,2020-02-12,79667,1242670000,68550000000
046890,2020-02-13,349632,5973240000,78306000000
046890,2020-02-14,488544,8973560000,84434000000
046890,2020-02-17,55085,1043420000,87363000000
046890,2020-02-18,118916,2221400000,85749000000
046890,2020-02-19,159372,2987570000,74031000000
046890,2020-02-20,137726,2499720000,69435000000
046890,2020-02-21,49840,888510000,70346000000
046890,2020-02-24,146723,2511320000,68838000000
046890,2020-02-25,315404,5353810000,76379000000
046890,2020-02-26,198367,3341540000,77152000000
046890,2020-02-27,205374,3343780000,71756000000
046890,2020-02-28,179694,2719260000,71101000000
046890,2020-03-02,175699,2735020000,77768000000
046890,2020-03-03,270810,4268350000,80263000000
046890,2020-03-04,99488,1583390000,86660000000
046890,2020-03-05,128855,2058640000,89888000000
046890,2020-03-06,123777,1897780000,86465000000
046890,2020-03-09,73307,1061690000,81125000000
046890,2020-03-10,61747,903720000,81399000000
046890,2020-03-11,58810,853670000,76654000000
046890,2020-03-12,223420,3022260000,71325000000
046890,2020-03-13,230800,2818390000,69114000000
046890,2020-03-16,69150,883170000,59307000000
046890,2020-03-17,4895,58600000,55539000000
046890,2020-03-18,2530,29680000,49008000000
046890,2020-03-19,6130,65520000,42045000000
046890,2020-03-20,4919,52490000,41650000000
046890,2020-03-23,7905,79600000,36188000000
