ticker,trade_date,short_vol,short_amt,lending_balance_amt
052400,2020-01-02,31,930000,12380000000
052400,2020-01-03,3,110000,12520000000
052400,2020-01-06,131,4000000,12438000000
052400,2020-01-07,1,30000,13168000000
052400,2020-01-08,912,29310000,12881000000
052400,2020-01-09,485,15820000,13326000000
052400,2020-01-10,196,6460000,13448000000
052400,2020-01-13,1873,64530000,14015000000
052400,2020-01-14,1632,56100000,14823000000
052400,2020-01-15,39,1360000,15086000000
052400,2020-01-16,133,4640000,15507000000
052400,2020-01-17,3337,117040000,15754000000
052400,2020-01-20,4272,148980000,15731000000
052400,2020-01-21,4,140000,15505000000
052400,2020-01-22,323,11140000,15595000000
052400,2020-01-23,950,32650000,15595000000
052400,2020-01-28,3495,114780000,14356000000
052400,2020-01-29,848,27960000,14444000000
052400,2020-01-30,2659,83850000,13506000000
052400,2020-01-31,873,26720000,13267000000
052400,2020-02-03,432,13070000,13009000000
052400,2020-02-04,88,2760000,13601000000
052400,2020-02-05,274,8560000,13515000000
052400,2020-02-06,1332,42200000,13675000000
052400,2020-02-07,3525,110860000,13589000000
052400,2020-02-10,1007,31090000,13374000000
052400,2020-02-11,21,670000,13460000000
052400,2020-02-12,1023,32030000,13388000000
052400,2020-02-13,144,4490000,13260000000
052400,2020-02-14,876,28100000,13934000000
052400,2020-02-17,423,14290000,14869000000
052400,2020-02-18,446,15540000,14911000000
052400,2020-02-19,434,15330000,15126000000
052400,2020-02-20,77,2790000,15511000000
052400,2020-02-21,136,4870000,14906000000
052400,2020-02-24,90,3190000,14824000000
052400,2020-02-25,313,11790000,16063000000
052400,2020-02-26,7435,277650000,15934000000
052400,2020-02-27,8139,304450000,15705000000
052400,2020-02-28,2939,106840000,15075000000
052400,2020-03-02,5887,206850000,14444000000
052400,2020-03-03,7174,268160000,15617000000
052400,2020-03-04,21459,804010000,15700000000
052400,2020-03-05,14948,570870000,17363000000
052400,2020-03-06,29773,1093260000,25941000000
052400,2020-03-09,10971,379540000,24456000000
052400,2020-03-10,8832,305220000,25463000000
052400,2020-03-11,9034,313140000,21890000000
052400,2020-03-12,10034,323530000,20351000000
052400,2020-03-13,22547,628800000,19209000000
052400,2020-03-16,0,10000,18781000000
052400,2020-03-17,0,0,19914000000
052400,2020-03-18,0,0,15288000000
052400,2020-03-19,0,0,13572000000
052400,2020-03-20,0,0,13572000000
