ticker,trade_date,short_vol,short_amt,lending_balance_amt
122870,2020-01-02,13845,376010000,63121000000
122870,2020-01-03,23902,654240000,67846000000
122870,2020-01-06,105795,3160630000,74552000000
122870,2020-01-07,6349,194530000,75054000000
122870,2020-01-08,54354,1649010000,71247000000
122870,2020-01-09,64326,2035820000,71529000000
122870,2020-01-10,10,320000,71412000000
122870,2020-01-13,77322,2602730000,75114000000
122870,2020-01-14,670,23640000,77519000000
122870,2020-01-15,19483,692090000,71992000000
122870,2020-01-16,14331,500730000,65170000000
122870,2020-01-17,6333,220260000,58448000000
122870,2020-01-20,19335,667330000,56304000000
122870,2020-01-21,5655,188850000,57131000000
122870,2020-01-22,21268,721840000,59802000000
122870,2020-01-23,2418,81200000,58792000000
122870,2020-01-28,50801,1563890000,54006000000
122870,2020-01-29,23217,755750000,58831000000
122870,2020-01-30,15941,515160000,56318000000
122870,2020-01-31,20605,667030000,47978000000
122870,2020-02-03,21630,719750000,49275000000
122870,2020-02-04,33366,1144580000,48694000000
122870,2020-02-05,27240,921880000,48531000000
122870,2020-02-06,31052,1048310000,45089000000
122870,2020-02-07,28944,979350000,45169000000
122870,2020-02-10,16180,532120000,42610000000
122870,2020-02-11,3156,101810000,41374000000
122870,2020-02-12,2608,84860000,46288000000
122870,2020-02-13,7282,240000000,40114000000
122870,2020-02-14,9738,318280000,38126000000
122870,2020-02-17,3444,116940000,40286000000
122870,2020-02-18,17626,606410000,40024000000
122870,2020-02-19,13591,459600000,38501000000
122870,2020-02-20,18639,617340000,37686000000
122870,2020-02-21,33442,1061860000,38487000000
122870,2020-02-24,19326,580570000,35641000000
122870,2020-02-25,3132,95870000,36127000000
122870,2020-02-26,20428,646500000,38644000000
122870,2020-02-27,38751,1264220000,36958000000
122870,2020-02-28,28226,871740000,35261000000
122870,2020-03-02,16154,489480000,37067000000
122870,2020-03-03,50468,1517950000,34884000000
122870,2020-03-04,33079,986200000,34846000000
122870,2020-03-05,35525,1040050000,33925000000
122870,2020-03-06,50803,1361120000,35335000000
122870,2020-03-09,18831,470310000,33294000000
122870,2020-03-10,16506,417330000,32631000000
122870,2020-03-11,44851,1156390000,32121000000
122870,2020-03-12,23504,550500000,29278000000
122870,2020-03-13,41559,921250000,32246000000
122870,2020-03-16,8349,190060000,29276000000
122870,2020-03-17,751,16390000,24860000000
122870,2020-03-18,0,0,22233000000
122870,2020-03-19,149,2920000,19494000000
122870,2020-03-20,506,10270000,21190000000
122870,2020-03-23,662,12880000,19248000000
122870,2020-03-24,10,210000,21073000000
122870,2020-03-25,223,5470000,22632000000
122870,2020-03-26,2,50000,22662000000
122870,2020-03-27,658,16190000,21966000000
122870,2020-03-30,550,13090000,21063000000
122870,2020-03-31,0,0,20654000000
122870,2020-04-01,558,12890000,19508000000
122870,2020-04-02,0,0,20999000000
122870,2020-04-03,0,0,20664000000
122870,2020-04-06,552,13610000,21990000000
122870,2020-04-07,161,4080000,21869000000
122870,2020-04-08,23,600000,22625000000
122870,2020-04-09,0,0,22650000000
122870,2020-04-10,1120,32220000,25441000000
122870,2020-04-13,63,1790000,24558000000
122870,2020-04-14,150,4330000,25045000000
122870,2020-04-16,3064,92620000,26632000000
122870,2020-04-17,1104,33560000,26790000000
122870,2020-04-20,76,2250000,25651000000
122870,2020-04-21,2,60000,22090000000
122870,2020-04-22,17,500000,22375000000
122870,2020-04-23,130,3790000,21856000000
122870,2020-04-24,141,3960000,21027000000
122870,2020-04-27,29,840000,21480000000
122870,2020-04-28,243,7180000,22001000000
122870,2020-04-29,228,6740000,21977000000
122870,2020-05-04,6,180000,22393000000
122870,2020-05-06,47,1430000,22952000000
122870,2020-05-07,6,190000,24182000000
122870,2020-05-08,0,0,23908000000
122870,2020-05-11,235,7050000,24353000000
122870,2020-05-12,369,10990000,23532000000
122870,2020-05-13,0,0,24427000000
122870,2020-05-14,1117,34430000,23775000000
122870,2020-05-15,418,12520000,23152000000
122870,2020-05-18,291,8700000,23982000000
122870,2020-05-19,2047,66420000,26345000000
122870,2020-05-20,213,6930000,26583000000
122870,2020-05-21,157,5170000,26121000000
122870,2020-05-22,0,0,26132000000
122870,2020-05-25,128,4020000,25222000000
122870,2020-05-26,1,30000,23365000000
122870,2020-05-27,150,4810000,24516000000
122870,2020-05-28,1780,53950000,23744000000
122870,2020-05-29,361,10790000,22793000000
122870,2020-06-01,153,4660000,23215000000
122870,2020-06-02,0,0,22570000000
122870,2020-06-03,0,0,22714000000
122870,2020-06-04,0,0,22341000000
122870,2020-06-05,49,1460000,22229000000
122870,2020-06-08,0,0,23872000000
122870,2020-06-09,168,5350000,23716000000
122870,2020-06-10,172,5500000,23285000000
122870,2020-06-11,429,13760000,23236000000
122870,2020-06-12,293,8910000,22064000000
122870,2020-06-15,327,9340000,20119000000
122870,2020-06-16,276,8210000,20958000000
122870,2020-06-17,2,60000,20537000000
122870,2020-06-18,116,3440000,20139000000
122870,2020-06-19,175,5140000,18678000000
122870,2020-06-22,117,3560000,19019000000
122870,2020-06-23,548,16940000,19451000000
122870,2020-06-24,58,1820000,19490000000
122870,2020-06-25,214,6940000,19552000000
122870,2020-06-26,1,30000,20313000000
122870,2020-06-29,18322,698450000,25894000000
122870,2020-06-30,19636,811000000,28329000000
122870,2020-07-01,24,910000,27123000000
122870,2020-07-02,2340,93090000,30232000000
122870,2020-07-03,550,21590000,29781000000
122870,2020-07-06,4060,158130000,32323000000
122870,2020-07-07,2969,113950000,33775000000
122870,2020-07-08,5275,212640000,35421000000
122870,2020-07-09,4720,189480000,33786000000
122870,2020-07-10,6226,237890000,32705000000
122870,2020-07-13,2070,80050000,26265000000
122870,2020-07-14,1460,56060000,24288000000
122870,2020-07-15,2413,92020000,23340000000
122870,2020-07-16,1675,63240000,23668000000
122870,2020-07-17,1605,62750000,25987000000
122870,2020-07-20,2537,101520000,26030000000
122870,2020-07-21,462,18490000,25097000000
122870,2020-07-22,1561,59900000,24655000000
122870,2020-07-23,683,26460000,24977000000
122870,2020-07-24,90,3450000,23130000000
122870,2020-07-27,435,16870000,22582000000
122870,2020-07-28,421,16370000,22728000000
122870,2020-07-29,896,35980000,23492000000
122870,2020-07-30,1644,65020000,22934000000
122870,2020-07-31,1056,42860000,23417000000
122870,2020-08-03,2556,109260000,24384000000
122870,2020-08-04,541,23230000,24703000000
122870,2020-08-05,218,9810000,25568000000
122870,2020-08-06,82,3690000,25597000000
122870,2020-08-07,143,6290000,26739000000
122870,2020-08-10,30,1350000,27661000000
122870,2020-08-11,1985,90810000,27720000000
122870,2020-08-12,756,33610000,26825000000
122870,2020-08-13,10102,494480000,30627000000
122870,2020-08-14,2039,99020000,30743000000
122870,2020-08-18,1088,52810000,29708000000
122870,2020-08-19,0,0,31689000000
122870,2020-08-20,2,90000,27528000000
122870,2020-08-21,0,0,27646000000
122870,2020-08-24,0,0,27744000000
122870,2020-08-25,368,17930000,28828000000
122870,2020-08-26,1,50000,29147000000
122870,2020-08-27,0,0,28943000000
122870,2020-08-28,3446,167530000,27847000000
122870,2020-08-31,1818,85140000,26227000000
122870,2020-09-01,702,34140000,27170000000
122870,2020-09-02,0,0,28109000000
122870,2020-09-03,1058,53970000,30183000000
122870,2020-09-04,0,0,30310000000
122870,2020-09-07,2768,149400000,31589000000
122870,2020-09-08,3385,193450000,33130000000
122870,2020-09-09,262,15500000,32502000000
122870,2020-09-10,2409,139000000,32966000000
122870,2020-09-11,0,0,33600000000
122870,2020-09-14,396,22930000,33064000000
122870,2020-09-15,0,0,33393000000
122870,2020-09-16,673,39180000,33108000000
122870,2020-09-17,0,0,31291000000
122870,2020-09-18,0,0,33086000000
122870,2020-09-21,0,0,30699000000
122870,2020-09-22,187,10320000,31278000000
122870,2020-09-23,0,0,31981000000
122870,2020-09-24,103,5350000,26997000000
122870,2020-09-25,0,0,26758000000
122870,2020-09-28,281,15150000,27624000000
122870,2020-09-29,0,0,27529000000
122870,2020-10-05,730,38430000,25038000000
122870,2020-10-06,184,9480000,23876000000
122870,2020-10-07,1385,72290000,23417000000
122870,2020-10-08,865,43480000,22675000000
122870,2020-10-12,1847,89760000,21074000000
122870,2020-10-13,104,5000000,20666000000
122870,2020-10-14,105,5020000,20651000000
122870,2020-10-15,10886,480850000,21878000000
122870,2020-10-16,8873,388740000,22098000000
122870,2020-10-19,3512,151770000,21992000000
122870,2020-10-20,555,23720000,21889000000
122870,2020-10-21,286,12180000,22132000000
122870,2020-10-22,0,0,22020000000
122870,2020-10-23,55,2310000,21213000000
122870,2020-10-26,76,2940000,19730000000
122870,2020-10-27,125,5000000,21597000000
122870,2020-10-28,311,12740000,21891000000
122870,2020-10-29,466,18800000,21507000000
122870,2020-10-30,275,10640000,20573000000
122870,2020-11-02,206,8220000,21574000000
122870,2020-11-03,152,6230000,22209000000
122870,2020-11-04,124,5100000,21150000000
122870,2020-11-05,150,6580000,22537000000
122870,2020-11-06,1,40000,21593000000
122870,2020-11-09,0,0,21590000000
122870,2020-11-10,0,0,22200000000
122870,2020-11-11,24,1030000,21814000000
122870,2020-11-12,104,4540000,22088000000
122870,2020-11-13,72,3190000,21989000000
122870,2020-11-16,4,180000,24479000000
122870,2020-11-17,1040,46190000,23695000000
122870,2020-11-18,705,31700000,24262000000
122870,2020-11-19,1254,55140000,23697000000
122870,2020-11-20,254,11330000,24100000000
