ticker,trade_date,short_vol,short_amt,lending_balance_amt
014620,2020-01-02,124,1260000,8549000000
014620,2020-01-03,4399,44710000,9008000000
014620,2020-01-06,3463,35020000,8779000000
014620,2020-01-07,626,6400000,8912000000
014620,2020-01-08,3558,35610000,8686000000
014620,2020-01-09,1009,10140000,8894000000
014620,2020-01-10,1277,13050000,9053000000
014620,2020-01-13,339,3440000,8960000000
014620,2020-01-14,673,6810000,9115000000
014620,2020-01-15,2071,21090000,9367000000
014620,2020-01-16,43,450000,9713000000
014620,2020-01-17,384,4020000,9575000000
014620,2020-01-20,1885,19500000,10149000000
014620,2020-01-21,375,3830000,10468000000
014620,2020-01-22,68,700000,9965000000
014620,2020-01-23,100,1010000,9821000000
014620,2020-01-28,7129,69110000,9756000000
014620,2020-01-29,2538,24660000,10905000000
014620,2020-01-30,6620,63770000,10287000000
014620,2020-01-31,3300,31410000,10214000000
014620,2020-02-03,7959,73310000,9934000000
014620,2020-02-04,4353,39990000,9827000000
014620,2020-02-05,5999,54900000,9988000000
014620,2020-02-06,2715,25650000,10405000000
014620,2020-02-07,2464,23140000,10222000000
014620,2020-02-10,4318,40330000,10245000000
014620,2020-02-11,1039,9890000,10392000000
014620,2020-02-12,85,800000,10451000000
014620,2020-02-13,2300,21550000,10439000000
014620,2020-02-14,1459,13580000,10295000000
014620,2020-02-17,380,3490000,10153000000
014620,2020-02-18,3151,28490000,10095000000
014620,2020-02-19,1191,10620000,9947000000
014620,2020-02-20,3341,29530000,9979000000
014620,2020-02-21,3485,30800000,9522000000
014620,2020-02-24,16290,136650000,8966000000
014620,2020-02-25,1382,11660000,10524000000
014620,2020-02-26,5509,46100000,10687000000
014620,2020-02-27,12390,104600000,9342000000
014620,2020-02-28,16597,135570000,9064000000
014620,2020-03-02,5031,41710000,9292000000
014620,2020-03-03,11544,96410000,9238000000
014620,2020-03-04,6995,58810000,9378000000
014620,2020-03-05,5381,45190000,9423000000
014620,2020-03-06,3402,27940000,9123000000
014620,2020-03-09,13639,105720000,8452000000
014620,2020-03-10,8563,66310000,8674000000
014620,2020-03-11,8701,67770000,8466000000
014620,2020-03-12,7679,55370000,7888000000
014620,2020-03-13,13410,86990000,7218000000
014620,2020-03-16,3897,24670000,7035000000
014620,2020-03-17,0,0,6605000000
014620,2020-03-18,0,0,5943000000
014620,2020-03-19,54,230000,4404000000
014620,2020-03-20,170,800000,5636000000
014620,2020-03-23,10,40000,4714000000
014620,2020-03-24,6,30000,4892000000
014620,2020-03-25,0,0,5497000000
014620,2020-03-26,8,40000,5258000000
014620,2020-03-27,172,870000,5052000000
014620,2020-03-30,18,90000,4890000000
014620,2020-03-31,30,150000,5053000000
014620,2020-04-01,23,120000,5083000000
014620,2020-04-02,9,50000,5698000000
014620,2020-04-03,8,50000,5754000000
014620,2020-04-06,13,80000,5899000000
014620,2020-04-07,51,310000,5937000000
014620,2020-04-08,1,10000,5869000000
014620,2020-04-09,33,200000,5906000000
