ticker,trade_date,short_vol,short_amt,lending_balance_amt
293490,2020-10-08,3442,182430000,291000000
293490,2020-10-12,1,50000,270000000
293490,2020-10-13,52,2560000,340000000
293490,2020-10-14,88,4250000,432000000
293490,2020-10-15,23,1060000,349000000
293490,2020-10-16,3,140000,252000000
293490,2020-10-19,5,230000,248000000
293490,2020-10-20,2,90000,246000000
293490,2020-10-21,13,610000,256000000
293490,2020-10-22,1,50000,252000000
293490,2020-10-23,17,770000,247000000
293490,2020-10-26,67,2950000,239000000
293490,2020-10-27,2,90000,239000000
293490,2020-10-28,5,220000,242000000
293490,2020-10-29,122,5440000,242000000
293490,2020-10-30,5,230000,241000000
293490,2020-11-02,4,190000,247000000
293490,2020-11-03,3,140000,251000000
293490,2020-11-04,14,660000,247000000
293490,2020-11-05,1,50000,258000000
293490,2020-11-06,27,1330000,259000000
293490,2020-11-09,0,0,263000000
293490,2020-11-10,23,1120000,257000000
293490,2020-11-11,10,480000,219000000
293490,2020-11-12,20,970000,220000000
293490,2020-11-13,7,340000,208000000
293490,2020-11-16,700,33900000,210000000
293490,2020-11-17,1000,48100000,256000000
293490,2020-11-18,7,340000,257000000
293490,2020-11-19,0,0,255000000
293490,2020-11-20,47,2260000,251000000
293490,2020-11-23,19,930000,255000000
293490,2020-11-24,0,0,256000000
293490,2020-11-25,0,0,351000000
293490,2020-11-26,120,5890000,361000000
293490,2020-11-27,310,15390000,467000000
293490,2020-11-30,43,2130000,465000000
293490,2020-12-01,0,0,360000000
293490,2020-12-02,103,4940000,2871000000
293490,2020-12-03,48,2310000,2883000000
293490,2020-12-04,673,33580000,3022000000
293490,2020-12-07,1,50000,2979000000
293490,2020-12-08,0,0,2976000000
293490,2020-12-09,0,0,3756000000
293490,2020-12-10,79641,3767040000,9889000000
293490,2020-12-11,1023,48630000,11214000000
293490,2020-12-14,11654,546370000,12864000000
293490,2020-12-15,5877,271880000,14245000000
293490,2020-12-16,198,9180000,14308000000
293490,2020-12-17,1548,71920000,14282000000
293490,2020-12-18,282,13070000,13686000000
293490,2020-12-21,0,0,13647000000
293490,2020-12-22,2,90000,13358000000
293490,2020-12-23,0,0,12959000000
293490,2020-12-24,320,14480000,12534000000
293490,2020-12-28,0,0,13036000000
293490,2020-12-29,377,17180000,13162000000
293490,2020-12-30,1806,83210000,13311000000
293490,2020-12-31,0,0,13311000000
293490,2021-01-04,1321,60710000,13311000000
293490,2021-01-05,3014,139480000,13732000000
293490,2021-01-06,535,24640000,13313000000
293490,2021-01-07,559,25790000,13528000000
293490,2021-01-08,2906,137290000,12907000000
293490,2021-01-11,2661,125320000,12591000000
293490,2021-01-12,1037,48000000,12467000000
293490,2021-01-13,1788,83670000,11606000000
293490,2021-01-14,3384,157910000,11539000000
293490,2021-01-15,1818,83910000,13415000000
293490,2021-01-18,1026,46640000,13196000000
293490,2021-01-19,267,12190000,13559000000
293490,2021-01-20,472,21860000,13743000000
293490,2021-01-21,877,40990000,14647000000
293490,2021-01-22,1715,82970000,15087000000
293490,2021-01-25,201,9980000,15589000000
293490,2021-01-26,382,18640000,15324000000
293490,2021-01-27,620,30230000,15317000000
293490,2021-01-28,10,480000,15018000000
293490,2021-01-29,248,11580000,15355000000
293490,2021-02-01,798,39820000,17425000000
293490,2021-02-02,843,44000000,19072000000
293490,2021-02-03,790,41360000,19067000000
293490,2021-02-04,0,0,18452000000
293490,2021-02-05,568,29760000,18928000000
293490,2021-02-08,2689,148690000,20069000000
293490,2021-02-09,0,0,21525000000
293490,2021-02-10,93,5150000,23020000000
293490,2021-02-15,0,0,23138000000
293490,2021-02-16,0,0,23584000000
293490,2021-02-17,269,14710000,30192000000
293490,2021-02-18,12,650000,28991000000
293490,2021-02-19,47,2580000,43145000000
293490,2021-02-22,0,0,43657000000
293490,2021-02-23,423,22160000,60547000000
293490,2021-02-24,20,1070000,79709000000
293490,2021-02-25,38491,2155770000,103264000000
293490,2021-02-26,3060,167260000,101530000000
293490,2021-03-02,68,3610000,105419000000
293490,2021-03-03,0,0,146655000000
293490,2021-03-04,272,14200000,149709000000
293490,2021-03-05,316,16050000,160750000000
293490,2021-03-08,344,17170000,158074000000
293490,2021-03-09,3686,181390000,157326000000
293490,2021-03-10,1621,77950000,152335000000
293490,2021-03-11,0,0,147831000000
293490,2021-03-12,1127,56060000,151867000000
293490,2021-03-15,202,10190000,150773000000
293490,2021-03-16,281,14320000,148162000000
293490,2021-03-17,238,12250000,153463000000
293490,2021-03-18,197,10280000,155531000000
293490,2021-03-19,336,17640000,159397000000
293490,2021-03-22,452,24060000,157382000000
293490,2021-03-23,642,33860000,155489000000
293490,2021-03-24,563,29290000,156090000000
293490,2021-03-25,3010,156520000,156391000000
293490,2021-03-26,844,43940000,157607000000
293490,2021-03-29,170,8670000,172952000000
293490,2021-03-30,130,6880000,186401000000
293490,2021-03-31,211,11040000,181284000000
293490,2021-04-01,34,1770000,127434000000
293490,2021-04-02,357,18530000,118897000000
293490,2021-04-05,252,13200000,120273000000
293490,2021-04-06,762,40360000,136160000000
293490,2021-04-07,901,49000000,139321000000
293490,2021-04-08,2951,161500000,140955000000
293490,2021-04-09,2250,122010000,138572000000
293490,2021-04-12,652,35730000,140850000000
293490,2021-04-13,2490,139320000,143430000000
293490,2021-04-14,1910,106960000,142583000000
293490,2021-04-15,129,7410000,158932000000
293490,2021-04-16,71,4110000,176007000000
293490,2021-04-19,0,0,191571000000
293490,2021-04-20,39,2250000,190435000000
293490,2021-04-21,1499,84570000,186688000000
293490,2021-04-22,34,1910000,187856000000
293490,2021-04-23,34,1930000,192980000000
293490,2021-04-26,148,8500000,194198000000
293490,2021-04-27,562,31650000,190876000000
293490,2021-04-28,859,47670000,189097000000
293490,2021-04-29,235,12830000,188215000000
293490,2021-04-30,230,12470000,193643000000
293490,2021-05-03,166442,8768120000,197362000000
293490,2021-05-04,285667,14733340000,226999000000
293490,2021-05-06,191944,10095460000,230690000000
293490,2021-05-07,78480,4163200000,239923000000
293490,2021-05-10,30154,1615240000,245277000000
293490,2021-05-11,67195,3571880000,244166000000
293490,2021-05-12,207351,10616160000,255682000000
293490,2021-05-13,126608,6335330000,252779000000
293490,2021-05-14,88840,4478030000,257703000000
293490,2021-05-17,34790,1765290000,257571000000
293490,2021-05-18,31285,1594040000,258687000000
293490,2021-05-20,31632,1598230000,255907000000
293490,2021-05-21,27768,1413310000,257298000000
293490,2021-05-24,26325,1341270000,264675000000
293490,2021-05-25,54795,2798290000,266499000000
293490,2021-05-26,53307,2770310000,277682000000
293490,2021-05-27,41958,2165710000,274304000000
293490,2021-05-28,11653,605400000,275804000000
293490,2021-05-31,9781,513880000,275090000000
293490,2021-06-01,6624,348090000,277194000000
293490,2021-06-02,8534,453090000,281248000000
293490,2021-06-03,17419,956090000,291519000000
293490,2021-06-04,27299,1528920000,295057000000
293490,2021-06-07,11921,665660000,296249000000
293490,2021-06-08,2149,119960000,289880000000
293490,2021-06-09,4855,272790000,292296000000
293490,2021-06-10,16000,901460000,299043000000
293490,2021-06-11,51464,2904190000,303056000000
293490,2021-06-14,13586,782140000,308485000000
293490,2021-06-15,17084,983720000,308603000000
293490,2021-06-16,13784,787530000,301420000000
293490,2021-06-17,70196,3912780000,295715000000
293490,2021-06-18,90814,5130580000,303878000000
293490,2021-06-21,48857,2777460000,300608000000
293490,2021-06-22,29481,1668470000,295526000000
293490,2021-06-23,52984,2953890000,290145000000
293490,2021-06-24,33700,1862810000,287326000000
293490,2021-06-25,46570,2604210000,293332000000
293490,2021-06-28,93097,5136190000,293904000000
293490,2021-06-29,99130,5773300000,318934000000
293490,2021-06-30,205533,11940070000,306012000000
293490,2021-07-01,138764,8037310000,305499000000
293490,2021-07-02,473589,31666330000,394502000000
293490,2021-07-05,12473,983570000,441986000000
293490,2021-07-06,184661,14143470000,447284000000
293490,2021-07-07,15982,1207740000,440350000000
293490,2021-07-08,31501,2497430000,469343000000
293490,2021-07-09,32181,2642940000,483346000000
293490,2021-07-12,161078,13012220000,457186000000
293490,2021-07-13,147524,12029480000,467094000000
293490,2021-07-14,34223,2824590000,456207000000
293490,2021-07-15,20486,1659330000,451764000000
293490,2021-07-16,95956,8212250000,474218000000
293490,2021-07-19,47391,3993260000,464992000000
293490,2021-07-20,39533,3328770000,457925000000
293490,2021-07-21,189260,16923730000,482475000000
293490,2021-07-22,361773,35329010000,558957000000
293490,2021-07-23,150755,15091530000,564662000000
293490,2021-07-26,93526,9471490000,532112000000
293490,2021-07-27,59766,5808490000,537113000000
293490,2021-07-28,106820,10145800000,517789000000
293490,2021-07-29,104455,9800310000,516809000000
293490,2021-07-30,62494,5693690000,493637000000
293490,2021-08-02,30554,2689050000,489693000000
