trade_date,kospi_close,kosdaq_close,vkospi,program_net_amt
2020-01-02,2175.169921875,674.02001953125,15.399999618530273,-253698000000
2020-01-03,2176.4599609375,669.9299926757812,15.880000114440918,221584000000
2020-01-06,2155.070068359375,655.3099975585938,15.880000114440918,131739000000
2020-01-07,2175.5400390625,663.4400024414062,15.079999923706055,250435000000
2020-01-08,2151.31005859375,640.9400024414062,15.970000267028809,92443000000
2020-01-09,2186.449951171875,666.0900268554688,13.579999923706055,213104000000
2020-01-10,2206.389892578125,673.030029296875,12.8100004196167,273648000000
2020-01-13,2229.260009765625,679.219970703125,13.260000228881836,111500000000
2020-01-14,2238.8798828125,678.7100219726562,13.40999984741211,103739000000
2020-01-15,2230.97998046875,679.1599731445312,13.369999885559082,75859000000
2020-01-16,2248.050048828125,686.52001953125,13.579999923706055,17015000000
2020-01-17,2250.570068359375,688.4099731445312,13.600000381469727,46096000000
2020-01-20,2262.639892578125,683.469970703125,13.640000343322754,147088000000
2020-01-21,2239.68994140625,676.52001953125,14.40999984741211,5431000000
2020-01-22,2267.25,688.25,14.289999961853027,28657000000
2020-01-23,2246.1298828125,685.5700073242188,15.300000190734863,-89676000000
2020-01-28,2176.719970703125,664.7000122070312,18.31999969482422,-412804000000
2020-01-29,2185.280029296875,670.1799926757812,16.989999771118164,-21444000000
2020-01-30,2148.0,656.3900146484375,18.3799991607666,-315685000000
2020-01-31,2119.010009765625,642.47998046875,19.290000915527344,-179352000000
2020-02-03,2118.8798828125,646.8499755859375,19.31999969482422,-68665000000
2020-02-04,2157.89990234375,661.239990234375,18.389999389648438,143064000000
2020-02-05,2165.6298828125,661.3200073242188,18.229999542236328,226401000000
2020-02-06,2227.93994140625,672.6900024414062,17.809999465942383,300672000000
2020-02-07,2211.949951171875,672.6300048828125,17.530000686645508,-94058000000
2020-02-10,2201.070068359375,676.0700073242188,18.219999313354492,-67415000000
2020-02-11,2223.1201171875,682.3400268554688,18.15999984741211,26762000000
2020-02-12,2238.3798828125,686.5900268554688,16.950000762939453,-9517000000
2020-02-13,2232.9599609375,687.6099853515625,16.68000030517578,77069000000
2020-02-14,2243.590087890625,688.9099731445312,16.850000381469727,39068000000
2020-02-17,2242.169921875,692.5900268554688,17.15999984741211,-25042000000
2020-02-18,2208.8798828125,682.9199829101562,18.25,-154585000000
2020-02-19,2210.340087890625,684.780029296875,18.190000534057617,19699000000
2020-02-20,2195.5,681.6599731445312,18.239999771118164,-171539000000
2020-02-21,2162.840087890625,667.989990234375,19.799999237060547,34208000000
2020-02-24,2079.0400390625,639.2899780273438,23.649999618530273,-356065000000
2020-02-25,2103.610107421875,656.9500122070312,22.719999313354492,-133067000000
2020-02-26,2076.77001953125,654.6300048828125,25.100000381469727,-338772000000
2020-02-27,2054.889892578125,638.1699829101562,26.84000015258789,3221000000
2020-02-28,1987.010009765625,610.72998046875,33.810001373291016,-371150000000
2020-03-02,2002.510009765625,627.6599731445312,32.65999984741211,-298844000000
2020-03-03,2014.1500244140625,626.8200073242188,29.489999771118164,-114366000000
2020-03-04,2059.330078125,641.72998046875,26.760000228881836,265654000000
2020-03-05,2085.260009765625,650.1900024414062,23.65999984741211,87898000000
2020-03-06,2040.219970703125,642.719970703125,27.469999313354492,-175315000000
2020-03-09,1954.77001953125,614.5999755859375,36.209999084472656,-471098000000
2020-03-10,1962.9300537109375,619.969970703125,34.79999923706055,-391316000000
2020-03-11,1908.27001953125,595.6099853515625,37.599998474121094,-288384000000
2020-03-12,1834.3299560546875,563.489990234375,43.06999969482422,-233516000000
2020-03-13,1771.43994140625,524.0,53.86000061035156,-470037000000
2020-03-16,1714.8599853515625,504.510009765625,64.55999755859375,-87602000000
2020-03-17,1672.43994140625,514.72998046875,64.48999786376953,-521505000000
2020-03-18,1591.199951171875,485.1400146484375,62.79999923706055,-609049000000
2020-03-19,1457.6400146484375,428.3500061035156,69.23999786376953,-175619000000
2020-03-20,1566.1500244140625,467.75,60.72999954223633,-493575000000
2020-03-23,1482.4599609375,443.760009765625,62.5,-561768000000
2020-03-24,1609.969970703125,480.3999938964844,53.779998779296875,30458000000
2020-03-25,1704.760009765625,505.67999267578125,49.31999969482422,-455198000000
2020-03-26,1686.239990234375,516.6099853515625,52.7599983215332,-581122000000
2020-03-27,1717.72998046875,522.8300170898438,54.619998931884766,-404866000000
2020-03-30,1717.1199951171875,542.1099853515625,54.83000183105469,-137778000000
2020-03-31,1754.6400146484375,569.0700073242188,48.54999923706055,-174393000000
2020-04-01,1685.4599609375,551.8400268554688,50.0,-824395000000
2020-04-02,1724.8599853515625,567.7000122070312,47.2400016784668,-217448000000
2020-04-03,1725.43994140625,573.010009765625,45.34000015258789,-372735000000
2020-04-06,1791.8800048828125,597.2100219726562,38.2599983215332,70018000000
2020-04-07,1823.5999755859375,606.9000244140625,36.13999938964844,-313272000000
2020-04-08,1807.1400146484375,607.3699951171875,40.04999923706055,-368576000000
2020-04-09,1836.2099609375,615.9500122070312,35.54999923706055,-382885000000
2020-04-10,1860.699951171875,611.260009765625,35.84000015258789,-314128000000
2020-04-13,1825.760009765625,596.7100219726562,39.689998626708984,-349394000000
2020-04-14,1857.0799560546875,610.2899780273438,36.040000915527344,2940000000
2020-04-16,1857.0699462890625,623.4299926757812,34.81999969482422,-540230000000
2020-04-17,1914.530029296875,634.7899780273438,31.440000534057617,141519000000
2020-04-20,1898.3599853515625,637.8200073242188,33.290000915527344,-618940000000
2020-04-21,1879.3800048828125,628.77001953125,36.529998779296875,-477222000000
2020-04-22,1896.1500244140625,635.1599731445312,36.54999923706055,-292844000000
2020-04-23,1914.72998046875,643.7899780273438,34.459999084472656,-169648000000
2020-04-24,1889.010009765625,632.9600219726562,37.540000915527344,-428783000000
2020-04-27,1922.77001953125,646.8599853515625,35.150001525878906,11865000000
2020-04-28,1934.0899658203125,644.9299926757812,32.63999938964844,-133420000000
2020-04-29,1947.56005859375,645.1799926757812,30.510000228881836,168122000000
2020-05-04,1895.3699951171875,641.9099731445312,36.36000061035156,-1053782000000
2020-05-06,1928.760009765625,658.4000244140625,31.809999465942383,-278338000000
2020-05-07,1928.6099853515625,668.1699829101562,31.309999465942383,-391297000000
2020-05-08,1945.8199462890625,682.2999877929688,28.770000457763672,-54916000000
2020-05-11,1935.4000244140625,685.0399780273438,29.329999923706055,-189033000000
2020-05-12,1922.1700439453125,684.2100219726562,27.790000915527344,-316071000000
2020-05-13,1940.4200439453125,691.530029296875,25.75,-77082000000
2020-05-14,1924.9599609375,690.5700073242188,26.790000915527344,-311089000000
2020-05-15,1927.280029296875,691.9299926757812,26.959999084472656,-372112000000
2020-05-18,1937.1099853515625,690.8499755859375,27.040000915527344,-133613000000
2020-05-19,1980.6099853515625,696.3599853515625,25.0,84663000000
2020-05-20,1989.6400146484375,708.760009765625,24.850000381469727,-131391000000
2020-05-21,1998.31005859375,716.02001953125,23.56999969482422,-9930000000
2020-05-22,1970.1300048828125,708.5800170898438,27.739999771118164,-356294000000
2020-05-25,1994.5999755859375,719.8900146484375,25.270000457763672,-55213000000
2020-05-26,2029.780029296875,729.1099853515625,23.799999237060547,-49793000000
2020-05-27,2031.199951171875,724.5900268554688,24.469999313354492,-221828000000
2020-05-28,2028.5400390625,708.75,25.239999771118164,-152934000000
2020-05-29,2029.5999755859375,713.6799926757812,25.639999389648438,-248460000000
2020-06-01,2065.080078125,735.719970703125,24.940000534057617,69640000000
2020-06-02,2087.18994140625,743.5800170898438,25.0,-78940000000
2020-06-03,2147.0,737.6599731445312,25.739999771118164,-5262000000
2020-06-04,2151.179931640625,742.3699951171875,25.690000534057617,-43115000000
2020-06-05,2181.8701171875,749.3099975585938,25.450000762939453,-131722000000
2020-06-08,2184.2900390625,753.0399780273438,27.399999618530273,-320035000000
2020-06-09,2188.919921875,753.8200073242188,26.530000686645508,-149144000000
2020-06-10,2195.68994140625,758.6199951171875,26.059999465942383,32594000000
2020-06-11,2176.780029296875,757.0599975585938,26.790000915527344,-274612000000
2020-06-12,2132.300048828125,746.0599975585938,32.880001068115234,-191195000000
2020-06-15,2030.8199462890625,693.1500244140625,39.689998626708984,-603500000000
2020-06-16,2138.050048828125,735.3800048828125,35.900001525878906,185312000000
2020-06-17,2141.050048828125,735.4000244140625,37.04999923706055,-91344000000
2020-06-18,2133.47998046875,737.3300170898438,37.29999923706055,-113809000000
2020-06-19,2141.320068359375,742.030029296875,34.040000915527344,-283826000000
2020-06-22,2126.72998046875,751.6400146484375,34.029998779296875,-253654000000
2020-06-23,2131.239990234375,753.22998046875,31.729999542236328,-150655000000
2020-06-24,2161.510009765625,759.5,30.200000762939453,-260880000000
2020-06-25,2112.3701171875,750.3599853515625,33.119998931884766,-829958000000
2020-06-26,2134.64990234375,750.5800170898438,30.559999465942383,-259732000000
2020-06-29,2093.47998046875,734.6900024414062,33.58000183105469,-334101000000
2020-06-30,2108.330078125,737.969970703125,31.06999969482422,-248705000000
2020-07-01,2106.699951171875,727.5800170898438,29.899999618530273,-52687000000
2020-07-02,2135.3701171875,742.5499877929688,27.450000762939453,127655000000
2020-07-03,2152.409912109375,752.1799926757812,24.780000686645508,50486000000
2020-07-06,2187.929931640625,759.9000244140625,24.020000457763672,-166664000000
2020-07-07,2164.169921875,759.1599731445312,24.850000381469727,-368249000000
2020-07-08,2158.8798828125,765.9600219726562,25.040000915527344,-251837000000
2020-07-09,2167.89990234375,772.9000244140625,23.3799991607666,-27933000000
2020-07-10,2150.25,772.8099975585938,24.829999923706055,-294048000000
2020-07-13,2186.06005859375,781.1900024414062,23.6299991607666,209823000000
2020-07-14,2183.610107421875,778.3900146484375,24.450000762939453,-178603000000
2020-07-15,2201.8798828125,781.2899780273438,23.6299991607666,-34360000000
2020-07-16,2183.760009765625,775.0700073242188,23.479999542236328,-57986000000
2020-07-17,2201.18994140625,783.219970703125,22.34000015258789,-10055000000
2020-07-20,2198.199951171875,781.9600219726562,22.3700008392334,-110097000000
2020-07-21,2228.830078125,790.5800170898438,21.09000015258789,5126000000
2020-07-22,2228.659912109375,794.989990234375,20.81999969482422,-226825000000
2020-07-23,2216.18994140625,801.6900024414062,21.0,-219339000000
2020-07-24,2200.43994140625,794.7999877929688,22.5,-138634000000
2020-07-27,2217.860107421875,801.22998046875,22.959999084472656,-73566000000
2020-07-28,2256.989990234375,807.8499755859375,22.920000076293945,430171000000
2020-07-29,2263.159912109375,808.5900268554688,23.329999923706055,-200424000000
2020-07-30,2267.010009765625,814.1900024414062,22.90999984741211,-146278000000
2020-07-31,2249.3701171875,815.2999877929688,23.56999969482422,-316209000000
2020-08-03,2251.0400390625,827.5700073242188,23.520000457763672,-360418000000
2020-08-04,2279.969970703125,835.3499755859375,22.420000076293945,-274124000000
2020-08-05,2311.860107421875,847.280029296875,21.579999923706055,-194776000000
2020-08-06,2342.610107421875,854.1199951171875,22.059999465942383,-72792000000
2020-08-07,2351.669921875,857.6300048828125,22.06999969482422,-369304000000
2020-08-10,2386.3798828125,862.760009765625,22.940000534057617,-195902000000
2020-08-11,2418.669921875,860.22998046875,22.979999542236328,-129461000000
2020-08-12,2432.35009765625,845.5999755859375,22.860000610351562,-145401000000
2020-08-13,2437.530029296875,854.77001953125,22.1200008392334,8301000000
2020-08-14,2407.489990234375,835.030029296875,22.579999923706055,-273155000000
2020-08-18,2348.239990234375,800.219970703125,25.209999084472656,173915000000
2020-08-19,2360.5400390625,818.739990234375,24.3799991607666,-208341000000
2020-08-20,2274.219970703125,791.1400146484375,28.18000030517578,-189071000000
2020-08-21,2304.590087890625,796.010009765625,26.889999389648438,156433000000
2020-08-24,2329.830078125,815.739990234375,26.440000534057617,34849000000
2020-08-25,2366.72998046875,836.3099975585938,24.6299991607666,5105000000
2020-08-26,2369.320068359375,841.3499755859375,25.440000534057617,60821000000
2020-08-27,2344.449951171875,836.4000244140625,27.219999313354492,-166151000000
2020-08-28,2353.800048828125,841.2999877929688,26.399999618530273,-208666000000
2020-08-31,2326.169921875,848.239990234375,27.770000457763672,-1539464000000
2020-09-01,2349.550048828125,853.3699951171875,27.59000015258789,-289365000000
2020-09-02,2364.3701171875,866.739990234375,26.260000228881836,-179092000000
2020-09-03,2395.89990234375,874.1300048828125,25.299999237060547,-91052000000
2020-09-04,2368.25,866.0399780273438,27.829999923706055,-505223000000
2020-09-07,2384.219970703125,878.8800048828125,25.850000381469727,-313283000000
2020-09-08,2401.909912109375,878.2899780273438,23.8700008392334,-447157000000
2020-09-09,2375.81005859375,869.469970703125,24.729999542236328,-444007000000
2020-09-10,2396.47998046875,884.2999877929688,22.139999389648438,-468894000000
2020-09-11,2396.68994140625,888.4400024414062,21.68000030517578,-476656000000
2020-09-14,2427.909912109375,894.1699829101562,21.280000686645508,-187205000000
2020-09-15,2443.580078125,899.4600219726562,20.969999313354492,-226257000000
2020-09-16,2435.919921875,896.280029296875,21.049999237060547,-202554000000
2020-09-17,2406.169921875,885.1799926757812,22.309999465942383,-435290000000
2020-09-18,2412.39990234375,888.8800048828125,21.59000015258789,-96208000000
2020-09-21,2389.389892578125,866.989990234375,23.309999465942383,-100202000000
2020-09-22,2332.590087890625,842.719970703125,25.200000762939453,-536543000000
2020-09-23,2333.239990234375,843.4500122070312,24.639999389648438,-278521000000
2020-09-24,2272.699951171875,806.9500122070312,27.209999084472656,-431020000000
2020-09-25,2278.7900390625,808.280029296875,26.1299991607666,-160061000000
2020-09-28,2308.080078125,835.9099731445312,25.010000228881836,-211979000000
2020-09-29,2327.889892578125,848.1500244140625,24.149999618530273,-35463000000
2020-10-05,2358.0,858.3900146484375,23.8700008392334,105474000000
2020-10-06,2365.89990234375,862.5800170898438,22.290000915527344,-105812000000
2020-10-07,2386.93994140625,869.6599731445312,21.549999237060547,-53479000000
2020-10-08,2391.9599609375,871.6199951171875,21.0,173685000000
2020-10-12,2403.72998046875,873.5,20.360000610351562,-99496000000
2020-10-13,2403.14990234375,871.9199829101562,20.34000015258789,-34129000000
2020-10-14,2380.47998046875,861.47998046875,20.969999313354492,-114007000000
2020-10-15,2361.2099609375,844.4400024414062,21.469999313354492,-16210000000
2020-10-16,2341.530029296875,833.8400268554688,22.030000686645508,-237031000000
2020-10-19,2346.739990234375,822.25,22.510000228881836,-109929000000
2020-10-20,2358.409912109375,824.6500244140625,22.18000030517578,47003000000
2020-10-21,2370.860107421875,830.6699829101562,21.8799991607666,-187116000000
2020-10-22,2355.050048828125,812.7000122070312,22.540000915527344,-85975000000
2020-10-23,2360.81005859375,807.97998046875,21.899999618530273,-29572000000
2020-10-26,2343.909912109375,778.02001953125,22.940000534057617,-140648000000
2020-10-27,2330.840087890625,783.72998046875,23.579999923706055,-34950000000
2020-10-28,2345.260009765625,806.2000122070312,23.290000915527344,-139766000000
2020-10-29,2326.669921875,813.9299926757812,25.899999618530273,-476789000000
2020-10-30,2267.14990234375,792.6500244140625,31.969999313354492,-1126834000000
2020-11-02,2300.159912109375,802.9500122070312,28.649999618530273,30202000000
2020-11-03,2343.31005859375,818.4600219726562,26.540000915527344,254380000000
2020-11-04,2357.320068359375,826.969970703125,24.75,90537000000
2020-11-05,2413.7900390625,844.7999877929688,22.15999984741211,632711000000
2020-11-06,2416.5,836.780029296875,21.739999771118164,269552000000
2020-11-09,2447.199951171875,851.2100219726562,21.579999923706055,16089000000
2020-11-10,2452.830078125,840.7899780273438,21.020000457763672,142854000000
2020-11-11,2485.8701171875,839.9000244140625,20.68000030517578,441029000000
2020-11-12,2475.6201171875,840.0800170898438,19.850000381469727,153033000000
2020-11-13,2493.8701171875,839.1400146484375,19.770000457763672,187466000000
2020-11-16,2543.030029296875,847.3300170898438,20.5,-111849000000
2020-11-17,2539.14990234375,839.469970703125,19.719999313354492,112363000000
2020-11-18,2545.639892578125,851.739990234375,19.6299991607666,-199562000000
2020-11-19,2547.419921875,859.9400024414062,19.40999984741211,-185017000000
2020-11-20,2553.5,870.1799926757812,19.209999084472656,-144497000000
2020-11-23,2602.590087890625,873.2899780273438,19.790000915527344,346984000000
2020-11-24,2617.760009765625,872.0999755859375,19.809999465942383,20477000000
2020-11-25,2601.5400390625,865.1199951171875,20.81999969482422,-111649000000
2020-11-26,2625.909912109375,874.530029296875,20.0,-246854000000
2020-11-27,2633.449951171875,885.5599975585938,19.65999984741211,-120371000000
2020-11-30,2591.340087890625,886.1099853515625,20.770000457763672,-2436971000000
2020-12-01,2634.25,891.2899780273438,20.209999084472656,-173058000000
2020-12-02,2675.89990234375,899.3400268554688,20.18000030517578,140458000000
2020-12-03,2696.219970703125,907.6099853515625,20.020000457763672,-319331000000
2020-12-04,2731.449951171875,913.760009765625,21.010000228881836,139985000000
