trade_date,snp500_close,nasdaq_close,phlx_semi_close
2022-06-27,3900.11,11524.55,2713.48
2022-06-28,3821.55,11181.54,2642.07
2022-06-29,3818.83,11177.89,2583.98
2022-06-30,3785.38,11028.74,2556.25
2022-07-01,3825.33,11127.85,2458.46
2022-07-05,3831.39,11322.24,2477.64
2022-07-06,3845.08,11361.85,2494.11
2022-07-07,3902.62,11621.35,2605.89
2022-07-08,3899.38,11635.31,2618.02
2022-07-11,3854.43,11372.6,2553.69
2022-07-12,3818.8,11264.73,2558.17
2022-07-13,3801.78,11247.58,2577.36
2022-07-14,3790.38,11251.19,2626.92
2022-07-15,3863.16,11452.42,2693.77
2022-07-18,3830.85,11360.05,2679.57
2022-07-19,3936.69,11713.15,2803.14
2022-07-20,3959.9,11897.65,2872.96
2022-07-21,3998.95,12059.61,2916.81
2022-07-22,3961.63,11834.11,2842.41
2022-07-25,3966.84,11782.67,2825.03
2022-07-26,3921.05,11562.57,2778.96
2022-07-27,4023.61,12032.42,2911.0
2022-07-28,4072.43,12162.59,2944.5
2022-07-29,4130.29,12390.69,2967.14
2022-08-01,4118.63,12368.98,2978.32
2022-08-02,4091.19,12348.76,2974.75
2022-08-03,4155.17,12668.16,3053.46
2022-08-04,4151.94,12720.58,3081.41
2022-08-05,4145.19,12657.55,3053.39
2022-08-08,4140.06,12644.46,3004.34
2022-08-09,4122.47,12493.93,2866.9
2022-08-10,4210.24,12854.8,2988.71
2022-08-11,4207.27,12779.91,2978.7
2022-08-12,4280.15,13047.19,3067.84
2022-08-15,4297.14,13128.05,3077.33
2022-08-16,4305.2,13102.55,3045.64
2022-08-17,4274.04,12938.12,2970.12
2022-08-18,4283.74,12965.34,3037.84
2022-08-19,4228.48,12705.22,2953.34
2022-08-22,4137.99,12381.57,2843.37
2022-08-23,4128.73,12381.3,2864.31
2022-08-24,4140.77,12431.53,2866.18
2022-08-25,4199.12,12639.27,2971.07
2022-08-26,4057.66,12141.71,2798.44
2022-08-29,4030.61,12017.67,2744.5
2022-08-30,3986.16,11883.14,2708.63
2022-08-31,3955.0,11816.2,2677.39
2022-09-01,3966.85,11785.13,2625.95
2022-09-02,3924.26,11630.86,2599.26
2022-09-06,3908.19,11544.91,2571.47
2022-09-07,3979.87,11791.9,2611.5
2022-09-08,4006.18,11862.13,2658.18
2022-09-09,4067.36,12112.31,2721.77
2022-09-12,4110.41,12266.41,2731.09
2022-09-13,3932.69,11633.57,2562.27
2022-09-14,3946.01,11719.68,2591.51
2022-09-15,3901.35,11552.36,2549.54
2022-09-16,3873.33,11448.4,2563.14
2022-09-19,3899.89,11535.02,2577.94
2022-09-20,3855.93,11425.05,2539.5
2022-09-21,3789.93,11220.19,2514.96
2022-09-22,3757.99,11066.81,2444.25
2022-09-23,3693.23,10867.93,2408.9
2022-09-26,3655.04,10802.92,2373.47
2022-09-27,3647.29,10829.5,2398.04
2022-09-28,3719.04,11051.64,2427.26
2022-09-29,3640.47,10737.51,2347.36
2022-09-30,3585.62,10575.62,2306.7
2022-10-03,3678.43,10815.43,2393.32
2022-10-04,3790.93,11176.41,2500.11
2022-10-05,3783.28,11148.64,2523.61
2022-10-06,3744.52,11073.31,2508.84
2022-10-07,3639.66,10652.4,2356.75
2022-10-10,3612.39,10542.1,2275.34
2022-10-11,3588.84,10426.19,2218.49
2022-10-12,3577.03,10417.1,2198.6
2022-10-13,3669.91,10649.15,2263.24
2022-10-14,3583.07,10321.39,2162.32
2022-10-17,3677.95,10675.8,2211.66
2022-10-18,3719.98,10772.4,2220.96
2022-10-19,3695.16,10680.51,2237.74
2022-10-20,3665.78,10614.84,2253.22
2022-10-21,3752.75,10859.72,2336.69
2022-10-24,3797.34,10952.61,2351.55
2022-10-25,3859.11,11199.12,2404.69
2022-10-26,3830.6,10970.99,2376.33
2022-10-27,3807.3,10792.67,2340.6
2022-10-28,3901.06,11102.45,2433.66
2022-10-31,3871.98,10988.15,2384.45
2022-11-01,3856.1,10890.85,2402.75
2022-11-02,3759.69,10524.8,2328.47
2022-11-03,3719.89,10342.94,2292.85
2022-11-04,3770.55,10475.25,2398.24
2022-11-07,3806.8,10564.52,2450.62
2022-11-08,3828.11,10616.2,2503.39
2022-11-09,3748.57,10353.17,2424.82
2022-11-10,3956.37,11114.15,2672.5
2022-11-11,3992.93,11323.33,2754.9
2022-11-14,3957.25,11196.22,2728.05
2022-11-15,3991.73,11358.41,2810.61
2022-11-16,3958.79,11183.66,2690.82
2022-11-17,3946.56,11144.96,2719.1
2022-11-18,3965.34,11146.06,2724.03
2022-11-21,3949.94,11024.51,2675.83
2022-11-22,4003.58,11174.41,2756.82
2022-11-23,4027.26,11285.32,2786.42
2022-11-25,4026.12,11226.36,2751.27
2022-11-28,3963.94,11049.5,2678.78
2022-11-29,3957.63,10983.78,2670.65
2022-11-30,4080.11,11468.0,2826.85
2022-12-01,4076.57,11482.45,2804.7
2022-12-02,4071.7,11461.5,2771.24
2022-12-05,3998.84,11239.94,2738.05
2022-12-06,3941.26,11014.89,2673.53
2022-12-07,3933.92,10958.55,2673.25
2022-12-08,3963.51,11082.0,2744.73
2022-12-09,3934.38,11004.62,2721.02
2022-12-12,3990.56,11143.74,2779.21
2022-12-13,4019.65,11256.81,2821.53
2022-12-14,3995.32,11170.89,2777.27
2022-12-15,3895.75,10810.53,2661.41
2022-12-16,3852.36,10705.41,2636.1
2022-12-19,3817.66,10546.03,2599.86
2022-12-20,3821.62,10547.11,2583.64
2022-12-21,3878.44,10709.37,2644.5
2022-12-22,3822.39,10476.12,2533.33
2022-12-23,3844.82,10497.86,2535.49
2022-12-27,3829.25,10353.23,2490.17
2022-12-28,3783.22,10213.29,2453.49
2022-12-29,3849.28,10478.09,2534.95
2022-12-30,3839.5,10466.48,2532.11
2023-01-03,3824.14,10386.98,2500.99
2023-01-04,3852.97,10458.76,2569.46
2023-01-05,3808.1,10305.24,2518.52
2023-01-06,3895.08,10569.29,2636.1
2023-01-09,3892.09,10635.65,2686.75
2023-01-10,3919.25,10742.63,2721.29
2023-01-11,3969.61,10931.67,2755.36
2023-01-12,3983.17,11001.1,2789.65
2023-01-13,3999.09,11079.16,2800.66
2023-01-17,3990.97,11095.11,2807.48
2023-01-18,3928.86,10957.01,2789.47
2023-01-19,3898.85,10852.27,2710.44
2023-01-20,3972.61,11140.43,2794.69
2023-01-23,4019.81,11364.41,2934.83
2023-01-24,4016.95,11334.27,2913.74
2023-01-25,4016.22,11313.36,2918.99
2023-01-26,4060.43,11512.41,2966.6
2023-01-27,4070.56,11621.71,2945.27
2023-01-30,4017.77,11393.81,2866.69
2023-01-31,4076.6,11584.55,2921.92
2023-02-01,4119.21,11816.32,3073.47
2023-02-02,4179.76,12200.82,3141.84
2023-02-03,4136.48,12006.95,3082.11
2023-02-06,4111.08,11887.45,3029.74
2023-02-07,4164.0,12113.79,3124.15
2023-02-08,4117.86,11910.52,3055.63
2023-02-09,4081.5,11789.58,3059.62
2023-02-10,4090.46,11718.12,3011.15
2023-02-13,4137.29,11891.79,3057.32
2023-02-14,4136.13,11960.15,3121.63
2023-02-15,4147.6,12070.59,3133.07
2023-02-16,4090.41,11855.83,3055.24
2023-02-17,4079.09,11787.27,3005.87
2023-02-21,3997.34,11492.3,2906.26
2023-02-22,3991.05,11507.07,2892.39
2023-02-23,4012.32,11590.4,2988.81
2023-02-24,3970.04,11394.94,2935.11
2023-02-27,3982.24,11466.98,2951.21
2023-02-28,3970.15,11455.54,2958.39
2023-03-01,3951.39,11379.48,2955.83
2023-03-02,3981.35,11462.98,2984.11
2023-03-03,4045.64,11689.01,3028.34
2023-03-06,4048.42,11675.74,2994.59
2023-03-07,3986.37,11530.33,2962.42
2023-03-08,3992.01,11576.0,3041.39
2023-03-09,3918.32,11338.35,2980.21
2023-03-10,3861.59,11138.89,2923.93
2023-03-13,3855.76,11188.84,2921.71
2023-03-14,3919.29,11428.15,3010.15
2023-03-15,3891.93,11434.05,2977.39
2023-03-16,3960.28,11717.28,3098.07
2023-03-17,3916.64,11630.51,3083.52
2023-03-20,3951.57,11675.54,3114.71
2023-03-21,4002.87,11860.11,3116.89
2023-03-22,3936.97,11669.96,3091.71
2023-03-23,3948.72,11787.4,3174.36
2023-03-24,3970.99,11823.96,3121.26
2023-03-27,3977.53,11768.84,3083.58
2023-03-28,3971.27,11716.08,3057.27
2023-03-29,4027.81,11926.24,3157.11
2023-03-30,4050.83,12013.47,3208.26
2023-03-31,4109.31,12221.91,3230.86
2023-04-03,4124.51,12189.45,3200.43
2023-04-04,4100.6,12126.33,3142.5
2023-04-05,4090.38,11996.86,3085.98
2023-04-06,4105.02,12087.96,3071.77
2023-04-10,4109.11,12084.36,3126.97
2023-04-11,4108.94,12031.88,3109.42
2023-04-12,4091.95,11929.34,3052.52
2023-04-13,4146.22,12166.27,3074.94
2023-04-14,4137.64,12123.47,3070.45
2023-04-17,4151.32,12157.72,3066.68
2023-04-18,4154.87,12153.41,3077.72
2023-04-19,4154.52,12157.23,3046.38
2023-04-20,4129.79,12059.56,3046.28
2023-04-21,4133.52,12072.46,3021.44
2023-04-24,4137.04,12037.2,3007.51
2023-04-25,4071.63,11799.16,2906.29
2023-04-26,4055.99,11854.35,2922.99
2023-04-27,4135.35,12142.24,2941.59
2023-04-28,4169.48,12226.58,2994.97
2023-05-01,4167.87,12212.6,3019.09
2023-05-02,4119.58,12080.51,2996.86
2023-05-03,4090.75,12025.33,2957.37
2023-05-04,4061.22,11966.4,2941.63
2023-05-05,4136.25,12235.41,3007.69
2023-05-08,4138.12,12256.92,3024.41
2023-05-09,4119.17,12179.55,2967.84
2023-05-10,4137.64,12306.44,2997.51
2023-05-11,4130.62,12328.51,2978.72
2023-05-12,4124.08,12284.74,2972.85
2023-05-15,4136.28,12365.21,3052.64
2023-05-16,4109.9,12343.05,3048.71
2023-05-17,4158.77,12500.57,3124.68
2023-05-18,4198.05,12688.84,3223.49
2023-05-19,4191.98,12657.9,3203.49
2023-05-22,4192.63,12720.78,3215.04
2023-05-23,4145.58,12560.25,3177.44
2023-05-24,4115.24,12484.16,3124.09
2023-05-25,4151.28,12698.09,3336.72
2023-05-26,4205.45,12975.69,3545.67
2023-05-30,4205.52,13017.43,3549.39
2023-05-31,4179.83,12935.29,3453.18
2023-06-01,4221.02,13100.98,3506.74
2023-06-02,4282.37,13240.77,3501.4
2023-06-05,4273.79,13229.43,3444.12
2023-06-06,4283.85,13276.42,3488.34
2023-06-07,4267.52,13104.9,3477.18
2023-06-08,4293.93,13238.52,3514.32
2023-06-09,4298.86,13259.14,3524.97
2023-06-12,4338.93,13461.92,3641.66
2023-06-13,4369.01,13573.32,3683.66
2023-06-14,4372.59,13626.48,3739.75
2023-06-15,4425.84,13782.82,3708.06
2023-06-16,4409.59,13689.57,3673.14
2023-06-20,4388.71,13667.29,3647.56
2023-06-21,4365.69,13502.2,3549.73
2023-06-22,4381.89,13630.61,3569.87
2023-06-23,4348.33,13492.52,3506.71
2023-06-26,4328.82,13335.78,3515.77
2023-06-27,4378.41,13555.67,3642.41
2023-06-28,4376.86,13591.75,3609.48
2023-06-29,4396.44,13591.33,3614.18
2023-06-30,4450.38,13787.92,3673.06
2023-07-03,4455.59,13816.77,3703.62
2023-07-05,4446.82,13791.65,3622.32
2023-07-06,4411.59,13679.04,3577.49
2023-07-07,4398.95,13660.72,3577.73
2023-07-10,4409.53,13685.48,3651.6
2023-07-11,4439.26,13760.7,3653.53
2023-07-12,4472.16,13918.96,3721.47
2023-07-13,4510.04,14138.57,3797.13
2023-07-14,4505.42,14113.7,3750.41
2023-07-17,4522.79,14244.95,3837.31
2023-07-18,4554.98,14353.64,3842.36
2023-07-19,4565.72,14358.02,3801.66
2023-07-20,4534.87,14063.31,3663.85
2023-07-21,4536.34,14032.81,3698.85
2023-07-24,4554.64,14058.87,3692.32
2023-07-25,4567.46,14144.56,3755.27
2023-07-26,4566.75,14127.28,3699.37
2023-07-27,4537.41,14050.11,3768.27
2023-07-28,4582.23,14316.66,3851.76
2023-07-31,4588.96,14346.02,3861.63
2023-08-01,4576.73,14283.91,3858.21
2023-08-02,4513.39,13973.45,3711.6
2023-08-03,4501.89,13959.72,3708.08
2023-08-04,4478.03,13909.24,3699.2
2023-08-07,4518.44,13994.4,3739.41
2023-08-08,4499.38,13884.32,3679.42
2023-08-09,4467.71,13722.02,3610.48
2023-08-10,4468.83,13737.99,3597.02
2023-08-11,4464.05,13644.85,3514.55
2023-08-14,4489.72,13788.33,3615.45
2023-08-15,4437.86,13631.05,3553.96
2023-08-16,4404.33,13474.63,3480.08
2023-08-17,4370.36,13316.93,3446.35
2023-08-18,4369.71,13290.78,3462.74
2023-08-21,4399.77,13497.59,3560.74
2023-08-22,4387.55,13505.87,3527.69
2023-08-23,4436.01,13721.03,3602.01
2023-08-24,4376.31,13463.97,3481.3
2023-08-25,4405.71,13590.65,3495.65
2023-08-28,4433.31,13705.13,3537.87
2023-08-29,4497.63,13943.76,3629.57
2023-08-30,4514.87,14019.31,3643.92
2023-08-31,4507.66,14034.97,3670.93
2023-09-01,4515.77,14031.81,3682.84
2023-09-05,4496.83,14020.95,3683.79
2023-09-06,4465.48,13872.47,3654.46
2023-09-07,4451.14,13748.83,3582.11
2023-09-08,4457.49,13761.53,3565.99
2023-09-11,4487.46,13917.89,3569.23
2023-09-12,4461.9,13773.61,3541.09
2023-09-13,4467.44,13813.59,3560.46
2023-09-14,4505.1,13926.05,3584.23
2023-09-15,4450.32,13708.33,3476.39
2023-09-18,4453.53,13710.24,3492.47
2023-09-19,4443.95,13678.19,3459.02
2023-09-20,4402.2,13469.13,3398.81
2023-09-21,4330.0,13223.98,3338.85
2023-09-22,4320.06,13211.81,3365.29
2023-09-25,4337.44,13271.32,3389.46
2023-09-26,4273.53,13063.61,3329.62
2023-09-27,4274.51,13092.85,3361.41
2023-09-28,4299.7,13201.28,3420.99
2023-09-29,4288.05,13219.32,3434.29
2023-10-02,4288.39,13307.77,3448.85
2023-10-03,4229.45,13059.47,3376.58
2023-10-04,4263.75,13236.01,3424.92
2023-10-05,4258.19,13219.83,3406.98
2023-10-06,4308.5,13431.34,3475.21
2023-10-09,4335.66,13484.24,3467.35
2023-10-10,4358.24,13562.84,3512.07
2023-10-11,4376.95,13659.68,3537.83
2023-10-12,4349.61,13574.22,3548.62
2023-10-13,4327.78,13407.23,3452.97
2023-10-16,4373.63,13567.98,3502.51
2023-10-17,4373.2,13533.75,3474.66
2023-10-18,4314.6,13314.3,3413.45
2023-10-19,4278.0,13186.18,3367.77
2023-10-20,4224.16,12983.81,3316.14
2023-10-23,4217.04,13018.33,3298.54
2023-10-24,4247.68,13139.87,3343.94
2023-10-25,4186.77,12821.22,3205.84
2023-10-26,4137.23,12595.61,3188.42
2023-10-27,4117.37,12643.01,3227.09
2023-10-30,4166.82,12789.48,3185.18
2023-10-31,4193.8,12851.24,3215.89
2023-11-01,4237.86,13061.47,3290.95
2023-11-02,4317.78,13294.19,3368.54
2023-11-03,4358.34,13478.28,3454.57
2023-11-06,4365.98,13518.78,3444.89
2023-11-07,4378.38,13639.86,3471.46
2023-11-08,4382.78,13650.41,3472.67
2023-11-09,4347.35,13521.45,3452.34
2023-11-10,4415.24,13798.11,3591.74
2023-11-13,4411.55,13767.74,3556.75
2023-11-14,4495.7,14094.38,3685.57
2023-11-15,4502.88,14103.84,3712.09
2023-11-16,4508.24,14113.67,3724.1
2023-11-17,4514.02,14125.48,3748.65
2023-11-20,4547.38,14284.53,3805.81
2023-11-21,4538.19,14199.98,3732.79
2023-11-22,4556.62,14265.86,3744.96
2023-11-24,4559.34,14250.85,3747.93
2023-11-27,4550.43,14241.02,3739.31
2023-11-28,4554.89,14281.76,3718.35
2023-11-29,4550.58,14258.49,3753.36
2023-11-30,4567.8,14226.22,3724.58
2023-12-01,4594.63,14305.03,3738.27
2023-12-04,4569.78,14185.49,3693.44
2023-12-05,4567.18,14229.91,3672.4
2023-12-06,4549.34,14146.71,3645.82
2023-12-07,4585.59,14339.99,3747.54
2023-12-08,4604.37,14403.97,3774.17
2023-12-11,4622.44,14432.49,3902.39
2023-12-12,4643.7,14533.4,3930.18
2023-12-13,4707.09,14733.96,3990.95
2023-12-14,4719.55,14761.56,4097.47
2023-12-15,4719.19,14813.92,4117.0
2023-12-18,4740.56,14904.81,4103.79
2023-12-19,4768.37,15003.22,4125.56
2023-12-20,4698.35,14777.94,4007.66
2023-12-21,4746.75,14963.87,4118.59
2023-12-22,4754.63,14992.97,4132.85
2023-12-26,4774.75,15074.57,4207.45
2023-12-27,4781.58,15099.18,4214.59
2023-12-28,4783.35,15095.14,4208.68
2023-12-29,4769.83,15011.35,4175.47
2024-01-02,4742.83,14765.94,4023.04
2024-01-03,4704.81,14592.21,3941.21
2024-01-04,4688.68,14510.3,3908.85
2024-01-05,4697.24,14524.07,3933.49
2024-01-08,4763.54,14843.77,4062.48
2024-01-09,4756.5,14857.71,4064.65
2024-01-10,4783.45,14969.65,4048.84
2024-01-11,4780.24,14970.19,4067.9
2024-01-12,4783.83,14972.76,4052.43
2024-01-16,4765.98,14944.35,4105.94
2024-01-17,4739.21,14855.62,4069.95
2024-01-18,4780.94,15055.65,4206.52
2024-01-19,4839.81,15310.97,4375.65
2024-01-22,4850.43,15360.29,4386.6
2024-01-23,4864.6,15425.94,4415.26
2024-01-24,4868.55,15481.92,4483.33
2024-01-25,4894.16,15510.5,4472.26
2024-01-26,4890.97,15455.36,4342.1
2024-01-29,4927.93,15628.04,4388.27
2024-01-30,4924.97,15509.9,4319.99
2024-01-31,4845.65,15164.01,4260.92
2024-02-01,4906.19,15361.64,4280.48
2024-02-02,4958.61,15628.95,4336.73
2024-02-05,4942.81,15597.68,4388.1
2024-02-06,4954.23,15609.0,4338.27
2024-02-07,4995.06,15756.64,4408.73
2024-02-08,4997.91,15793.71,4478.01
2024-02-09,5026.61,15990.66,4567.3
2024-02-12,5021.84,15942.55,4560.04
2024-02-13,4953.17,15655.6,4468.18
2024-02-14,5000.62,15859.15,4565.41
2024-02-15,5029.73,15906.17,4558.1
2024-02-16,5005.57,15775.65,4527.68
2024-02-20,4975.51,15630.78,4456.87
2024-02-21,4981.8,15580.87,4446.36
2024-02-22,5087.03,16041.62,4667.37
2024-02-23,5088.8,15996.82,4615.03
2024-02-26,5069.53,15976.25,4663.47
2024-02-27,5078.18,16035.3,4654.89
2024-02-28,5069.76,15947.74,4602.6
2024-02-29,5096.27,16091.92,4726.92
2024-03-01,5137.08,16274.94,4929.58
2024-03-04,5130.95,16207.51,4981.97
2024-03-05,5078.65,15939.59,4879.83
2024-03-06,5104.76,16031.54,4997.93
2024-03-07,5157.36,16273.38,5165.83
2024-03-08,5123.69,16085.11,4957.78
2024-03-11,5117.94,16019.27,4890.2
2024-03-12,5175.27,16265.64,4992.51
2024-03-13,5165.31,16177.77,4868.95
2024-03-14,5150.48,16128.53,4783.65
2024-03-15,5117.09,15973.17,4757.71
2024-03-18,5149.42,16103.45,4757.6
2024-03-19,5178.51,16166.79,4712.81
2024-03-20,5224.62,16369.41,4788.18
2024-03-21,5241.53,16401.84,4897.88
2024-03-22,5234.18,16428.82,4908.26
2024-03-25,5218.19,16384.47,4891.49
2024-03-26,5203.58,16315.7,4851.88
2024-03-27,5248.49,16399.52,4899.95
2024-03-28,5254.35,16379.46,4905.21
2024-04-01,5243.77,16396.83,4962.1
2024-04-02,5205.81,16240.45,4886.94
2024-04-03,5211.49,16277.46,4903.5
2024-04-04,5147.21,16049.08,4756.07
2024-04-05,5204.34,16248.52,4819.13
2024-04-08,5202.39,16253.96,4825.39
2024-04-09,5209.91,16306.64,4870.81
2024-04-10,5160.64,16170.36,4790.35
2024-04-11,5199.06,16442.2,4906.37
2024-04-12,5123.41,16175.09,4745.05
2024-04-15,5061.82,15885.02,4679.1
2024-04-16,5051.41,15865.25,4720.53
2024-04-17,5022.21,15683.37,4567.31
2024-04-18,5011.12,15601.5,4491.71
2024-04-19,4967.23,15282.01,4306.87
2024-04-22,5010.6,15451.31,4381.92
2024-04-23,5070.55,15696.64,4478.8
2024-04-24,5071.63,15712.75,4526.2
2024-04-25,5048.42,15611.76,4615.04
2024-04-26,5099.96,15927.9,4735.29
2024-04-29,5116.17,15983.08,4765.79
2024-04-30,5035.69,15657.82,4673.3
2024-05-01,5018.39,15605.48,4507.68
2024-05-02,5064.2,15840.96,4605.35
2024-05-03,5127.79,16156.33,4716.19
2024-05-06,5180.74,16349.25,4820.45
2024-05-07,5187.7,16332.56,4784.88
2024-05-08,5187.67,16302.76,4790.38
2024-05-09,5214.08,16346.26,4759.77
2024-05-10,5222.68,16340.87,4808.03
2024-05-13,5221.42,16388.24,4823.09
2024-05-14,5246.68,16511.18,4903.93
2024-05-15,5308.15,16742.39,5045.08
2024-05-16,5297.1,16698.32,5017.54
2024-05-17,5303.27,16685.97,4983.02
2024-05-20,5308.13,16794.87,5090.35
2024-05-21,5321.41,16832.62,5074.4
2024-05-22,5307.01,16801.54,5126.81
2024-05-23,5267.84,16736.03,5125.98
2024-05-24,5304.72,16920.79,5220.92
2024-05-28,5306.04,17019.88,5317.87
2024-05-29,5266.95,16920.58,5219.32
2024-05-30,5235.48,16737.08,5173.26
2024-05-31,5277.51,16735.02,5123.36
2024-06-03,5283.4,16828.67,5152.51
2024-06-04,5291.34,16857.05,5116.27
2024-06-05,5354.03,17187.9,5347.44
2024-06-06,5352.96,17173.12,5301.68
2024-06-07,5346.99,17133.13,5287.24
2024-06-10,5360.79,17192.53,5362.4
2024-06-11,5375.32,17343.55,5365.38
2024-06-12,5421.03,17608.44,5520.87
2024-06-13,5433.74,17667.56,5602.42
2024-06-14,5431.6,17688.88,5598.31
2024-06-17,5473.23,17857.02,5688.1
2024-06-18,5487.03,17862.23,5765.12
2024-06-20,5473.17,17721.59,5610.01
2024-06-21,5464.62,17689.36,5538.54
2024-06-24,5447.87,17496.82,5371.52
2024-06-25,5469.3,17717.65,5467.66
2024-06-26,5477.9,17805.16,5452.32
2024-06-27,5482.87,17858.68,5421.09
2024-06-28,5460.48,17732.6,5472.26
2024-07-01,5475.09,17879.3,5477.15
2024-07-02,5509.01,18028.76,5544.99
2024-07-03,5537.02,18188.3,5651.72
2024-07-05,5567.19,18352.76,5656.31
2024-07-08,5572.85,18403.74,5765.21
2024-07-09,5576.98,18429.29,5765.2
2024-07-10,5633.91,18647.45,5904.54
2024-07-11,5584.54,18283.41,5699.66
2024-07-12,5615.35,18398.45,5775.19
2024-07-15,5631.22,18472.57,5777.71
2024-07-16,5667.2,18509.34,5804.03
2024-07-17,5588.27,17996.92,5408.71
2024-07-18,5544.59,17871.22,5436.42
2024-07-19,5505.0,17726.94,5267.16
2024-07-22,5564.41,18007.57,5477.83
2024-07-23,5555.74,17997.35,5397.9
2024-07-24,5427.13,17342.41,5105.65
2024-07-25,5399.22,17181.72,5005.36
2024-07-26,5459.1,17357.88,5103.13
2024-07-29,5463.54,17370.2,5087.62
2024-07-30,5436.44,17147.42,4890.15
2024-07-31,5522.3,17599.4,5233.18
2024-08-01,5446.68,17194.15,4859.59
2024-08-02,5346.56,16776.16,4607.76
2024-08-05,5186.33,16200.08,4519.45
2024-08-06,5240.03,16366.85,4567.57
2024-08-07,5199.5,16195.81,4426.27
2024-08-08,5319.31,16660.02,4730.01
2024-08-09,5344.16,16745.3,4709.45
2024-08-12,5344.39,16780.61,4743.82
2024-08-13,5434.43,17187.61,4942.31
2024-08-14,5455.21,17192.6,4933.35
2024-08-15,5543.22,17594.5,5173.38
2024-08-16,5554.25,17631.72,5170.25
2024-08-19,5608.25,17876.77,5266.57
2024-08-20,5597.12,17816.94,5196.3
2024-08-21,5620.85,17918.99,5267.93
2024-08-22,5570.64,17619.35,5086.9
2024-08-23,5634.61,17877.79,5228.65
2024-08-26,5616.84,17725.77,5097.35
2024-08-27,5625.8,17754.82,5153.63
2024-08-28,5592.18,17556.03,5059.56
2024-08-29,5591.96,17516.43,5029.25
2024-08-30,5648.4,17713.62,5158.82
2024-09-03,5528.93,17136.3,4759.0
2024-09-04,5520.07,17084.3,4770.85
2024-09-05,5503.41,17127.66,4742.42
2024-09-06,5408.42,16690.83,4528.22
2024-09-09,5471.05,16884.6,4625.78
2024-09-10,5495.52,17025.88,4680.67
2024-09-11,5554.13,17395.53,4910.17
2024-09-12,5595.76,17569.68,4898.44
2024-09-13,5626.02,17683.98,4980.49
2024-09-16,5633.09,17592.13,4910.44
2024-09-17,5634.58,17628.06,4912.1
2024-09-18,5618.26,17573.3,4859.29
2024-09-19,5713.64,18013.98,5066.65
2024-09-20,5702.55,17948.32,5000.06
2024-09-23,5718.57,17974.27,5025.81
2024-09-24,5732.93,18074.52,5091.78
2024-09-25,5722.26,18082.21,5132.52
2024-09-26,5745.37,18190.29,5310.5
2024-09-27,5738.17,18119.59,5217.23
2024-09-30,5762.48,18189.17,5173.06
2024-10-01,5708.75,17910.36,5024.94
2024-10-02,5709.54,17925.12,5099.2
2024-10-03,5699.94,17918.48,5125.21
2024-10-04,5751.07,18137.85,5206.84
2024-10-07,5695.94,17923.9,5196.8
2024-10-08,5751.13,18182.92,5266.1
2024-10-09,5792.04,18291.62,5321.9
2024-10-10,5780.05,18282.05,5293.94
2024-10-11,5815.03,18342.94,5335.94
2024-10-14,5859.85,18502.69,5432.21
2024-10-15,5815.26,18315.59,5145.21
2024-10-16,5842.47,18367.08,5155.86
2024-10-17,5841.47,18373.61,5204.81
2024-10-18,5864.67,18489.55,5208.62
2024-10-21,5853.98,18540.01,5215.21
2024-10-22,5851.2,18579.77,5190.71
2024-10-23,5797.42,18276.65,5131.37
2024-10-24,5809.86,18415.49,5157.61
2024-10-25,5808.12,18518.61,5212.83
2024-10-28,5823.52,18567.19,5211.67
2024-10-29,5832.92,18712.75,5332.17
2024-10-30,5813.67,18607.93,5153.49
2024-10-31,5705.45,18095.15,4946.75
2024-11-01,5728.8,18239.92,5001.43
2024-11-04,5712.69,18179.98,4974.0
2024-11-05,5782.76,18439.17,5057.83
2024-11-06,5929.04,18983.47,5215.57
2024-11-07,5973.1,19269.46,5333.99
2024-11-08,5995.54,19286.78,5290.52
2024-11-11,6001.35,19298.76,5156.39
2024-11-12,5983.99,19281.4,5108.64
2024-11-13,5985.38,19230.72,5006.29
2024-11-14,5949.17,19107.65,5004.59
2024-11-15,5870.62,18680.12,4833.59
2024-11-18,5893.62,18791.81,4888.77
2024-11-19,5916.98,18987.47,4919.16
2024-11-20,5917.11,18966.14,4884.25
2024-11-21,5948.71,18972.42,4963.05
2024-11-22,5969.34,19003.65,4955.8
2024-11-25,5987.37,19054.84,4987.92
2024-11-26,6021.63,19174.3,4927.56
2024-11-27,5998.74,19060.48,4853.01
2024-11-29,6032.38,19218.17,4926.56
2024-12-02,6047.15,19403.95,5055.32
2024-12-03,6049.88,19480.91,5035.86
2024-12-04,6086.49,19735.12,5121.78
2024-12-05,6075.11,19700.26,5026.37
2024-12-06,6090.27,19859.77,5061.3
2024-12-09,6052.85,19736.69,5018.84
2024-12-10,6034.91,19687.24,4894.7
2024-12-11,6084.19,20034.89,5027.8
2024-12-12,6051.25,19902.84,4982.19
2024-12-13,6051.09,19926.72,5149.78
2024-12-16,6074.08,20173.89,5256.06
2024-12-17,6050.61,20109.06,5169.79
2024-12-18,5872.16,19392.69,4970.98
2024-12-19,5867.08,19372.77,4893.47
2024-12-20,5930.85,19572.6,4964.91
2024-12-23,5974.07,19764.88,5118.75
2024-12-24,6040.04,20031.13,5173.56
2024-12-26,6037.59,20020.36,5175.31
2024-12-27,5970.84,19722.03,5122.97
2024-12-30,5906.94,19486.79,5026.51
2024-12-31,5881.63,19310.79,4979.93
2025-01-02,5868.55,19280.79,5021.5
2025-01-03,5942.47,19621.68,5163.65
