trade_date,kospi_close,kosdaq_close,vkospi,program_net_amt,vix,us_10y_yield,usd_krw,snp500_close,nasdaq_close,phlx_semi_close
2020-02-11,2223.1201171875,682.3400268554688,18.15999984741211,26762000000,15.04,1.56,1186.96,3352.09,9628.39,1892.8
2020-02-12,2238.3798828125,686.5900268554688,16.950000762939453,-9517000000,15.18,1.59,1181.32,3357.75,9638.94,1931.08
2020-02-13,2232.9599609375,687.6099853515625,16.68000030517578,77069000000,13.74,1.62,1178.98,3379.45,9725.96,1958.82
2020-02-14,2243.590087890625,688.9099731445312,16.850000381469727,39068000000,14.15,1.61,1182.02,3373.94,9711.97,1960.34
2020-02-17,2242.169921875,692.5900268554688,17.15999984741211,-25042000000,13.68,1.59,1183.2,3380.16,9731.18,1956.56
2020-02-18,2208.8798828125,682.9199829101562,18.25,-154585000000,13.68,1.59,1183.2,3380.16,9731.18,1956.56
2020-02-19,2210.340087890625,684.780029296875,18.190000534057617,19699000000,14.83,1.55,1190.6,3370.29,9732.74,1929.12
2020-02-20,2195.5,681.6599731445312,18.239999771118164,-171539000000,14.38,1.56,1191.1,3386.15,9817.18,1979.5
2020-02-21,2162.840087890625,667.989990234375,19.799999237060547,34208000000,15.56,1.52,1198.34,3373.23,9750.97,1949.25
2020-02-24,2079.0400390625,639.2899780273438,23.649999618530277,-356065000000,17.08,1.46,1207.91,3337.75,9576.59,1891.05
2020-02-25,2103.610107421875,656.9500122070312,22.71999931335449,-133067000000,25.03,1.38,1218.5,3225.89,9221.28,1801.23
2020-02-26,2076.77001953125,654.6300048828125,25.100000381469727,-338772000000,27.85,1.33,1214.45,3128.21,8965.61,1746.11
2020-02-27,2054.889892578125,638.1699829101562,26.84000015258789,3221000000,27.56,1.33,1213.61,3116.39,8980.78,1749.95
2020-02-28,1987.010009765625,610.72998046875,33.810001373291016,-371150000000,39.16,1.3,1217.03,2978.76,8566.48,1668.65
2020-03-02,2002.510009765625,627.6599731445312,32.65999984741211,-298844000000,40.11,1.13,1214.92,2954.22,8567.37,1705.54
2020-03-03,2014.1500244140625,626.8200073242188,29.489999771118164,-114366000000,33.42,1.1,1190.89,3090.23,8952.17,1765.38
2020-03-04,2059.330078125,641.72998046875,26.76000022888184,265654000000,36.82,1.02,1194.66,3003.37,8684.09,1705.26
2020-03-05,2085.260009765625,650.1900024414062,23.65999984741211,87898000000,31.99,1.02,1187.54,3130.12,9018.09,1789.57
2020-03-06,2040.219970703125,642.719970703125,27.46999931335449,-175315000000,39.62,0.92,1181.11,3023.94,8738.59,1734.03
2020-03-09,1954.77001953125,614.5999755859375,36.209999084472656,-471098000000,41.94,0.74,1192.0,2972.37,8575.62,1699.89
2020-03-10,1962.9300537109373,619.969970703125,34.79999923706055,-391316000000,54.46,0.54,1203.75,2746.56,7950.68,1558.16
2020-03-11,1908.27001953125,595.6099853515625,37.59999847412109,-288384000000,47.3,0.76,1193.1,2882.23,8344.25,1656.5
2020-03-12,1834.3299560546875,563.489990234375,43.06999969482422,-233516000000,53.9,0.82,1194.16,2741.38,7952.05,1562.54
2020-03-13,1771.43994140625,524.0,53.86000061035156,-470037000000,75.47,0.88,1206.19,2480.64,7201.8,1392.11
2020-03-16,1714.8599853515625,504.510009765625,64.55999755859375,-87602000000,57.83,0.94,1211.7,2711.02,7874.88,1544.26
2020-03-17,1672.43994140625,514.72998046875,64.48999786376953,-521505000000,82.69,0.73,1225.33,2386.13,6904.59,1298.78
2020-03-18,1591.199951171875,485.1400146484375,62.79999923706055,-609049000000,75.91,1.02,1240.98,2529.19,7334.78,1426.52
2020-03-19,1457.6400146484375,428.3500061035156,69.23999786376953,-175619000000,76.45,1.18,1245.19,2398.1,6989.84,1286.84
2020-03-20,1566.1500244140625,467.75,60.72999954223633,-493575000000,72.0,1.12,1250.86,2409.39,7150.58,1341.22
2020-03-23,1482.4599609375,443.760009765625,62.5,-561768000000,66.04,0.92,1250.55,2304.92,6879.52,1298.54
2020-03-24,1609.969970703125,480.3999938964844,53.77999877929688,30458000000,61.59,0.76,1267.25,2237.4,6860.67,1342.12
2020-03-25,1704.760009765625,505.6799926757813,49.31999969482422,-455198000000,61.67,0.84,1249.88,2447.33,7417.86,1491.83
2020-03-26,1686.239990234375,516.6099853515625,52.7599983215332,-581122000000,63.95,0.88,1228.15,2475.56,7384.3,1472.57
2020-03-27,1717.72998046875,522.8300170898438,54.619998931884766,-404866000000,61.0,0.83,1233.47,2630.07,7797.54,1572.61
2020-03-30,1717.1199951171875,542.1099853515625,54.83000183105469,-137778000000,65.54,0.72,1210.49,2541.47,7502.38,1488.75
2020-03-31,1754.6400146484375,569.0700073242188,48.54999923706055,-174393000000,57.08,0.7,1224.11,2626.65,7774.15,1545.31
2020-04-01,1685.4599609375,551.8400268554688,50.0,-824395000000,53.54,0.7,1218.92,2584.59,7700.1,1510.59
2020-04-02,1724.8599853515625,567.7000122070312,47.2400016784668,-217448000000,57.06,0.62,1229.65,2470.5,7360.58,1427.73
2020-04-03,1725.43994140625,573.010009765625,45.34000015258789,-372735000000,50.91,0.63,1229.89,2526.9,7487.31,1474.61
2020-04-06,1791.8800048828125,597.2100219726562,38.2599983215332,70018000000,46.8,0.62,1230.56,2488.65,7373.08,1443.04
2020-04-07,1823.5999755859373,606.9000244140625,36.13999938964844,-313272000000,45.24,0.67,1224.6,2663.68,7913.24,1592.88
2020-04-08,1807.1400146484373,607.3699951171875,40.04999923706055,-368576000000,46.7,0.75,1220.43,2659.41,7887.26,1585.38
2020-04-09,1836.2099609375,615.9500122070312,35.54999923706055,-382885000000,43.35,0.77,1220.77,2749.98,8090.9,1639.89
2020-04-10,1860.699951171875,611.260009765625,35.84000015258789,-314128000000,41.67,0.73,1219.71,2789.82,8153.58,1601.73
2020-04-13,1825.760009765625,596.7100219726562,39.68999862670898,-349394000000,41.67,0.73,1211.71,2789.82,8153.58,1601.73
2020-04-14,1857.0799560546875,610.2899780273438,36.040000915527344,2940000000,41.17,0.76,1217.72,2761.63,8192.42,1623.68
2020-04-16,1857.0699462890625,623.4299926757812,34.81999969482422,-540230000000,40.84,0.63,1224.55,2783.36,8393.18,1647.91
2020-04-17,1914.530029296875,634.7899780273438,31.440000534057617,141519000000,40.11,0.61,1228.21,2799.55,8532.36,1690.87
2020-04-20,1898.3599853515625,637.8200073242188,33.290000915527344,-618940000000,38.15,0.65,1217.81,2874.56,8650.14,1705.64
2020-04-21,1879.3800048828125,628.77001953125,36.52999877929688,-477222000000,43.83,0.63,1217.29,2823.16,8560.73,1667.57
2020-04-22,1896.1500244140625,635.1599731445312,36.54999923706055,-292844000000,45.41,0.58,1229.28,2736.56,8263.23,1588.7
2020-04-23,1914.72998046875,643.7899780273438,34.459999084472656,-169648000000,41.98,0.63,1234.79,2799.31,8495.38,1682.12
2020-04-24,1889.010009765625,632.9600219726562,37.540000915527344,-428783000000,41.38,0.61,1229.04,2797.8,8494.75,1664.67
2020-04-27,1922.77001953125,646.8599853515625,35.150001525878906,11865000000,35.93,0.6,1233.88,2836.74,8634.52,1702.56
2020-04-28,1934.0899658203125,644.9299926757812,32.63999938964844,-133420000000,33.29,0.67,1224.16,2878.48,8730.16,1725.04
2020-04-29,1947.56005859375,645.1799926757812,30.51000022888184,168122000000,33.57,0.62,1224.83,2863.39,8607.73,1713.21
2020-05-04,1895.3699951171875,641.9099731445312,36.36000061035156,-1053782000000,37.19,0.64,1223.2,2830.71,8604.95,1644.4
2020-05-06,1928.760009765625,658.4000244140625,31.809999465942383,-278338000000,33.61,0.66,1220.13,2868.44,8809.12,1689.5
2020-05-07,1928.6099853515625,668.1699829101562,31.309999465942383,-391297000000,34.12,0.72,1222.03,2848.42,8854.39,1707.75
2020-05-08,1945.8199462890625,682.2999877929688,28.770000457763672,-54916000000,31.44,0.63,1224.76,2881.19,8979.66,1724.93
2020-05-11,1935.4000244140625,685.0399780273438,29.32999992370605,-189033000000,27.98,0.69,1216.47,2929.8,9121.32,1775.61
2020-05-12,1922.1700439453125,684.2100219726562,27.790000915527344,-316071000000,27.57,0.73,1220.2,2930.19,9192.34,1774.31
2020-05-13,1940.4200439453125,691.530029296875,25.75,-77082000000,33.04,0.69,1222.0,2870.12,9002.55,1725.24
2020-05-14,1924.9599609375,690.5700073242188,26.790000915527344,-311089000000,35.28,0.64,1223.86,2820.0,8863.17,1691.57
2020-05-15,1927.280029296875,691.9299926757812,26.959999084472656,-372112000000,32.61,0.63,1227.76,2852.5,8943.72,1739.05
2020-05-18,1937.1099853515625,690.8499755859375,27.040000915527344,-133613000000,31.89,0.64,1230.71,2863.7,9014.56,1700.89
2020-05-19,1980.6099853515625,696.3599853515625,25.0,84663000000,29.3,0.73,1232.32,2953.91,9234.83,1782.54
2020-05-20,1989.6400146484373,708.760009765625,24.850000381469727,-131391000000,30.53,0.7,1225.19,2922.94,9185.1,1775.61
2020-05-21,1998.31005859375,716.02001953125,23.56999969482422,-9930000000,27.99,0.68,1230.02,2971.61,9375.78,1840.79
2020-05-22,1970.1300048828125,708.5800170898438,27.739999771118164,-356294000000,29.53,0.68,1230.53,2948.51,9284.88,1790.96
2020-05-25,1994.5999755859373,719.8900146484375,25.270000457763672,-55213000000,28.16,0.66,1236.53,2955.45,9324.59,1802.31
2020-05-26,2029.780029296875,729.1099853515625,23.799999237060547,-49793000000,28.16,0.66,1236.53,2955.45,9324.59,1802.31
2020-05-27,2031.199951171875,724.5900268554688,24.46999931335449,-221828000000,28.01,0.69,1234.24,2991.77,9340.22,1820.51
2020-05-28,2028.5400390625,708.75,25.239999771118164,-152934000000,27.62,0.68,1238.03,3036.13,9412.36,1847.31
2020-05-29,2029.5999755859373,713.6799926757812,25.63999938964844,-248460000000,28.59,0.7,1239.28,3029.73,9368.99,1804.66
2020-06-01,2065.080078125,735.719970703125,24.940000534057617,69640000000,27.51,0.65,1236.61,3044.31,9489.87,1852.49
2020-06-02,2087.18994140625,743.5800170898438,25.0,-78940000000,28.23,0.66,1224.79,3055.73,9552.05,1843.24
2020-06-03,2147.0,737.6599731445312,25.739999771118164,-5262000000,26.84,0.68,1225.07,3080.82,9608.38,1883.41
2020-06-04,2151.179931640625,742.3699951171875,25.690000534057617,-43115000000,25.66,0.77,1216.08,3122.87,9682.91,1937.47
2020-06-05,2181.8701171875,749.3099975585938,25.450000762939453,-131722000000,25.81,0.82,1218.77,3112.35,9615.81,1953.47
2020-06-08,2184.2900390625,753.0399780273438,27.399999618530277,-320035000000,24.52,0.91,1202.79,3193.93,9814.08,2003.76
2020-06-09,2188.919921875,753.8200073242188,26.530000686645508,-149144000000,25.81,0.88,1197.84,3232.39,9924.75,1998.62
2020-06-10,2195.68994140625,758.6199951171875,26.059999465942383,32594000000,27.57,0.84,1197.04,3207.18,9953.75,1998.09
2020-06-11,2176.780029296875,757.0599975585938,26.790000915527344,-274612000000,27.57,0.75,1189.9,3190.14,10020.35,2004.66
2020-06-12,2132.300048828125,746.0599975585938,32.880001068115234,-191195000000,40.79,0.66,1196.34,3002.1,9492.73,1876.66
2020-06-15,2030.8199462890625,693.1500244140625,39.68999862670898,-603500000000,36.09,0.71,1204.52,3041.31,9588.81,1903.85
2020-06-16,2138.050048828125,735.3800048828125,35.900001525878906,185312000000,34.4,0.71,1212.21,3066.59,9726.02,1931.01
2020-06-17,2141.050048828125,735.4000244140625,37.04999923706055,-91344000000,33.67,0.75,1207.26,3124.74,9895.87,1965.69
2020-06-18,2133.47998046875,737.3300170898438,37.29999923706055,-113809000000,33.47,0.74,1215.02,3113.49,9910.53,1984.08
2020-06-19,2141.320068359375,742.030029296875,34.040000915527344,-283826000000,32.94,0.71,1211.65,3115.34,9943.05,1980.14
2020-06-22,2126.72998046875,751.6400146484375,34.029998779296875,-253654000000,35.12,0.7,1208.38,3097.74,9946.12,1966.79
2020-06-23,2131.239990234375,753.22998046875,31.729999542236328,-150655000000,31.77,0.71,1210.73,3117.86,10056.48,1983.36
2020-06-24,2161.510009765625,759.5,30.200000762939453,-260880000000,31.37,0.72,1206.43,3131.29,10131.37,1987.73
2020-06-25,2112.3701171875,750.3599853515625,33.119998931884766,-829958000000,33.84,0.69,1199.55,3050.33,9909.17,1944.3
2020-06-26,2134.64990234375,750.5800170898438,30.559999465942383,-259732000000,32.22,0.68,1203.59,3083.76,10017.0,1961.05
2020-06-29,2093.47998046875,734.6900024414062,33.58000183105469,-334101000000,34.73,0.64,1203.44,3009.05,9757.22,1921.92
2020-06-30,2108.330078125,737.969970703125,31.06999969482422,-248705000000,31.78,0.64,1200.91,3053.24,9874.15,1943.9
2020-07-01,2106.699951171875,727.5800170898438,29.899999618530277,-52687000000,30.43,0.66,1200.5,3100.29,10058.77,1996.44
2020-07-02,2135.3701171875,742.5499877929688,27.450000762939453,127655000000,28.62,0.69,1201.84,3115.86,10154.63,1966.98
2020-07-03,2152.409912109375,752.1799926757812,24.780000686645508,50486000000,27.68,0.68,1199.84,3130.01,10207.63,1993.61
2020-07-06,2187.929931640625,759.9000244140625,24.020000457763672,-166664000000,27.68,0.68,1199.84,3130.01,10207.63,1993.61
2020-07-07,2164.169921875,759.1599731445312,24.850000381469727,-368249000000,27.94,0.69,1192.66,3179.72,10433.65,2046.81
2020-07-08,2158.8798828125,765.9600219726562,25.040000915527344,-251837000000,29.43,0.65,1194.43,3145.32,10343.89,2019.77
2020-07-09,2167.89990234375,772.9000244140625,23.3799991607666,-27933000000,28.08,0.67,1194.63,3169.94,10492.5,2049.76
2020-07-10,2150.25,772.8099975585938,24.82999992370605,-294048000000,29.26,0.62,1197.84,3152.05,10547.75,2076.72
2020-07-13,2186.06005859375,781.1900024414062,23.6299991607666,209823000000,27.29,0.65,1204.34,3185.04,10617.44,2069.79
2020-07-14,2183.610107421875,778.3900146484375,24.450000762939453,-178603000000,32.19,0.64,1200.13,3155.22,10390.84,2034.14
2020-07-15,2201.8798828125,781.2899780273438,23.6299991607666,-34360000000,29.52,0.63,1205.24,3197.52,10488.58,2069.79
2020-07-16,2183.760009765625,775.0700073242188,23.479999542236328,-57986000000,27.76,0.64,1201.97,3226.56,10550.49,2064.17
2020-07-17,2201.18994140625,783.219970703125,22.34000015258789,-10055000000,28.0,0.62,1202.97,3215.57,10473.83,2055.92
2020-07-20,2198.199951171875,781.9600219726562,22.3700008392334,-110097000000,25.68,0.64,1203.86,3224.73,10503.19,2068.99
2020-07-21,2228.830078125,790.5800170898438,21.09000015258789,5126000000,24.46,0.62,1202.26,3251.84,10767.09,2110.47
2020-07-22,2228.659912109375,794.989990234375,20.81999969482422,-226825000000,24.84,0.61,1194.64,3257.3,10680.36,2096.59
2020-07-23,2216.18994140625,801.6900024414062,21.0,-219339000000,24.32,0.6,1194.83,3276.02,10706.13,2105.43
2020-07-24,2200.43994140625,794.7999877929688,22.5,-138634000000,26.08,0.59,1198.91,3235.66,10461.42,2070.97
2020-07-27,2217.860107421875,801.22998046875,22.959999084472656,-73566000000,25.84,0.59,1203.17,3215.63,10363.18,2038.71
2020-07-28,2256.989990234375,807.8499755859375,22.920000076293945,430171000000,24.74,0.62,1195.94,3239.41,10536.27,2104.62
2020-07-29,2263.159912109375,808.5900268554688,23.32999992370605,-200424000000,25.44,0.59,1198.15,3218.44,10402.09,2060.4
2020-07-30,2267.010009765625,814.1900024414062,22.90999984741211,-146278000000,24.1,0.58,1192.98,3258.44,10542.94,2106.3
2020-07-31,2249.3701171875,815.2999877929688,23.56999969482422,-316209000000,24.76,0.55,1196.3,3246.22,10587.81,2147.55
2020-08-03,2251.0400390625,827.5700073242188,23.520000457763672,-360418000000,24.46,0.55,1192.68,3271.12,10745.27,2136.41
2020-08-04,2279.969970703125,835.3499755859375,22.420000076293945,-274124000000,24.28,0.56,1194.31,3294.61,10902.8,2177.27
2020-08-05,2311.860107421875,847.280029296875,21.57999992370605,-194776000000,23.76,0.52,1194.53,3306.51,10941.17,2209.81
2020-08-06,2342.610107421875,854.1199951171875,22.059999465942383,-72792000000,22.99,0.55,1188.93,3327.77,10998.4,2207.56
2020-08-07,2351.669921875,857.6300048828125,22.06999969482422,-369304000000,22.65,0.55,1185.29,3349.16,11108.07,2204.94
2020-08-10,2386.3798828125,862.760009765625,22.940000534057617,-195902000000,22.21,0.57,1189.25,3351.28,11010.98,2178.86
2020-08-11,2418.669921875,860.22998046875,22.979999542236328,-129461000000,22.13,0.59,1186.28,3360.47,10968.36,2179.6
2020-08-12,2432.35009765625,845.5999755859375,22.86000061035156,-145401000000,24.03,0.64,1184.84,3333.69,10782.82,2154.79
2020-08-13,2437.530029296875,854.77001953125,22.1200008392334,8301000000,22.28,0.69,1184.09,3380.35,11012.24,2227.22
2020-08-14,2407.489990234375,835.030029296875,22.57999992370605,-273155000000,22.13,0.71,1183.25,3373.43,11042.5,2202.41
2020-08-18,2348.239990234375,800.219970703125,25.209999084472656,173915000000,21.35,0.69,1184.17,3381.99,11129.73,2227.61
2020-08-19,2360.5400390625,818.739990234375,24.3799991607666,-208341000000,21.51,0.67,1184.74,3389.78,11210.84,2214.66
2020-08-20,2274.219970703125,791.1400146484375,28.18000030517578,-189071000000,22.54,0.68,1181.06,3374.85,11146.46,2200.77
2020-08-21,2304.590087890625,796.010009765625,26.88999938964844,156433000000,22.72,0.65,1187.66,3385.51,11264.95,2181.04
2020-08-24,2329.830078125,815.739990234375,26.440000534057617,34849000000,22.54,0.64,1191.84,3397.16,11311.8,2198.33
2020-08-25,2366.72998046875,836.3099975585938,24.6299991607666,5105000000,22.37,0.65,1189.11,3431.28,11379.72,2219.37
2020-08-26,2369.320068359375,841.3499755859375,25.440000534057617,60821000000,22.03,0.69,1188.18,3443.62,11466.47,2243.06
2020-08-27,2344.449951171875,836.4000244140625,27.21999931335449,-166151000000,23.27,0.69,1185.6,3478.73,11665.06,2250.23
2020-08-28,2353.800048828125,841.2999877929688,26.399999618530277,-208666000000,24.47,0.74,1185.22,3484.55,11625.34,2220.15
2020-08-31,2326.169921875,848.239990234375,27.770000457763672,-1539464000000,22.96,0.74,1181.62,3508.01,11695.63,2264.14
2020-09-01,2349.550048828125,853.3699951171875,27.59000015258789,-289365000000,26.41,0.72,1187.48,3500.31,11775.46,2260.43
2020-09-02,2364.3701171875,866.739990234375,26.26000022888184,-179092000000,26.12,0.68,1182.94,3526.65,11939.67,2304.68
2020-09-03,2395.89990234375,874.1300048828125,25.299999237060547,-91052000000,26.57,0.66,1189.98,3580.84,12056.44,2370.18
2020-09-04,2368.25,866.0399780273438,27.82999992370605,-505223000000,33.6,0.63,1188.04,3455.06,11458.1,2234.23
2020-09-07,2384.219970703125,878.8800048828125,25.850000381469727,-313283000000,30.75,0.72,1190.6,3426.96,11313.13,2212.73
2020-09-08,2401.909912109375,878.2899780273438,23.8700008392334,-447157000000,30.75,0.72,1190.6,3426.96,11313.13,2212.73
2020-09-09,2375.81005859375,869.469970703125,24.729999542236328,-444007000000,31.46,0.69,1188.69,3331.84,10847.69,2108.61
2020-09-10,2396.47998046875,884.2999877929688,22.13999938964844,-468894000000,28.81,0.71,1185.12,3398.96,11141.56,2169.61
2020-09-11,2396.68994140625,888.4400024414062,21.68000030517578,-476656000000,29.71,0.68,1184.41,3339.19,10919.59,2137.78
2020-09-14,2427.909912109375,894.1699829101562,21.280000686645508,-187205000000,26.87,0.67,1186.55,3340.97,10853.55,2136.37
2020-09-15,2443.580078125,899.4600219726562,20.96999931335449,-226257000000,25.85,0.68,1181.27,3383.54,11056.65,2181.75
2020-09-16,2435.919921875,896.280029296875,21.049999237060547,-202554000000,25.59,0.68,1179.99,3401.2,11190.32,2219.19
2020-09-17,2406.169921875,885.1799926757812,22.309999465942383,-435290000000,26.04,0.69,1176.0,3385.49,11050.47,2195.54
2020-09-18,2412.39990234375,888.8800048828125,21.59000015258789,-96208000000,26.46,0.69,1174.25,3357.01,10910.28,2194.15
2020-09-21,2389.389892578125,866.989990234375,23.309999465942383,-100202000000,25.83,0.7,1163.2,3319.47,10793.28,2160.97
2020-09-22,2332.590087890625,842.719970703125,25.200000762939453,-536543000000,27.78,0.68,1166.75,3281.06,10778.8,2154.28
2020-09-23,2333.239990234375,843.4500122070312,24.63999938964844,-278521000000,26.86,0.68,1164.83,3315.57,10963.64,2180.26
2020-09-24,2272.699951171875,806.9500122070312,27.209999084472656,-431020000000,28.58,0.68,1164.56,3236.92,10632.99,2126.69
2020-09-25,2278.7900390625,808.280029296875,26.1299991607666,-160061000000,28.51,0.67,1170.49,3246.59,10672.27,2147.42
2020-09-28,2308.080078125,835.9099731445312,25.01000022888184,-211979000000,26.38,0.66,1172.71,3298.46,10913.56,2177.84
2020-09-29,2327.889892578125,848.1500244140625,24.149999618530277,-35463000000,26.19,0.67,1168.08,3351.6,11117.53,2237.64
2020-10-05,2358.0,858.3900146484375,23.8700008392334,105474000000,27.63,0.7,1166.08,3348.42,11075.02,2221.12
2020-10-06,2365.89990234375,862.5800170898438,22.290000915527344,-105812000000,27.96,0.78,1157.77,3408.6,11332.49,2295.56
2020-10-07,2386.93994140625,869.6599731445312,21.549999237060547,-53479000000,29.48,0.76,1162.0,3360.97,11154.6,2281.09
2020-10-08,2391.9599609375,871.6199951171875,21.0,173685000000,28.06,0.81,1158.41,3419.44,11364.6,2328.84
2020-10-12,2403.72998046875,873.5,20.36000061035156,-99496000000,25.0,0.79,1143.46,3477.14,11579.94,2398.04
2020-10-13,2403.14990234375,871.9199829101562,20.34000015258789,-34129000000,25.07,0.79,1143.46,3534.22,11876.26,2433.48
2020-10-14,2380.47998046875,861.47998046875,20.96999931335449,-114007000000,26.07,0.74,1147.4,3511.93,11863.9,2430.13
2020-10-15,2361.2099609375,844.4400024414062,21.46999931335449,-16210000000,26.4,0.73,1146.58,3488.67,11768.73,2417.2
2020-10-16,2341.530029296875,833.8400268554688,22.030000686645508,-237031000000,26.97,0.74,1143.03,3483.34,11713.87,2411.13
2020-10-19,2346.739990234375,822.25,22.51000022888184,-109929000000,27.41,0.76,1146.82,3483.81,11671.56,2399.76
2020-10-20,2358.409912109375,824.6500244140625,22.18000030517578,47003000000,29.18,0.78,1141.76,3426.92,11478.88,2385.85
2020-10-21,2370.860107421875,830.6699829101562,21.8799991607666,-187116000000,29.35,0.81,1138.65,3443.12,11516.49,2385.82
2020-10-22,2355.050048828125,812.7000122070312,22.540000915527344,-85975000000,28.65,0.83,1132.11,3435.56,11484.69,2367.26
2020-10-23,2360.81005859375,807.97998046875,21.899999618530277,-29572000000,28.11,0.87,1135.26,3453.49,11506.01,2370.45
2020-10-26,2343.909912109375,778.02001953125,22.940000534057617,-140648000000,27.55,0.85,1129.77,3465.39,11548.28,2360.23
2020-10-27,2330.840087890625,783.72998046875,23.57999992370605,-34950000000,32.46,0.81,1127.77,3400.97,11358.94,2308.45
2020-10-28,2345.260009765625,806.2000122070312,23.290000915527344,-139766000000,33.35,0.79,1127.9,3390.68,11431.35,2300.91
2020-10-29,2326.669921875,813.9299926757812,25.899999618530277,-476789000000,40.28,0.79,1133.76,3271.03,11004.87,2222.98
2020-10-30,2267.14990234375,792.6500244140625,31.96999931335449,-1126834000000,37.59,0.85,1131.12,3310.11,11185.59,2283.65
2020-11-02,2300.159912109375,802.9500122070312,28.649999618530277,30202000000,38.02,0.88,1133.99,3269.96,10911.59,2246.15
2020-11-03,2343.31005859375,818.4600219726562,26.540000915527344,254380000000,37.13,0.87,1134.62,3310.24,10957.61,2260.07
2020-11-04,2357.320068359375,826.969970703125,24.75,90537000000,35.55,0.9,1134.3,3369.16,11160.57,2302.73
2020-11-05,2413.7900390625,844.7999877929688,22.15999984741211,632711000000,29.57,0.78,1137.37,3443.44,11590.78,2384.22
2020-11-06,2416.5,836.780029296875,21.739999771118164,269552000000,27.58,0.79,1122.96,3510.45,11890.93,2489.16
2020-11-09,2447.199951171875,851.2100219726562,21.57999992370605,16089000000,24.86,0.83,1121.0,3509.44,11895.23,2529.27
2020-11-10,2452.830078125,840.7899780273438,21.020000457763672,142854000000,25.75,0.96,1113.14,3550.5,11713.78,2497.59
2020-11-11,2485.8701171875,839.9000244140625,20.68000030517578,441029000000,24.8,0.98,1117.63,3545.53,11553.86,2422.33
2020-11-12,2475.6201171875,840.0800170898438,19.850000381469727,153033000000,23.45,0.98,1117.63,3572.66,11786.43,2511.24
2020-11-13,2493.8701171875,839.1400146484375,19.770000457763672,187466000000,25.35,0.88,1112.95,3537.01,11709.59,2478.43
2020-11-16,2543.030029296875,847.3300170898438,20.5,-111849000000,23.1,0.89,1109.47,3585.15,11829.29,2508.82
2020-11-17,2539.14990234375,839.469970703125,19.71999931335449,112363000000,22.45,0.91,1106.88,3626.91,11924.13,2570.98
2020-11-18,2545.639892578125,851.739990234375,19.6299991607666,-199562000000,22.71,0.87,1105.33,3609.53,11899.34,2548.96
2020-11-19,2547.419921875,859.9400024414062,19.40999984741211,-185017000000,23.84,0.88,1105.72,3567.79,11801.6,2530.59
2020-11-20,2553.5,870.1799926757812,19.209999084472656,-144497000000,23.11,0.86,1114.93,3581.87,11904.71,2570.22
2020-11-23,2602.590087890625,873.2899780273438,19.790000915527344,346984000000,23.7,0.83,1114.48,3557.54,11854.97,2555.5
2020-11-24,2617.760009765625,872.0999755859375,19.809999465942383,20477000000,22.66,0.86,1115.42,3577.59,11880.63,2595.25
2020-11-25,2601.5400390625,865.1199951171875,20.81999969482422,-111649000000,21.64,0.88,1110.93,3635.41,12036.79,2609.01
2020-11-26,2625.909912109375,874.530029296875,20.0,-246854000000,21.25,0.88,1106.84,3629.65,12094.4,2600.24
2020-11-27,2633.449951171875,885.5599975585938,19.65999984741211,-120371000000,21.25,0.88,1106.84,3629.65,12094.4,2600.24
2020-11-30,2591.340087890625,886.1099853515625,20.770000457763672,-2436971000000,20.84,0.84,1106.84,3638.35,12205.85,2631.56
2020-12-01,2634.25,891.2899780273438,20.209999084472656,-173058000000,20.57,0.84,1105.79,3621.63,12198.74,2663.49
2020-12-02,2675.89990234375,899.3400268554688,20.18000030517578,140458000000,20.77,0.92,1107.33,3662.45,12355.11,2709.73
2020-12-03,2696.219970703125,907.6099853515624,20.020000457763672,-319331000000,21.17,0.95,1100.15,3669.01,12349.37,2716.35
2020-12-04,2731.449951171875,913.760009765625,21.01000022888184,139985000000,21.28,0.92,1096.28,3666.72,12377.18,2716.15
2020-12-07,2745.43994140625,926.8800048828124,21.299999237060547,-216609000000,20.79,0.97,1081.85,3699.12,12464.23,2793.03
2020-12-08,2700.929931640625,906.8400268554688,20.700000762939453,-569665000000,21.3,0.94,1082.22,3691.96,12519.95,2806.61
2020-12-09,2755.469970703125,913.8099975585938,20.149999618530277,-39582000000,20.68,0.92,1085.4,3702.25,12582.77,2816.27
2020-12-10,2746.4599609375,921.7000122070312,20.030000686645508,31323000000,22.27,0.95,1083.78,3672.82,12338.95,2734.77
2020-12-11,2770.06005859375,928.4400024414062,19.850000381469727,-96390000000,22.52,0.92,1086.83,3668.1,12405.81,2733.67
2020-12-14,2762.199951171875,929.5399780273438,21.25,-359821000000,23.31,0.9,1091.23,3663.46,12377.87,2704.08
2020-12-15,2756.820068359375,931.27001953125,21.270000457763672,-380767000000,24.72,0.9,1093.19,3647.49,12440.04,2736.25
2020-12-16,2771.7900390625,939.6500244140624,20.399999618530277,-204650000000,22.89,0.92,1092.22,3694.62,12595.06,2774.79
2020-12-17,2770.429931640625,944.0399780273438,19.850000381469727,-421014000000,22.5,0.92,1093.71,3701.17,12658.19,2773.42
2020-12-18,2772.179931640625,947.239990234375,19.56999969482422,-231828000000,21.93,0.94,1092.96,3722.48,12764.75,2778.14
2020-12-21,2778.64990234375,953.5800170898438,20.540000915527344,46073000000,21.57,0.95,1099.37,3709.41,12755.64,2764.74
2020-12-22,2733.679931640625,928.72998046875,22.850000381469727,-258424000000,25.16,0.95,1107.03,3694.92,12742.52,2747.29
