ticker,trade_date,eps,bps,per,pbr
214370,2020-01-02,2950,22422,25.93,3.41
214370,2020-01-03,2950,22422,25.93,3.41
214370,2020-01-06,2950,22422,25.93,3.41
214370,2020-01-07,2950,22422,25.93,3.41
214370,2020-01-08,2950,22422,25.93,3.41
214370,2020-01-09,2950,22422,25.93,3.41
214370,2020-01-10,2950,22422,25.93,3.41
214370,2020-01-13,2950,22422,25.93,3.41
214370,2020-01-14,2950,22422,25.93,3.41
214370,2020-01-15,2950,22422,25.93,3.41
214370,2020-01-16,2950,22422,25.93,3.41
214370,2020-01-17,2950,22422,25.93,3.41
214370,2020-01-20,2950,22422,25.93,3.41
214370,2020-01-21,2950,22422,25.93,3.41
214370,2020-01-22,2950,22422,25.93,3.41
214370,2020-01-23,2950,22422,25.93,3.41
214370,2020-01-28,2950,22422,25.93,3.41
214370,2020-01-29,2950,22422,25.93,3.41
214370,2020-01-30,2950,22422,25.93,3.41
214370,2020-01-31,2950,22422,25.93,3.41
214370,2020-02-03,2950,22422,25.93,3.41
214370,2020-02-04,2950,22422,25.93,3.41
214370,2020-02-05,2950,22422,25.93,3.41
214370,2020-02-06,2950,22422,25.93,3.41
214370,2020-02-07,2950,22422,25.93,3.41
214370,2020-02-10,2950,22422,25.93,3.41
214370,2020-02-11,2950,22422,25.93,3.41
214370,2020-02-12,2950,22422,25.93,3.41
214370,2020-02-13,2950,22422,25.93,3.41
214370,2020-02-14,2950,22422,25.93,3.41
214370,2020-02-17,2950,22422,25.93,3.41
214370,2020-02-18,2950,22422,25.93,3.41
214370,2020-02-19,2950,22422,25.93,3.41
214370,2020-02-20,2950,22422,25.93,3.41
214370,2020-02-21,2950,22422,25.93,3.41
214370,2020-02-24,2950,22422,25.93,3.41
214370,2020-02-25,2950,22422,25.93,3.41
214370,2020-02-26,2950,22422,25.93,3.41
214370,2020-02-27,2950,22422,25.93,3.41
214370,2020-02-28,2950,22422,25.93,3.41
214370,2020-03-02,2950,22422,25.93,3.41
214370,2020-03-03,2950,22422,25.93,3.41
214370,2020-03-04,2950,22422,25.93,3.41
214370,2020-03-05,2950,22422,25.93,3.41
214370,2020-03-06,2950,22422,25.93,3.41
214370,2020-03-09,2950,22422,25.93,3.41
214370,2020-03-10,2950,22422,25.93,3.41
214370,2020-03-11,2950,22422,25.93,3.41
214370,2020-03-12,2950,22422,25.93,3.41
214370,2020-03-13,2950,22422,25.93,3.41
214370,2020-03-16,2950,22422,25.93,3.41
214370,2020-03-17,2950,22422,25.93,3.41
214370,2020-03-18,2950,22422,25.93,3.41
214370,2020-03-19,2950,22422,25.93,3.41
214370,2020-03-20,2950,22422,25.93,3.41
214370,2020-03-23,2950,22422,25.93,3.41
214370,2020-03-24,2950,22422,25.93,3.41
214370,2020-03-25,2950,22422,25.93,3.41
214370,2020-03-26,2950,22422,25.93,3.41
214370,2020-03-27,2950,22422,25.93,3.41
214370,2020-03-30,2950,22422,25.93,3.41
214370,2020-03-31,2950,22422,25.93,3.41
214370,2020-04-01,2950,22422,25.93,3.41
214370,2020-04-02,2950,22422,25.93,3.41
214370,2020-04-03,2950,22422,25.93,3.41
214370,2020-04-06,2950,22422,25.93,3.41
214370,2020-04-07,2950,22422,25.93,3.41
214370,2020-04-08,2950,22422,25.93,3.41
214370,2020-04-09,2950,22422,25.93,3.41
214370,2020-04-10,2950,22422,25.93,3.41
214370,2020-04-13,2950,22422,25.93,3.41
214370,2020-04-14,2950,22422,25.93,3.41
214370,2020-04-16,2950,22422,25.93,3.41
214370,2020-04-17,2950,22422,25.93,3.41
214370,2020-04-20,2950,22422,25.93,3.41
214370,2020-04-21,2950,22422,25.93,3.41
214370,2020-04-22,2950,22422,25.93,3.41
214370,2020-04-23,2950,22422,25.93,3.41
214370,2020-04-24,2950,22422,25.93,3.41
214370,2020-04-27,2950,22422,19.08,2.51
214370,2020-04-28,2950,22422,19.59,2.58
214370,2020-04-29,2950,22422,19.66,2.59
214370,2020-05-04,2814,20200,20.43,2.85
214370,2020-05-06,2814,20200,20.04,2.79
214370,2020-05-07,2814,20200,19.19,2.67
214370,2020-05-08,2814,20200,20.18,2.81
214370,2020-05-11,2814,20200,20.43,2.85
214370,2020-05-12,2814,20200,19.9,2.77
214370,2020-05-13,2814,20200,19.65,2.74
214370,2020-05-14,2814,20200,19.86,2.77
214370,2020-05-15,2814,20200,19.97,2.78
214370,2020-05-18,2814,20200,19.62,2.73
214370,2020-05-19,2814,20200,19.83,2.76
214370,2020-05-20,2814,20200,19.83,2.76
214370,2020-05-21,2814,20200,20.47,2.85
214370,2020-05-22,2814,20200,20.5,2.86
214370,2020-05-25,2814,20200,20.36,2.84
214370,2020-05-26,2814,20200,20.43,2.85
214370,2020-05-27,2814,20200,20.79,2.9
214370,2020-05-28,2814,20200,24.48,3.41
214370,2020-05-29,2814,20200,25.44,3.54
214370,2020-06-01,2814,20200,26.01,3.62
214370,2020-06-02,2814,20200,27.11,3.78
214370,2020-06-03,2814,20200,25.59,3.56
214370,2020-06-04,2814,20200,27.83,3.88
214370,2020-06-05,2814,20200,28.82,4.01
214370,2020-06-08,2814,20200,28.82,4.01
214370,2020-06-09,2814,20200,29.46,4.1
214370,2020-06-10,2814,20200,29.32,4.08
214370,2020-06-11,2814,20200,29.46,4.1
214370,2020-06-12,2814,20200,28.82,4.01
214370,2020-06-15,2814,20200,25.87,3.6
214370,2020-06-16,2814,20200,28.04,3.91
214370,2020-06-17,2814,20200,27.75,3.87
214370,2020-06-18,2814,20200,26.97,3.76
214370,2020-06-19,2814,20200,26.4,3.68
214370,2020-06-22,2814,20200,26.01,3.62
214370,2020-06-23,2814,20200,25.76,3.59
214370,2020-06-24,2814,20200,25.76,3.59
214370,2020-06-25,2814,20200,25.12,3.5
214370,2020-06-26,2814,20200,25.44,3.54
214370,2020-06-29,2814,20200,24.52,3.42
214370,2020-06-30,2814,20200,24.59,3.43
214370,2020-07-01,2814,20200,23.88,3.33
214370,2020-07-02,2814,20200,24.45,3.41
214370,2020-07-03,2814,20200,24.02,3.35
214370,2020-07-06,2814,20200,23.88,3.33
214370,2020-07-07,2814,20200,23.92,3.33
214370,2020-07-08,2814,20200,23.13,3.22
214370,2020-07-09,2814,20200,22.78,3.17
214370,2020-07-10,2814,20200,21.96,3.06
214370,2020-07-13,2814,20200,21.78,3.03
214370,2020-07-14,2814,20200,21.68,3.02
214370,2020-07-15,2814,20200,21.54,3.0
214370,2020-07-16,2814,20200,21.04,2.93
214370,2020-07-17,2814,20200,24.84,3.46
214370,2020-07-20,2814,20200,23.45,3.27
214370,2020-07-21,2814,20200,23.38,3.26
214370,2020-07-22,2814,20200,24.88,3.47
214370,2020-07-23,2814,20200,24.88,3.47
214370,2020-07-24,2814,20200,24.31,3.39
214370,2020-07-27,2814,20200,24.06,3.35
214370,2020-07-28,2814,20200,24.63,3.43
214370,2020-07-29,2814,20200,25.16,3.5
214370,2020-07-30,2814,20200,25.05,3.49
214370,2020-07-31,2814,20200,24.52,3.42
214370,2020-08-03,2814,20200,24.13,3.36
214370,2020-08-04,2814,20200,24.16,3.37
214370,2020-08-05,2814,20200,24.02,3.35
214370,2020-08-06,2814,20200,23.63,3.29
214370,2020-08-07,2814,20200,23.45,3.27
214370,2020-08-10,2814,20200,23.21,3.23
214370,2020-08-11,2814,20200,23.28,3.24
214370,2020-08-12,2814,20200,22.89,3.19
214370,2020-08-13,2814,20200,23.03,3.21
214370,2020-08-14,2814,20200,23.21,3.23
214370,2020-08-18,2814,20200,21.86,3.04
214370,2020-08-19,2814,20200,22.46,3.13
214370,2020-08-20,2814,20200,21.54,3.0
214370,2020-08-21,2814,20200,21.93,3.05
214370,2020-08-24,2814,20200,22.32,3.11
214370,2020-08-25,2814,20200,22.53,3.14
214370,2020-08-26,2814,20200,22.14,3.08
214370,2020-08-27,2814,20200,21.71,3.02
214370,2020-08-28,2814,20200,22.6,3.15
214370,2020-08-31,2814,20200,22.74,3.17
214370,2020-09-01,2814,20200,22.35,3.11
214370,2020-09-02,2814,20200,22.39,3.12
214370,2020-09-03,2814,20200,22.71,3.16
214370,2020-09-04,2814,20200,22.21,3.09
214370,2020-09-07,2814,20200,22.21,3.09
214370,2020-09-08,2814,20200,22.32,3.11
214370,2020-09-09,2814,20200,22.14,3.08
214370,2020-09-10,2814,20200,22.78,3.17
214370,2020-09-11,2814,20200,22.53,3.14
214370,2020-09-14,2814,20200,22.92,3.19
214370,2020-09-15,2814,20200,22.85,3.18
214370,2020-09-16,2814,20200,22.57,3.14
214370,2020-09-17,2814,20200,22.14,3.08
214370,2020-09-18,2814,20200,21.96,3.06
214370,2020-09-21,2814,20200,21.89,3.05
214370,2020-09-22,2814,20200,21.71,3.02
214370,2020-09-23,2814,20200,22.1,3.08
214370,2020-09-24,2814,20200,21.75,3.03
214370,2020-09-25,2814,20200,21.78,3.03
214370,2020-09-28,2814,20200,22.35,3.11
214370,2020-09-29,2814,20200,22.17,3.09
214370,2020-10-05,2814,20200,22.14,3.08
214370,2020-10-06,2814,20200,22.21,3.09
214370,2020-10-07,2814,20200,22.1,3.08
214370,2020-10-08,2814,20200,21.93,3.05
214370,2020-10-12,2814,20200,22.0,3.06
214370,2020-10-13,2814,20200,21.86,3.04
214370,2020-10-14,2814,20200,21.54,3.0
214370,2020-10-15,2814,20200,21.46,2.99
214370,2020-10-16,2814,20200,21.32,2.97
214370,2020-10-19,2814,20200,21.57,3.0
214370,2020-10-20,2814,20200,21.71,3.02
214370,2020-10-21,2814,20200,21.78,3.03
214370,2020-10-22,2814,20200,21.32,2.97
214370,2020-10-23,2814,20200,21.29,2.97
214370,2020-10-26,2814,20200,21.0,2.93
214370,2020-10-27,2814,20200,21.32,2.97
214370,2020-10-28,2814,20200,21.5,3.0
214370,2020-10-29,2814,20200,21.64,3.01
214370,2020-10-30,2814,20200,21.25,2.96
214370,2020-11-02,2814,20200,21.43,2.99
214370,2020-11-03,2814,20200,21.57,3.0
214370,2020-11-04,2814,20200,21.75,3.03
214370,2020-11-05,2814,20200,22.25,3.1
214370,2020-11-06,2814,20200,21.68,3.02
214370,2020-11-09,2814,20200,22.03,3.07
214370,2020-11-10,2814,20200,21.96,3.06
214370,2020-11-11,2814,20200,22.35,3.11
214370,2020-11-12,2814,20200,22.35,3.11
214370,2020-11-13,2814,20200,22.49,3.13
214370,2020-11-16,2814,20200,22.92,3.19
214370,2020-11-17,2814,20200,22.39,3.12
214370,2020-11-18,2814,20200,22.6,3.15
214370,2020-11-19,2814,20200,22.81,3.18
214370,2020-11-20,2814,20200,23.6,3.29
214370,2020-11-23,2814,20200,23.63,3.29
214370,2020-11-24,2814,20200,24.02,3.35
214370,2020-11-25,2814,20200,23.95,3.34
214370,2020-11-26,2814,20200,24.02,3.35
214370,2020-11-27,2814,20200,24.02,3.35
214370,2020-11-30,2814,20200,23.31,3.25
214370,2020-12-01,2814,20200,23.03,3.21
214370,2020-12-02,2814,20200,23.38,3.26
214370,2020-12-03,2814,20200,23.85,3.32
214370,2020-12-04,2814,20200,24.34,3.39
214370,2020-12-07,2814,20200,24.27,3.38
214370,2020-12-08,2814,20200,23.92,3.33
214370,2020-12-09,2814,20200,25.37,3.53
214370,2020-12-10,2814,20200,25.12,3.5
214370,2020-12-11,2814,20200,25.94,3.61
214370,2020-12-14,2814,20200,25.76,3.59
214370,2020-12-15,2814,20200,25.48,3.55
214370,2020-12-16,2814,20200,25.09,3.5
214370,2020-12-17,2814,20200,25.27,3.52
214370,2020-12-18,2814,20200,26.05,3.63
214370,2020-12-21,2814,20200,25.94,3.61
214370,2020-12-22,2814,20200,24.88,3.47
214370,2020-12-23,2814,20200,24.8,3.46
214370,2020-12-24,2814,20200,25.41,3.54
214370,2020-12-28,2814,20200,25.62,3.57
214370,2020-12-29,2814,20200,25.48,3.55
214370,2020-12-30,2814,20200,25.48,3.55
214370,2021-01-04,2814,20200,25.98,3.62
214370,2021-01-05,2814,20200,27.11,3.78
214370,2021-01-06,2814,20200,26.76,3.73
214370,2021-01-07,2814,20200,27.4,3.82
214370,2021-01-08,2814,20200,27.11,3.78
214370,2021-01-11,2814,20200,28.57,3.98
214370,2021-01-12,2814,20200,28.11,3.92
214370,2021-01-13,2814,20200,27.47,3.83
214370,2021-01-14,2814,20200,27.26,3.8
214370,2021-01-15,2814,20200,26.51,3.69
214370,2021-01-18,2814,20200,27.08,3.77
214370,2021-01-19,2814,20200,27.58,3.84
214370,2021-01-20,2814,20200,28.04,3.91
214370,2021-01-21,2814,20200,27.19,3.79
214370,2021-01-22,2814,20200,26.97,3.76
214370,2021-01-25,2814,20200,27.15,3.78
214370,2021-01-26,2814,20200,26.58,3.7
214370,2021-01-27,2814,20200,25.87,3.6
214370,2021-01-28,2814,20200,25.09,3.5
214370,2021-01-29,2814,20200,24.88,3.47
214370,2021-02-01,2814,20200,24.95,3.48
