ticker,trade_date,eps,bps,per,pbr
145020,2020-01-02,17481,166977,22.21,2.32
145020,2020-01-03,17481,166977,22.14,2.32
145020,2020-01-06,17481,166977,21.74,2.28
145020,2020-01-07,17481,166977,22.37,2.34
145020,2020-01-08,17481,166977,21.76,2.28
145020,2020-01-09,17481,166977,22.42,2.35
145020,2020-01-10,17481,166977,22.82,2.39
145020,2020-01-13,17481,166977,23.97,2.51
145020,2020-01-14,17481,166977,24.25,2.54
145020,2020-01-15,17481,166977,23.98,2.51
145020,2020-01-16,17481,166977,24.59,2.57
145020,2020-01-17,17481,166977,24.35,2.55
145020,2020-01-20,17481,166977,24.21,2.54
145020,2020-01-21,17481,166977,23.74,2.49
145020,2020-01-22,17481,166977,26.03,2.72
145020,2020-01-23,17481,166977,25.8,2.7
145020,2020-01-28,17481,166977,24.5,2.56
145020,2020-01-29,17481,166977,25.08,2.63
145020,2020-01-30,17481,166977,24.78,2.59
145020,2020-01-31,17481,166977,25.02,2.62
145020,2020-02-03,17481,166977,24.77,2.59
145020,2020-02-04,17481,166977,25.02,2.62
145020,2020-02-05,17481,166977,24.43,2.56
145020,2020-02-06,17481,166977,24.99,2.62
145020,2020-02-07,17481,166977,24.48,2.56
145020,2020-02-10,17481,166977,24.82,2.6
145020,2020-02-11,17481,166977,24.42,2.56
145020,2020-02-12,17481,166977,24.16,2.53
145020,2020-02-13,17481,166977,23.79,2.49
145020,2020-02-14,17481,166977,23.54,2.46
145020,2020-02-17,17481,166977,23.01,2.41
145020,2020-02-18,17481,166977,22.65,2.37
145020,2020-02-19,17481,166977,23.45,2.46
145020,2020-02-20,17481,166977,22.88,2.4
145020,2020-02-21,17481,166977,22.88,2.4
145020,2020-02-24,17481,166977,22.19,2.32
145020,2020-02-25,17481,166977,22.51,2.36
145020,2020-02-26,17481,166977,21.78,2.28
145020,2020-02-27,17481,166977,21.37,2.24
145020,2020-02-28,17481,166977,21.45,2.25
145020,2020-03-02,17481,166977,22.98,2.41
145020,2020-03-03,17481,166977,22.13,2.32
145020,2020-03-04,17481,166977,21.74,2.28
145020,2020-03-05,17481,166977,21.81,2.28
145020,2020-03-06,17481,166977,21.88,2.29
145020,2020-03-09,17481,166977,20.83,2.18
145020,2020-03-10,17481,166977,20.77,2.17
145020,2020-03-11,17481,166977,19.85,2.08
145020,2020-03-12,17481,166977,18.69,1.96
145020,2020-03-13,17481,166977,19.17,2.01
145020,2020-03-16,17481,166977,18.08,1.89
145020,2020-03-17,17481,166977,20.3,2.12
145020,2020-03-18,17481,166977,19.79,2.07
145020,2020-03-19,17481,166977,17.05,1.78
145020,2020-03-20,17481,166977,19.74,2.07
145020,2020-03-23,17481,166977,17.52,1.83
145020,2020-03-24,17481,166977,18.72,1.96
145020,2020-03-25,17481,166977,19.31,2.02
145020,2020-03-26,17481,166977,18.71,1.96
145020,2020-03-27,17481,166977,18.22,1.91
145020,2020-03-30,17481,166977,18.22,1.91
145020,2020-03-31,17481,166977,19.28,2.02
145020,2020-04-01,17481,166977,18.85,1.97
145020,2020-04-02,17481,166977,18.79,1.97
145020,2020-04-03,17481,166977,18.75,1.96
145020,2020-04-06,17481,166977,18.95,1.98
145020,2020-04-07,17481,166977,19.08,2.0
145020,2020-04-08,17481,166977,18.96,1.99
145020,2020-04-09,17481,166977,18.85,1.97
145020,2020-04-10,17481,166977,19.28,2.02
145020,2020-04-13,17481,166977,18.48,1.93
145020,2020-04-14,17481,166977,18.99,1.99
