ticker,event_date,event_type,description
300720,2020-02-20,배당락_배당결정,현금ㆍ현물배당결정
300720,2020-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
300720,2020-05-14,합병,주요사항보고서(회사합병결정)
300720,2020-06-05,합병,[기재정정]주요사항보고서(회사합병결정)
300720,2020-08-03,합병,합병등종료보고서(합병)
300720,2021-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
300720,2021-02-24,배당락_배당결정,현금ㆍ현물배당결정
300720,2021-07-09,액면분할,주식분할결정
300720,2022-02-25,배당락_배당결정,현금ㆍ현물배당결정
300720,2022-02-25,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
300720,2023-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
300720,2023-02-24,배당락_배당결정,현금ㆍ현물배당결정
300720,2023-04-07,실적발표,증권발행실적보고서
300720,2024-02-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
300720,2024-02-22,배당락_배당결정,현금ㆍ현물배당결정              
300720,2025-02-24,배당락_배당결정,현금ㆍ현물배당결정              
300720,2025-07-17,합병,주요사항보고서(회사합병결정)
300720,2025-07-17,합병,회사합병결정(종속회사의주요경영사항)              
300720,2025-07-17,합병,증권신고서(합병)
300720,2025-07-18,합병,[첨부정정]주요사항보고서(회사합병결정)
300720,2025-07-28,합병,[기재정정]증권신고서(합병)
300720,2025-08-13,합병,[기재정정]증권신고서(합병)
300720,2025-08-13,합병,[첨부정정]증권신고서(합병)
300720,2025-11-03,실적발표,증권발행실적보고서(합병등)
