ticker,event_date,event_type,description
023530,2020-02-06,실적발표,결산실적공시예고(안내공시)
023530,2020-02-13,배당락_배당결정,현금ㆍ현물배당결정
023530,2020-02-13,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2020-02-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
023530,2020-04-28,실적발표,증권발행실적보고서
023530,2020-05-07,실적발표,결산실적공시예고(안내공시)
023530,2020-05-14,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2020-07-14,실적발표,증권발행실적보고서
023530,2020-07-30,실적발표,결산실적공시예고(안내공시)
023530,2020-08-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2020-09-23,실적발표,증권발행실적보고서
023530,2020-10-30,실적발표,결산실적공시예고(안내공시)
023530,2020-11-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2021-02-01,실적발표,결산실적공시예고(안내공시)
023530,2021-02-08,배당락_배당결정,현금ㆍ현물배당결정
023530,2021-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
023530,2021-02-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2021-04-16,실적발표,증권발행실적보고서
023530,2021-05-03,실적발표,결산실적공시예고(안내공시)
023530,2021-05-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2021-07-30,실적발표,결산실적공시예고(안내공시)
023530,2021-08-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2021-10-28,실적발표,결산실적공시예고(안내공시)
023530,2021-11-04,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2021-11-11,합병,주요사항보고서(회사합병결정)
023530,2021-11-15,합병,[첨부정정]주요사항보고서(회사합병결정)
023530,2022-01-27,합병,[기재정정]주요사항보고서(회사합병결정)
023530,2022-01-28,실적발표,결산실적공시예고(안내공시)
023530,2022-02-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2022-02-08,배당락_배당결정,현금ㆍ현물배당결정
023530,2022-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
023530,2022-02-09,합병,합병등종료보고서(합병)
023530,2022-05-02,실적발표,결산실적공시예고(안내공시)
023530,2022-05-09,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2022-07-29,실적발표,결산실적공시예고(안내공시)
023530,2022-08-05,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2022-09-07,실적발표,증권발행실적보고서
023530,2022-10-28,실적발표,결산실적공시예고(안내공시)
023530,2022-11-04,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2023-02-01,실적발표,결산실적공시예고(안내공시)
023530,2023-02-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2023-02-08,배당락_배당결정,현금ㆍ현물배당결정
023530,2023-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
023530,2023-02-23,실적발표,증권발행실적보고서
023530,2023-05-04,실적발표,결산실적공시예고(안내공시)
023530,2023-05-11,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2023-07-11,실적발표,증권발행실적보고서
023530,2023-08-03,실적발표,결산실적공시예고(안내공시)
023530,2023-08-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2023-11-02,실적발표,결산실적공시예고(안내공시)
023530,2023-11-09,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
023530,2023-12-14,합병,주요사항보고서(회사합병결정)
023530,2023-12-19,합병,[첨부정정]주요사항보고서(회사합병결정)
023530,2024-01-18,실적발표,증권발행실적보고서
023530,2024-02-01,실적발표,결산실적공시예고(안내공시)
023530,2024-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
023530,2024-02-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2024-02-08,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)              
023530,2024-02-08,배당락_배당결정,현금ㆍ현물배당결정              
023530,2024-03-11,합병,합병등종료보고서(합병)
023530,2024-04-16,실적발표,증권발행실적보고서
023530,2024-05-02,실적발표,결산실적공시예고(안내공시)              
023530,2024-05-09,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2024-07-31,실적발표,결산실적공시예고(안내공시)              
023530,2024-08-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2024-09-30,실적발표,증권발행실적보고서
023530,2024-10-25,실적발표,결산실적공시예고(안내공시)              
023530,2024-11-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2024-12-12,배당락_배당결정,기타경영사항(자율공시)              (배당기준일 변경 안내)
023530,2024-12-12,합병,주요사항보고서(회사합병결정)
023530,2024-12-16,합병,[첨부정정]주요사항보고서(회사합병결정)
023530,2025-01-20,실적발표,결산실적공시예고(안내공시)              
023530,2025-02-06,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)              
023530,2025-02-06,배당락_배당결정,현금ㆍ현물배당결정              
023530,2025-02-06,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
023530,2025-02-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2025-02-06,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
023530,2025-02-20,합병,합병등종료보고서(합병)
023530,2025-04-11,실적발표,결산실적공시예고(안내공시)              
023530,2025-04-30,실적발표,증권발행실적보고서
023530,2025-05-09,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2025-06-05,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
023530,2025-06-05,배당락_배당결정,현금ㆍ현물배당결정              
023530,2025-07-10,실적발표,결산실적공시예고(안내공시)              
023530,2025-08-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2025-09-19,실적발표,증권발행실적보고서
023530,2025-10-13,실적발표,결산실적공시예고(안내공시)              
023530,2025-10-31,실적발표,증권발행실적보고서
023530,2025-11-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
023530,2025-12-16,배당락_배당결정,기타경영사항(자율공시)              (배당기준일 변경 안내)
