ticker,event_date,event_type,description
000100,2020-02-27,배당락_배당결정,현금ㆍ현물배당결정
000100,2020-02-27,액면분할,주식분할결정
000100,2020-02-27,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
000100,2020-04-29,실적발표,영업(잠정)실적(공정공시)
000100,2020-07-31,실적발표,영업(잠정)실적(공정공시)
000100,2020-10-29,실적발표,영업(잠정)실적(공정공시)
000100,2020-12-11,무상증자,주요사항보고서(무상증자결정)
000100,2021-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
000100,2021-02-24,배당락_배당결정,현금ㆍ현물배당결정
000100,2021-04-29,실적발표,영업(잠정)실적(공정공시)
000100,2021-07-29,실적발표,영업(잠정)실적(공정공시)
000100,2021-10-29,실적발표,영업(잠정)실적(공정공시)
000100,2021-12-06,무상증자,주요사항보고서(무상증자결정)
000100,2022-02-16,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
000100,2022-02-16,배당락_배당결정,현금ㆍ현물배당결정
000100,2022-04-29,실적발표,영업(잠정)실적(공정공시)
000100,2022-07-28,실적발표,영업(잠정)실적(공정공시)
000100,2022-11-03,실적발표,영업(잠정)실적(공정공시)
000100,2022-11-22,무상증자,주요사항보고서(무상증자결정)
000100,2023-02-23,배당락_배당결정,현금ㆍ현물배당결정
000100,2023-02-23,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
000100,2023-04-26,실적발표,영업(잠정)실적(공정공시)
000100,2023-07-28,실적발표,영업(잠정)실적(공정공시)
000100,2023-10-31,실적발표,영업(잠정)실적(공정공시)
000100,2023-11-24,무상증자,주요사항보고서(무상증자결정)
000100,2024-02-06,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
000100,2024-02-06,배당락_배당결정,현금ㆍ현물배당결정              
000100,2024-04-30,실적발표,영업(잠정)실적(공정공시)              
000100,2024-07-30,실적발표,영업(잠정)실적(공정공시)              
000100,2024-10-28,실적발표,영업(잠정)실적(공정공시)              
000100,2025-02-12,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
000100,2025-02-12,배당락_배당결정,현금ㆍ현물배당결정              
000100,2025-02-14,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경              
000100,2025-05-08,실적발표,영업(잠정)실적(공정공시)              
000100,2025-07-30,실적발표,영업(잠정)실적(공정공시)              
000100,2025-11-05,실적발표,영업(잠정)실적(공정공시)              
