ticker,event_date,event_type,description
329180,2021-03-05,실적발표,증권발행실적보고서
329180,2021-08-10,유상증자,주요사항보고서(유상증자결정)
329180,2021-09-06,유상증자,[기재정정]주요사항보고서(유상증자결정)
329180,2021-09-10,실적발표,증권발행실적보고서
329180,2021-09-17,실적발표,영업(잠정)실적(공정공시)
329180,2021-10-22,실적발표,영업(잠정)실적(공정공시)
329180,2021-10-28,실적발표,영업(잠정)실적(공정공시)
329180,2021-10-28,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2021-11-19,실적발표,영업(잠정)실적(공정공시)
329180,2021-12-20,실적발표,영업(잠정)실적(공정공시)
329180,2022-01-03,실적발표,영업실적등에대한전망(공정공시)
329180,2022-01-19,실적발표,영업(잠정)실적(공정공시)
329180,2022-02-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2022-02-07,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
329180,2022-02-07,실적발표,영업(잠정)실적(공정공시)
329180,2022-02-28,실적발표,영업(잠정)실적(공정공시)
329180,2022-03-31,실적발표,영업(잠정)실적(공정공시)
329180,2022-04-22,실적발표,영업(잠정)실적(공정공시)
329180,2022-04-28,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2022-04-28,실적발표,영업(잠정)실적(공정공시)
329180,2022-04-28,실적발표,영업(잠정)실적(공정공시)
329180,2022-05-19,실적발표,영업(잠정)실적(공정공시)
329180,2022-06-22,실적발표,영업(잠정)실적(공정공시)
329180,2022-07-18,실적발표,영업(잠정)실적(공정공시)
329180,2022-07-29,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2022-07-29,실적발표,영업(잠정)실적(공정공시)
329180,2022-08-26,실적발표,영업(잠정)실적(공정공시)
329180,2022-09-21,실적발표,영업(잠정)실적(공정공시)
329180,2022-10-20,실적발표,영업(잠정)실적(공정공시)
329180,2022-10-27,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2022-10-27,실적발표,영업(잠정)실적(공정공시)
329180,2022-11-18,실적발표,영업(잠정)실적(공정공시)
329180,2022-12-09,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정
329180,2022-12-20,실적발표,영업(잠정)실적(공정공시)
329180,2023-01-03,실적발표,영업실적등에대한전망(공정공시)
329180,2023-01-19,실적발표,영업(잠정)실적(공정공시)
329180,2023-02-07,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
329180,2023-02-07,실적발표,영업(잠정)실적(공정공시)
329180,2023-02-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2023-02-21,실적발표,영업(잠정)실적(공정공시)
329180,2023-03-17,실적발표,영업(잠정)실적(공정공시)
329180,2023-04-12,실적발표,증권발행실적보고서
329180,2023-04-18,실적발표,영업(잠정)실적(공정공시)
329180,2023-04-27,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2023-04-27,실적발표,영업(잠정)실적(공정공시)
329180,2023-05-04,실적발표,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)
329180,2023-05-04,실적발표,[기재정정]영업(잠정)실적(공정공시)
329180,2023-05-17,실적발표,영업(잠정)실적(공정공시)
329180,2023-06-19,실적발표,영업(잠정)실적(공정공시)
329180,2023-07-17,실적발표,영업(잠정)실적(공정공시)
329180,2023-07-27,실적발표,영업(잠정)실적(공정공시)
329180,2023-07-27,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2023-08-29,실적발표,영업(잠정)실적(공정공시)
329180,2023-09-20,실적발표,영업(잠정)실적(공정공시)
329180,2023-10-19,실적발표,영업(잠정)실적(공정공시)
329180,2023-10-25,합병,주요사항보고서(회사합병결정)
329180,2023-10-25,실적발표,증권발행실적보고서
329180,2023-10-26,실적발표,영업(잠정)실적(공정공시)
329180,2023-10-26,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
329180,2023-10-26,합병,[첨부정정]주요사항보고서(회사합병결정)
329180,2023-11-15,실적발표,영업(잠정)실적(공정공시)
329180,2023-12-13,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정
329180,2023-12-19,실적발표,영업(잠정)실적(공정공시)
329180,2024-01-02,합병,합병등종료보고서(합병)
329180,2024-01-03,실적발표,영업실적등에대한전망(공정공시)
329180,2024-01-18,실적발표,영업(잠정)실적(공정공시)
329180,2024-01-22,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
329180,2024-01-29,실적발표,증권발행실적보고서
329180,2024-02-06,실적발표,영업(잠정)실적(공정공시)              
