ticker,event_date,event_type,description
017800,2020-02-20,실적발표,영업실적등에대한전망(공정공시)
017800,2020-02-20,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2020-03-06,배당락_배당결정,현금ㆍ현물배당결정
017800,2020-03-06,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2020-06-04,실적발표,증권발행실적보고서
017800,2020-06-18,무상증자,주요사항보고서(무상증자결정)
017800,2021-02-09,실적발표,영업실적등에대한전망(공정공시)
017800,2021-02-09,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2021-03-05,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2021-03-05,배당락_배당결정,현금ㆍ현물배당결정
017800,2022-02-11,실적발표,영업실적등에대한전망(공정공시)
017800,2022-02-11,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2022-03-11,배당락_배당결정,현금ㆍ현물배당결정
017800,2022-03-11,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2023-01-30,유상증자,유상증자결정(종속회사의주요경영사항)
017800,2023-02-10,실적발표,영업실적등에대한전망(공정공시)
017800,2023-02-10,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2023-03-08,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경
017800,2023-03-08,배당락_배당결정,현금ㆍ현물배당결정
017800,2023-03-30,유상증자,[기재정정]유상증자결정(종속회사의주요경영사항)
017800,2023-04-21,실적발표,증권발행실적보고서
017800,2024-02-14,실적발표,영업실적등에대한전망(공정공시)              
017800,2024-02-14,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
017800,2024-03-12,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경              
017800,2024-03-12,배당락_배당결정,현금ㆍ현물배당결정              
017800,2024-06-14,유상증자,유상증자결정(종속회사의주요경영사항)              
017800,2024-07-12,배당락_배당결정,현금ㆍ현물배당결정              
017800,2025-02-11,실적발표,영업실적등에대한전망(공정공시)              
017800,2025-02-11,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
017800,2025-02-21,실적발표,증권발행실적보고서
017800,2025-03-11,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경              
017800,2025-03-11,배당락_배당결정,현금ㆍ현물배당결정              
017800,2025-08-12,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
017800,2025-08-12,배당락_배당결정,현금ㆍ현물배당결정              
017800,2025-09-30,합병,합병등종료보고서(자산양수도)
017800,2025-11-13,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
017800,2025-11-13,배당락_배당결정,현금ㆍ현물배당결정              
