ticker,event_date,event_type,description
267260,2020-01-03,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)
267260,2020-02-05,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2020-02-05,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
267260,2020-04-27,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2020-07-20,실적발표,증권발행실적보고서
267260,2020-07-29,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2020-08-12,실적발표,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)
267260,2020-10-29,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2021-01-04,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)
267260,2021-02-03,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2021-02-03,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
267260,2021-04-28,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2021-07-22,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2021-10-18,실적발표,증권발행실적보고서
267260,2021-10-27,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2022-01-03,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)
267260,2022-02-04,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2022-02-04,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
267260,2022-04-27,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2022-07-26,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2022-10-26,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2022-12-15,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정
267260,2023-01-02,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)
267260,2023-02-02,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
267260,2023-02-02,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2023-02-02,배당락_배당결정,현금ㆍ현물배당결정
267260,2023-04-13,실적발표,[기재정정]연결재무제표기준영업실적등에대한전망(공정공시)
267260,2023-04-24,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2023-05-08,실적발표,증권발행실적보고서
267260,2023-07-26,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2023-07-26,실적발표,[기재정정]연결재무제표기준영업실적등에대한전망(공정공시)
267260,2023-10-19,실적발표,증권발행실적보고서
267260,2023-10-25,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2023-12-13,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정
267260,2024-01-03,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)
267260,2024-01-23,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
267260,2024-02-02,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
267260,2024-02-02,배당락_배당결정,현금ㆍ현물배당결정
267260,2024-04-09,실적발표,증권발행실적보고서
267260,2024-04-23,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
267260,2024-07-23,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
267260,2024-10-24,배당락_배당결정,현금ㆍ현물배당결정              
267260,2024-10-25,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
267260,2024-12-16,배당락_배당결정,기타경영사항(자율공시)              (배당기준일 변경 안내)
267260,2025-01-03,실적발표,연결재무제표기준영업실적등에대한전망(공정공시)              
267260,2025-01-20,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
267260,2025-01-20,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경              
267260,2025-02-04,배당락_배당결정,현금ㆍ현물배당결정              
267260,2025-02-04,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
267260,2025-04-22,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
267260,2025-07-22,배당락_배당결정,현금ㆍ현물배당결정              
267260,2025-07-22,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
267260,2025-10-23,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
