ticker,event_date,event_type,description
001040,2020-02-12,배당락_배당결정,현금ㆍ현물배당결정(자회사의 주요경영사항)
001040,2020-02-12,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)
001040,2020-02-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동(자회사의 주요경영사항)
001040,2020-02-13,배당락_배당결정,현금ㆍ현물배당결정(자회사의 주요경영사항)
001040,2020-02-14,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
001040,2020-02-14,배당락_배당결정,현금ㆍ현물배당결정
001040,2020-03-09,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경
001040,2020-03-09,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)
001040,2020-03-09,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)
001040,2021-02-04,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동(자회사의 주요경영사항)
001040,2021-02-04,배당락_배당결정,현금ㆍ현물배당결정(자회사의 주요경영사항)
001040,2021-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)
001040,2021-02-08,배당락_배당결정,현금ㆍ현물배당결정(자회사의 주요경영사항)
001040,2021-02-10,실적발표,증권발행실적보고서
001040,2021-02-15,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변경
001040,2021-02-15,배당락_배당결정,현금ㆍ현물배당결정
001040,2021-03-09,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경(자회사의 주요경영사항)
001040,2021-03-15,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경
001040,2021-06-16,유상증자,유상증자결정(종속회사의주요경영사항)
001040,2021-10-15,합병,회사합병결정(종속회사의주요경영사항)
001040,2021-12-20,유상증자,유상증자결정(종속회사의주요경영사항)
001040,2021-12-20,합병,회사합병결정(자율공시)(종속회사의주요경영사항)
001040,2021-12-20,합병,회사합병결정(자율공시)(종속회사의주요경영사항)
001040,2022-01-13,유상증자,유상증자결정(종속회사의주요경영사항)
001040,2022-01-14,유상증자,유상증자결정(종속회사의주요경영사항)
001040,2022-02-10,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동(자회사의 주요경영사항)
001040,2022-02-10,배당락_배당결정,현금ㆍ현물배당결정(자회사의 주요경영사항)
001040,2022-02-14,배당락_배당결정,현금ㆍ현물배당결정(자회사의 주요경영사항)
