ticker,trade_date,fin_inv_net_amt,trust_net_amt,pension_net_amt,private_equity_net_amt,bank_net_amt,insurance_net_amt,etc_finance_net_amt,etc_corp_net_amt,etc_foreign_net_amt
000250,2020-01-02,-533000000,80000000,-43000000,-109000000,0,138000000,0,213000000,0
000250,2020-01-03,-347000000,78000000,42000000,-32000000,0,95000000,0,-284000000,-24000000
000250,2020-01-06,-263000000,-632000000,-347000000,-228000000,0,151000000,0,-3000000,4000000
000250,2020-01-07,87000000,-217000000,-448000000,55000000,0,9000000,0,0,0
000250,2020-01-08,-20000000,-119000000,-355000000,-880000000,0,26000000,0,-82000000,5000000
000250,2020-01-09,-68000000,-321000000,-147000000,-206000000,0,-108000000,0,25000000,6000000
000250,2020-01-10,106000000,-25000000,-125000000,193000000,0,-9000000,0,-131000000,0
000250,2020-01-13,-113000000,-291000000,-246000000,0,0,-209000000,0,-216000000,0
000250,2020-01-14,-233000000,-714000000,-436000000,-325000000,0,-72000000,0,21000000,7000000
000250,2020-01-15,-379000000,-402000000,204000000,-111000000,0,-166000000,0,-13000000,2000000
000250,2020-01-16,268000000,-461000000,14000000,-57000000,0,0,0,0,-1000000
000250,2020-01-17,44000000,-54000000,-40000000,0,0,-46000000,0,0,3000000
000250,2020-01-20,-301000000,-287000000,1287000000,-360000000,0,-10000000,0,-274000000,-2000000
000250,2020-01-21,-628000000,174000000,884000000,32000000,0,-78000000,0,27000000,3000000
000250,2020-01-22,196000000,-106000000,12000000,9000000,0,0,0,0,0
000250,2020-01-23,-404000000,-249000000,-392000000,-204000000,0,-266000000,0,0,1000000
000250,2020-01-28,-278000000,-174000000,-17000000,-61000000,0,1000000,0,37000000,9000000
000250,2020-01-29,53000000,86000000,6000000,-12000000,0,-257000000,0,18000000,3000000
000250,2020-01-30,-220000000,-34000000,-539000000,2000000,-10000000,-170000000,0,-9000000,5000000
000250,2020-01-31,269000000,492000000,532000000,0,0,-136000000,0,1000000,-6000000
000250,2020-02-03,344000000,-103000000,2000000,419000000,0,-109000000,0,-26000000,0
000250,2020-02-04,352000000,601000000,-1185000000,1783000000,0,553000000,174000000,199000000,7000000
000250,2020-02-05,198000000,809000000,11000000,55000000,0,120000000,0,-62000000,-3000000
000250,2020-02-06,-16000000,525000000,-37000000,595000000,0,-2000000,0,-117000000,0
000250,2020-02-07,-349000000,-54000000,-24000000,400000000,0,3000000,0,36000000,8000000
000250,2020-02-10,254000000,-81000000,72000000,506000000,8000000,3000000,0,25000000,-2000000
000250,2020-02-11,212000000,982000000,-837000000,1247000000,0,169000000,0,158000000,-8000000
000250,2020-02-12,-27000000,-413000000,-547000000,208000000,0,-130000000,0,162000000,-3000000
