ticker,trade_date,fin_inv_net_amt,trust_net_amt,pension_net_amt,private_equity_net_amt,bank_net_amt,insurance_net_amt,etc_finance_net_amt,etc_corp_net_amt,etc_foreign_net_amt
180640,2020-01-02,1000000,-651000000,-487000000,988000000,0,-203000000,0,736000000,-23000000
180640,2020-01-03,-267000000,-379000000,-5000000,1248000000,0,-90000000,0,762000000,7000000
180640,2020-01-06,-601000000,20000000,-180000000,1110000000,0,-32000000,0,4618000000,44000000
180640,2020-01-07,408000000,728000000,-892000000,2361000000,0,243000000,0,7360000000,-85000000
180640,2020-01-08,58000000,418000000,-620000000,3807000000,0,66000000,0,5346000000,3000000
180640,2020-01-09,494000000,518000000,-263000000,2998000000,0,524000000,0,166000000,-30000000
180640,2020-01-10,-868000000,-40000000,829000000,-830000000,0,-24000000,0,-674000000,-12000000
180640,2020-01-13,-413000000,-1119000000,-881000000,-1702000000,0,-672000000,0,-813000000,91000000
180640,2020-01-14,-921000000,-798000000,-1430000000,-1248000000,0,-111000000,0,3227000000,13000000
180640,2020-01-15,-1435000000,-148000000,228000000,-1205000000,-32000000,6000000,0,581000000,5000000
180640,2020-01-16,323000000,342000000,0,2005000000,0,-18000000,0,298000000,-3000000
180640,2020-01-17,1090000000,574000000,156000000,3083000000,0,122000000,0,-1027000000,-14000000
180640,2020-01-20,293000000,204000000,756000000,-32000000,0,79000000,0,34000000,21000000
180640,2020-01-21,-2504000000,-655000000,-85000000,-2169000000,0,87000000,0,1245000000,5000000
180640,2020-01-22,-60000000,2000000,331000000,-95000000,0,-1000000,0,212000000,-53000000
180640,2020-01-23,-188000000,-224000000,-302000000,-761000000,0,-3000000,0,47000000,-2000000
180640,2020-01-28,-238000000,-384000000,-133000000,-480000000,0,-20000000,0,698000000,-9000000
180640,2020-01-29,322000000,169000000,-93000000,-109000000,0,139000000,0,85000000,-9000000
180640,2020-01-30,1000000,109000000,-682000000,-723000000,0,3000000,0,480000000,0
180640,2020-01-31,1123000000,408000000,-285000000,828000000,0,95000000,0,73000000,-22000000
180640,2020-02-03,-116000000,-1078000000,-956000000,-8525000000,0,-204000000,0,-836000000,323000000
180640,2020-02-04,1395000000,1738000000,-1262000000,3162000000,0,-70000000,0,-873000000,-856000000
180640,2020-02-05,878000000,-571000000,-87000000,375000000,0,-4000000,0,-148000000,-13000000
180640,2020-02-06,600000000,-832000000,-223000000,165000000,0,-134000000,0,327000000,-32000000
180640,2020-02-07,410000000,212000000,-316000000,-127000000,0,94000000,0,531000000,-59000000
180640,2020-02-10,66000000,-88000000,-674000000,-1072000000,0,-382000000,0,157000000,176000000
180640,2020-02-11,62000000,12000000,-1428000000,-749000000,0,0,0,262000000,9000000
180640,2020-02-12,880000000,1029000000,-173000000,3518000000,0,2000000,0,-3635000000,-449000000
180640,2020-02-13,-1010000000,-449000000,-4836000000,-1874000000,0,-906000000,0,42483000000,-303000000
180640,2020-02-14,-862000000,-52000000,-646000000,312000000,0,-266000000,0,-471000000,80000000
180640,2020-02-17,-402000000,-492000000,-48000000,205000000,0,-108000000,0,230000000,15000000
180640,2020-02-18,-3201000000,-5874000000,-3079000000,976000000,0,-471000000,0,43004000000,-1671000000
180640,2020-02-19,-2914000000,-7895000000,-4416000000,-2845000000,0,-320000000,0,44517000000,-15000000
180640,2020-02-20,-1691000000,-2085000000,-2240000000,778000000,0,207000000,0,5857000000,60000000
180640,2020-02-21,-1014000000,-630000000,-705000000,1520000000,0,-24000000,0,-157000000,-10000000
180640,2020-02-24,90000000,33000000,-115000000,108000000,0,3000000,16477000000,-1205000000,150000000
180640,2020-02-25,-152000000,-808000000,-2056000000,190000000,100000000,21000000,0,-1977000000,-1089000000
180640,2020-02-26,-4430000000,-5450000000,-8080000000,-3597000000,0,-359000000,0,512000000,782000000
180640,2020-02-27,1990000000,-1484000000,-8881000000,-2240000000,-125000000,-304000000,0,-2175000000,-26000000
180640,2020-02-28,-3254000000,-499000000,-8489000000,-4272000000,0,5000000,0,58000000,-205000000
180640,2020-03-02,2067000000,-884000000,-8759000000,-686000000,0,0,0,-1504000000,-1318000000
180640,2020-03-03,-5879000000,-2026000000,-5587000000,-6041000000,0,-398000000,0,-1692000000,346000000
180640,2020-03-04,-8020000000,-1717000000,-4892000000,-9309000000,0,-1182000000,0,-11905000000,-740000000
180640,2020-03-05,-1168000000,-3024000000,-3285000000,-3703000000,0,-497000000,0,-8462000000,30000000
180640,2020-03-06,-5868000000,-1631000000,-338000000,-888000000,0,-167000000,-174000000,-777000000,-1275000000
180640,2020-03-09,2626000000,-1258000000,-5362000000,-3430000000,0,-33000000,-7000000,-152000000,-96000000
180640,2020-03-10,916000000,221000000,-1006000000,-1178000000,0,0,0,-5886000000,68000000
180640,2020-03-11,-203000000,-97000000,-258000000,-585000000,0,-103000000,0,196000000,59000000
180640,2020-03-12,-143000000,3786000000,-4201000000,140000000,0,152000000,20027000000,-11461000000,-4000000
180640,2020-03-13,-772000000,-797000000,-327000000,213000000,0,6000000,1488000000,21956000000,19000000
180640,2020-03-16,175000000,-245000000,-1786000000,254000000,0,0,0,29722000000,-22000000
180640,2020-03-17,608000000,1114000000,-1633000000,127000000,0,1000000,0,-1289000000,23000000
180640,2020-03-18,-352000000,-2064000000,-3143000000,473000000,0,17000000,0,2360000000,40000000
180640,2020-03-19,301000000,-1341000000,-2855000000,539000000,0,5000000,0,17904000000,-87000000
180640,2020-03-20,-303000000,-794000000,-75000000,3420000000,0,82000000,0,17079000000,40000000
180640,2020-03-23,-1818000000,-3976000000,39000000,-79000000,0,2000000,0,-834000000,84000000
180640,2020-03-24,-111000000,-5039000000,-2030000000,-6773000000,0,-12000000,2068000000,9960000000,105000000
180640,2020-03-25,872000000,-464000000,78000000,-1947000000,0,-100000000,0,31000000,-59000000
180640,2020-03-26,-7000000,-165000000,-1150000000,-194000000,0,-1000000,0,1754000000,-195000000
180640,2020-03-27,2116000000,2490000000,0,9318000000,0,122000000,330000000,6476000000,-79000000
180640,2020-03-30,2311000000,1262000000,31000000,3016000000,0,110000000,1759000000,3080000000,-85000000
180640,2020-03-31,-11584000000,-8477000000,-110000000,316000000,0,-265000000,8152000000,1528000000,58000000
180640,2020-04-01,2729000000,-2123000000,-3000000,0,-6000000,0,0,-1355000000,-15000000
180640,2020-04-02,429000000,-666000000,0,-1794000000,0,-82000000,0,564000000,34000000
180640,2020-04-03,-860000000,-169000000,-4000000,0,0,303000000,0,131000000,30000000
180640,2020-04-06,8532000000,2710000000,0,122000000,0,96000000,0,-81000000,-25000000
180640,2020-04-07,6939000000,2103000000,-272000000,2559000000,0,225000000,0,-1671000000,179000000
180640,2020-04-08,-417000000,1171000000,178000000,62000000,0,-120000000,0,127000000,230000000
180640,2020-04-09,-4203000000,-8350000000,45000000,1517000000,0,26000000,0,-940000000,-413000000
180640,2020-04-10,5454000000,8886000000,0,804000000,0,36000000,0,135000000,-126000000
180640,2020-04-13,-1241000000,-1865000000,0,-1311000000,0,0,0,-279000000,-8000000
180640,2020-04-14,1259000000,1794000000,-573000000,1357000000,0,90000000,0,82000000,-7000000
180640,2020-04-16,670000000,871000000,3000000,377000000,0,0,0,-177000000,-4000000
180640,2020-04-17,-2796000000,-4406000000,69000000,-3655000000,0,-1134000000,0,-2072000000,-15000000
180640,2020-04-20,-10117000000,-10773000000,-600000000,-6423000000,0,-13000000,0,182000000,-113000000
180640,2020-04-21,1251000000,294000000,-661000000,512000000,0,335000000,0,549000000,123000000
180640,2020-04-22,1025000000,3022000000,23000000,1199000000,0,342000000,0,-116000000,18000000
180640,2020-04-23,949000000,3044000000,8000000,1405000000,8000000,391000000,0,-30000000,46000000
180640,2020-04-24,-328000000,-3246000000,54000000,-1330000000,0,-1027000000,0,-780000000,-191000000
180640,2020-04-27,-7000000000,-8250000000,-463000000,-2739000000,0,-223000000,0,743000000,29000000
180640,2020-04-28,649000000,191000000,-44000000,263000000,0,0,0,554000000,203000000
180640,2020-04-29,-2509000000,-485000000,1258000000,-100000000,0,-65000000,0,86000000,13000000
180640,2020-05-04,-15000000,-43000000,-241000000,-181000000,0,638000000,0,259000000,73000000
180640,2020-05-06,-825000000,-1325000000,-486000000,-87000000,0,575000000,0,1000000,83000000
