ticker,trade_date,fin_inv_net_amt,trust_net_amt,pension_net_amt,private_equity_net_amt,bank_net_amt,insurance_net_amt,etc_finance_net_amt,etc_corp_net_amt,etc_foreign_net_amt
081660,2020-01-02,-344000000,82000000,-992000000,-602000000,0,181000000,0,-14000000,1000000
081660,2020-01-03,-1975000000,-97000000,2000000,-403000000,528000000,-617000000,0,-52000000,-8000000
081660,2020-01-06,-1015000000,-502000000,10000000,182000000,0,-216000000,0,-6000000,2000000
081660,2020-01-07,62000000,-666000000,-423000000,-214000000,0,-128000000,0,47000000,-3000000
081660,2020-01-08,-1133000000,-1086000000,-2251000000,-409000000,0,-3067000000,0,51000000,-14000000
081660,2020-01-09,1566000000,1002000000,-670000000,-102000000,-10000000,-2650000000,-203000000,78000000,34000000
081660,2020-01-10,-1019000000,1224000000,-1992000000,-40000000,0,-18000000,-61000000,-115000000,11000000
081660,2020-01-13,137000000,-1466000000,-2983000000,1277000000,-40000000,-1326000000,4000000,-17000000,33000000
081660,2020-01-14,-735000000,1360000000,-375000000,314000000,0,-125000000,0,-185000000,3000000
081660,2020-01-15,-320000000,-526000000,204000000,575000000,5000000,607000000,-61000000,43000000,-16000000
081660,2020-01-16,-404000000,-43000000,-96000000,-166000000,0,39000000,-20000000,0,0
081660,2020-01-17,-920000000,368000000,228000000,-99000000,55000000,544000000,203000000,-14000000,-26000000
081660,2020-01-20,283000000,-799000000,360000000,-323000000,13000000,157000000,32000000,69000000,-5000000
081660,2020-01-21,-102000000,-434000000,-18000000,-473000000,-93000000,-151000000,-30000000,1000000,-7000000
081660,2020-01-22,1072000000,951000000,-109000000,-310000000,9000000,-146000000,0,-2000000,23000000
081660,2020-01-23,-1380000000,1234000000,-2173000000,179000000,7000000,-124000000,-5000000,112000000,3000000
081660,2020-01-28,651000000,337000000,-520000000,-691000000,0,381000000,-14000000,-308000000,12000000
081660,2020-01-29,-1310000000,744000000,-270000000,321000000,0,-325000000,0,32000000,0
081660,2020-01-30,-755000000,596000000,155000000,653000000,-26000000,117000000,0,33000000,1000000
081660,2020-01-31,61000000,2627000000,209000000,885000000,27000000,778000000,53000000,3000000,1000000
081660,2020-02-03,46000000,258000000,-254000000,478000000,0,149000000,-3000000,-73000000,2000000
081660,2020-02-04,-2134000000,124000000,-844000000,346000000,-431000000,-91000000,20000000,0,7000000
081660,2020-02-05,-2065000000,-2198000000,257000000,111000000,0,-12000000,1000000,-21000000,0
081660,2020-02-06,456000000,126000000,745000000,8000000,0,154000000,0,-35000000,22000000
081660,2020-02-07,-320000000,1775000000,-275000000,1890000000,0,396000000,142000000,38000000,17000000
081660,2020-02-10,106000000,107000000,374000000,515000000,0,-950000000,0,0,5000000
081660,2020-02-11,411000000,-139000000,56000000,-25000000,0,-2296000000,0,54000000,8000000
081660,2020-02-12,182000000,-581000000,765000000,-780000000,0,-998000000,0,-32000000,37000000
081660,2020-02-13,-2413000000,-408000000,-35000000,-3360000000,13000000,-446000000,0,17000000,17000000
081660,2020-02-14,-1647000000,-124000000,36000000,-990000000,0,-803000000,0,31000000,8000000
081660,2020-02-17,-475000000,-176000000,-837000000,385000000,0,33000000,0,-41000000,14000000
081660,2020-02-18,-740000000,94000000,185000000,-111000000,0,-238000000,0,55000000,0
081660,2020-02-19,574000000,113000000,574000000,-22000000,0,-894000000,0,-42000000,8000000
081660,2020-02-20,-909000000,-18000000,320000000,-95000000,0,-93000000,0,17000000,-11000000
081660,2020-02-21,-716000000,-4000000,-143000000,-112000000,0,-155000000,0,11000000,-6000000
081660,2020-02-24,124000000,484000000,-22000000,-39000000,0,-222000000,-115000000,-15000000,22000000
081660,2020-02-25,10000000,154000000,271000000,-27000000,0,-276000000,106000000,-12000000,1000000
