ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
267250,2020-01-02,-5201790000,13667610000,-8465820000,5374578000000
267250,2020-01-03,-2774773000,6528975000,-3754202000,5390864000000
267250,2020-01-06,-565478000,4489533000,-3924055000,5268715000000
267250,2020-01-07,-379207500,2369640000,-1990432500,5301288000000
267250,2020-01-08,-160428500,883160500,-722732000,5236141000000
267250,2020-01-09,-535600000,489450000,46150000,5293145000000
267250,2020-01-10,4230977000,-1260346000,-2970631000,5260571000000
267250,2020-01-13,515032500,1154550000,-1669582500,5252428000000
267250,2020-01-14,3020610000,2857863000,-5878473000,5227998000000
267250,2020-01-15,861243000,324531000,-1185774000,5227998000000
267250,2020-01-16,-4140480000,4463040000,-322560000,5211712000000
267250,2020-01-17,3696432000,-1768716000,-1927716000,5179138000000
267250,2020-01-20,1132829000,-651644000,-481185000,5122135000000
267250,2020-01-21,1089816000,7800000,-1097616000,5081419000000
267250,2020-01-22,1350054000,-688999500,-661054500,5056989000000
267250,2020-01-23,5176149000,938088000,-6114237000,4934839000000
267250,2020-01-28,3971202500,-2743635000,-1227567500,4698684000000
267250,2020-01-29,1610407000,-877905500,-732501500,4698684000000
267250,2020-01-30,3696512500,-1847832500,-1848680000,4600964000000
267250,2020-01-31,4658525500,-2957629000,-1700896500,4454385000000
267250,2020-02-03,-816410000,1564607500,-748197500,4356665000000
267250,2020-02-04,3929580000,-63990000,-3865590000,4397382000000
267250,2020-02-05,4896405000,-3468055000,-1428350000,4315949000000
267250,2020-02-06,-7796572000,-7092007000,14888579000,4999986000000
267250,2020-02-07,3213688500,-1170423000,-2043265500,4910409000000
267250,2020-02-10,2761232000,-3403888000,642656000,4951126000000
267250,2020-02-11,-1670707500,3070375000,-1399667500,4926696000000
267250,2020-02-12,2121008000,-1581408000,-539600000,4951126000000
267250,2020-02-13,-5484726000,10930086500,-5445360500,4894123000000
267250,2020-02-14,2747160000,2660871000,-5408031000,4780117000000
267250,2020-02-17,2612347500,-645277500,-1967070000,4845263000000
267250,2020-02-18,1629763000,-785726000,-844037000,4796403000000
267250,2020-02-19,2832501000,-2735316000,-97185000,4796403000000
267250,2020-02-20,5763659500,-3670353500,-2093306000,4796403000000
267250,2020-02-21,8417355000,-3118538000,-5298817000,4576534000000
267250,2020-02-24,901036500,-570310000,-330726500,4340378000000
267250,2020-02-25,1532850000,-595925000,-936925000,4478815000000
267250,2020-02-26,6479030000,-6272665000,-206365000,4511388000000
267250,2020-02-27,-884318000,-12232000,896550000,4527674000000
267250,2020-02-28,4364517500,-4163806500,-200711000,4405525000000
267250,2020-03-02,888615000,-1381107000,492492000,4446241000000
267250,2020-03-03,1940125000,99000000,-2039125000,4478815000000
267250,2020-03-04,3355056000,1630056000,-4985112000,4495101000000
267250,2020-03-05,1230320000,951440000,-2181760000,4560248000000
267250,2020-03-06,14533470000,-7131064500,-7402405500,4324092000000
267250,2020-03-09,3145278000,-952902000,-2192376000,4079793000000
267250,2020-03-10,8663489000,-1725500000,-6937989000,4014646000000
267250,2020-03-11,-1097652000,886338000,211314000,4006503000000
267250,2020-03-12,4149430000,-994060000,-3155370000,3745918000000
267250,2020-03-13,2158600000,-1535315000,-623285000,3501619000000
267250,2020-03-16,2856068000,-1012570500,-1843497500,3526048000000
267250,2020-03-17,2891460000,-1665807000,-1225653000,3493475000000
267250,2020-03-18,4441031000,-1008301000,-3432730000,3306179000000
267250,2020-03-19,1797873500,3044501500,-4842375000,2842011000000
267250,2020-03-20,1894050000,1483581000,-3377631000,2980447000000
267250,2020-03-23,7368715500,-2961064500,-4407651000,2613999000000
267250,2020-03-24,-1707790500,3285360000,-1577569500,2858298000000
267250,2020-03-25,3614184000,-6963748000,3349564000,3289893000000
267250,2020-03-26,7222970000,-7665370000,442400000,3216603000000
267250,2020-03-27,2278290000,-2261133000,-17157000,3249176000000
267250,2020-03-30,4252092000,-2582334000,-1669758000,3159600000000
267250,2020-03-31,907907500,-1870720000,962812500,3216603000000
267250,2020-04-01,2354033500,-196834000,-2157199500,3167743000000
267250,2020-04-02,-1597750000,-1326132500,2923882500,3379469000000
267250,2020-04-03,-3192508000,762988000,2429520000,3452759000000
267250,2020-04-06,-5865561000,1104813000,4760748000,3737774000000
267250,2020-04-07,5609940000,-2280228000,-3329712000,3713344000000
267250,2020-04-08,2560500000,-1379700000,-1180800000,3664485000000
267250,2020-04-09,1168816000,-2069904000,901088000,3778491000000
267250,2020-04-10,3479628000,-3251433000,-228195000,3754061000000
267250,2020-04-13,1144534000,-359795000,-784739000,3697058000000
267250,2020-04-14,-1311216000,456749500,854466500,3770347000000
267250,2020-04-16,863958500,-93228000,-770730500,3721488000000
267250,2020-04-17,-825656000,1102120000,-276464000,3802921000000
267250,2020-04-20,2203536000,-5568000,-2197968000,3778491000000
267250,2020-04-21,8115001500,-4637721000,-3477280500,3656341000000
267250,2020-04-22,4935372000,-400673000,-4534699000,3599338000000
267250,2020-04-23,100062000,436968000,-537030000,3737774000000
267250,2020-04-24,1031187000,-1441555000,410368000,3729631000000
267250,2020-04-27,1133437500,-1948815000,815377500,3786634000000
267250,2020-04-28,4540767000,-1688148000,-2852619000,3762204000000
267250,2020-04-29,-7341516000,1374894000,5966622000,3957643000000
267250,2020-05-04,5059550000,-4038710000,-1020840000,3827351000000
267250,2020-05-06,-3020985000,-670725000,3691710000,4030933000000
