ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
032830,2020-01-02,1386341500,7043623600,-8429965100,14620000000000
032830,2020-01-03,-134139000,5417529700,-5283390700,14660000000000
032830,2020-01-06,168591300,3142021300,-3310612600,14540000000000
032830,2020-01-07,-346746400,2141848800,-1795102400,14560000000000
032830,2020-01-08,-1367560000,3992201200,-2624641200,14320000000000
032830,2020-01-09,-507782600,-1694461800,2202244400,14440000000000
032830,2020-01-10,4991041600,-1772871000,-3218170600,14440000000000
032830,2020-01-13,2215241700,-379784800,-1835456900,14540000000000
032830,2020-01-14,-3125497600,4682211200,-1556713600,14720000000000
032830,2020-01-15,-461472000,1323033600,-861561600,14720000000000
032830,2020-01-16,-2115660200,3488258900,-1372598700,14620000000000
032830,2020-01-17,-810552600,1847069400,-1036516800,14740000000000
032830,2020-01-20,-716229000,410549400,305679600,14760000000000
032830,2020-01-21,179511700,-1210402900,1030891200,14660000000000
032830,2020-01-22,-642842400,344625600,298216800,14640000000000
032830,2020-01-23,1431035900,1291179500,-2722215400,14660000000000
032830,2020-01-28,719191200,2302465600,-3021656800,14240000000000
032830,2020-01-29,2943152200,5477583600,-8420735800,13940000000000
032830,2020-01-30,-9056700000,11207128400,-2150428400,13880000000000
032830,2020-01-31,-796887000,-446120500,1243007500,13900000000000
032830,2020-02-03,3595848200,-802034800,-2793813400,13580000000000
032830,2020-02-04,407341200,6199727600,-6607068800,13660000000000
032830,2020-02-05,869059500,6357690500,-7226750000,13700000000000
032830,2020-02-06,-3185811200,-1899462400,5085273600,14080000000000
032830,2020-02-07,9174120800,-7342950400,-1831170400,13840000000000
032830,2020-02-10,929667700,-609971700,-319696000,13780000000000
032830,2020-02-11,464715000,19251000,-483966000,13800000000000
032830,2020-02-12,3308660700,-1812443400,-1496217300,13740000000000
032830,2020-02-13,2291872000,723928000,-3015800000,13600000000000
032830,2020-02-14,-1132812000,2409988000,-1277176000,13600000000000
032830,2020-02-17,1655130400,1127004200,-2782134600,13580000000000
032830,2020-02-18,2121565200,-555426900,-1566138300,13460000000000
032830,2020-02-19,7331082000,-1266672000,-6064410000,13200000000000
032830,2020-02-20,-712206000,2921226000,-2209020000,13200000000000
032830,2020-02-21,2521610000,-404690000,-2116920000,13000000000000
032830,2020-02-24,4478186000,543453600,-5021639600,12340000000000
032830,2020-02-25,195967800,1167402000,-1363369800,12360000000000
032830,2020-02-26,2723062700,1136668200,-3859730900,12140000000000
032830,2020-02-27,1030681600,-519049600,-511632000,12160000000000
032830,2020-02-28,4112491500,94536000,-4207027500,11700000000000
032830,2020-03-02,7651698400,-6083507200,-1568191200,11360000000000
032830,2020-03-03,3538961700,1801881500,-5340843200,11260000000000
032830,2020-03-04,3320325800,2316751200,-5637077000,11320000000000
032830,2020-03-05,3219724800,1168531200,-4388256000,11520000000000
032830,2020-03-06,6880889200,-1652932400,-5227956800,11120000000000
032830,2020-03-09,9243981600,-6682514000,-2561467600,10280000000000
032830,2020-03-10,2760624400,-4067403600,1306779200,10160000000000
032830,2020-03-11,1238032400,1547063600,-2785096000,10040000000000
