ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
454910,2023-10-06,6954823400,-10588179000,3633355600,3357624000000
454910,2023-10-10,15151873350,-16559443800,1407570450,3023806000000
454910,2023-10-11,-593754000,738159100,-144405100,3040011000000
454910,2023-10-12,-1786477200,304103600,1482373600,3098348000000
454910,2023-10-13,5493568500,-5777127000,283558500,2965469000000
454910,2023-10-16,3160985100,-1105224400,-2055760700,2699711000000
454910,2023-10-17,-3071074400,-83400800,3154475200,2748325000000
454910,2023-10-18,-757925100,755746800,2178300,2664060000000
454910,2023-10-19,2012103000,-474185250,-1537917750,2479326000000
454910,2023-10-20,1725051500,-985302500,-739749000,2301074000000
454910,2023-10-23,-3346884000,1088460000,2258424000,2333484000000
454910,2023-10-24,1690374000,-1281698250,-408675750,2343206000000
454910,2023-10-25,958791600,-836222400,-122569200,2275146000000
454910,2023-10-26,712713750,-481094250,-231619500,2155231000000
454910,2023-10-27,-290893800,208012000,82881800,2093653000000
454910,2023-10-30,-3535608000,3292452650,243155350,2667301000000
454910,2023-10-31,3884504500,-4054401750,169897250,2414507000000
454910,2023-11-01,-3312922200,3770840400,-457918200,2605723000000
454910,2023-11-02,-8064814450,2943780350,5121034100,2699711000000
454910,2023-11-03,-9509875200,2033606400,7476268800,2903891000000
454910,2023-11-06,29552630550,-11477537850,-18075092700,3043252000000
454910,2023-11-07,4633948000,-11676502000,7042554000,2981674000000
454910,2023-11-08,-6433954200,-384477300,6818431500,3052974000000
454910,2023-11-09,-5812799400,-2367151800,8179951200,3052974000000
454910,2023-11-10,-3573202650,-1134472750,4707675400,3036770000000
454910,2023-11-13,-31922150,1762686250,-1730764100,2822867000000
454910,2023-11-14,1035654200,-2132372200,1096718000,2813144000000
454910,2023-11-15,-18201092700,13628717900,4572374800,3040011000000
454910,2023-11-16,-14624206800,3709042400,10915164400,3312250000000
454910,2023-11-17,9309670800,-15409411600,6099740800,3331696000000
454910,2023-11-20,-20165125500,20166295500,-1170000,3791911000000
454910,2023-11-21,-16433090800,11591902000,4841188800,3863212000000
454910,2023-11-22,2478364800,-7735731600,5257366800,4122488000000
454910,2023-11-23,-3878576000,5418432400,-1539856400,4167861000000
454910,2023-11-24,-39372108000,35881408800,3490699200,4822533000000
454910,2023-11-27,76797316800,-87962295600,11164978800,5192001000000
454910,2023-11-28,1927862400,-14443916800,12516054400,5302194000000
454910,2023-11-29,3587912000,-18463322200,14875410200,5373495000000
454910,2023-11-30,-67222904500,56179974400,11042930100,6021685000000
454910,2023-12-01,65221291200,-62256436800,-2964854400,5755927000000
454910,2023-12-04,-14349640500,16547849300,-2198208800,5179038000000
454910,2023-12-05,22291109700,16637551400,-38928661100,5295712000000
454910,2023-12-06,-42443230500,42458021100,-14790600,5775372000000
454910,2023-12-07,29899839000,-31041843600,1142004600,5328121000000
454910,2023-12-08,-21053404800,24604443800,-3551039000,5529060000000
454910,2023-12-11,-20641248500,17296784900,3344463600,5788336000000
454910,2023-12-12,-1671084700,-3043397800,4714482500,5840191000000
454910,2023-12-13,28908505500,-28406025900,-502479600,5580915000000
454910,2023-12-14,3296855100,-4511898300,1215043200,5580915000000
454910,2023-12-15,-57093970500,53207374500,3886596000,6125395000000
454910,2023-12-18,3629841600,-8460575200,4830733600,6987488000000
454910,2023-12-19,28334475400,-30186695000,1852219600,6987488000000
454910,2023-12-20,-60662855400,56951122200,3711733200,7894954000000
454910,2023-12-21,36774626100,-38355440400,1580814300,7719942000000
454910,2023-12-22,20036341400,-22238769000,2202427600,7279173000000
454910,2023-12-26,-8331972000,8291916600,40055400,7272691000000
454910,2023-12-27,29509660800,-37536286800,8026626000,7039343000000
454910,2023-12-28,-37896433200,31770184500,6126248700,7525485000000
454910,2024-01-02,29796345600,-28912783200,-883562400,7311583000000
454910,2024-01-03,13496206500,-8088458000,-5407748500,7032861000000
454910,2024-01-04,1494292800,-1655581200,161288400,7078234000000
454910,2024-01-05,152572546400,-7995881000,-144576665400,6598574000000
454910,2024-01-08,19609335700,3518914500,-23128250200,6695802000000
454910,2024-01-09,-6190173000,11622814500,-5432641500,6630983000000
454910,2024-01-10,-1962567500,9513537500,-7550970000,6643947000000
454910,2024-01-11,23480338700,-16600547600,-6879791100,6306888000000
454910,2024-01-12,6651056400,2159650200,-8810706600,6313370000000
454910,2024-01-15,1993680600,-1112502800,-881177800,6313370000000
454910,2024-01-16,-338679000,5488185900,-5149506900,6047612000000
454910,2024-01-17,-6333185400,24397707000,-18064521600,5794818000000
454910,2024-01-18,-1679810600,5112857100,-3433046500,5645734000000
454910,2024-01-19,3215503500,4886867500,-8102371000,5516096000000
454910,2024-01-22,1744992000,1874057000,-3619049000,5379977000000
454910,2024-01-23,5197725600,897222600,-6094948200,5230893000000
454910,2024-01-24,24305184000,-19893600000,-4411584000,5250339000000
454910,2024-01-25,-2644237600,9307959400,-6663721800,5049400000000
454910,2024-01-26,6326261900,377150900,-6703412800,4945689000000
454910,2024-01-29,-7655430400,16505315200,-8849884800,4770678000000
454910,2024-01-30,6882048000,-1737432000,-5144616000,4666968000000
454910,2024-01-31,-520883400,7787763300,-7266879900,4453065000000
454910,2024-02-01,14253098400,-12973718000,-1279380400,4692895000000
454910,2024-02-02,16344817200,-16706605200,361788000,4589185000000
454910,2024-02-05,13529943000,-13446619200,-83323800,4628076000000
454910,2024-02-06,1881667100,-4590022100,2708355000,4738268000000
454910,2024-02-07,5165653500,-7392409500,2226756000,4764196000000
454910,2024-02-08,9949775000,-15124702400,5174927400,4835497000000
454910,2024-02-13,3688146000,-5676055000,1987909000,4991063000000
454910,2024-02-14,2927890800,-16456914000,13529023200,5367013000000
454910,2024-02-15,1965192300,-6303028500,4337836200,5425350000000
454910,2024-02-16,7868970800,-5089592700,-2779378100,5256820000000
454910,2024-02-19,-5001145800,5812233000,-811087200,5172556000000
454910,2024-02-20,4245722000,-4661650500,415928500,5140146000000
454910,2024-02-21,-2398392500,4674025000,-2275632500,5023472000000
454910,2024-02-22,-6978548100,6768550200,209997900,5269784000000
454910,2024-02-23,7818244000,-8115660000,297416000,5127182000000
454910,2024-02-26,632903000,-525772400,-107130600,5042918000000
454910,2024-02-27,-7126496300,7389807600,-263311300,4945689000000
454910,2024-02-28,3861624800,-2737754800,-1123870000,4848461000000
454910,2024-02-29,-3358311600,4105440600,-747129000,4790124000000
454910,2024-03-04,-13021190400,12709541400,311649000,5094773000000
454910,2024-03-05,6247710800,-6111721000,-135989800,5068845000000
454910,2024-03-06,-14057536500,14000965800,56570700,5230893000000
454910,2024-03-07,-945574600,2141815000,-1196240400,5146628000000
454910,2024-03-08,-17375440800,15859692800,1515748000,5341085000000
454910,2024-03-11,-34665411000,32177238000,2488173000,5768891000000
454910,2024-03-12,9059271700,-9221708600,162436900,5567952000000
454910,2024-03-13,-10051089700,2982162800,7068926900,5827228000000
454910,2024-03-14,-10148244000,-5547140000,15695384000,5963348000000
454910,2024-03-15,1601246400,-2817946300,1216699900,5645734000000
454910,2024-03-18,-23954382000,9381654000,14572728000,6028167000000
