sector_code,trade_date,open_price,high_price,low_price,close_price,volume,trading_value,change_rate
020,2020-01-02,345.5400085449219,346.3500061035156,338.8500061035156,339.989990234375,3978800,100588000000,-1.65
020,2020-01-03,340.3500061035156,342.70001220703125,337.4800109863281,339.5299987792969,3549500,96665000000,-0.14
020,2020-01-06,338.3999938964844,338.79998779296875,335.260009765625,335.7699890136719,2798800,82964000000,-1.11
020,2020-01-07,336.5899963378906,339.6300048828125,336.3500061035156,338.510009765625,2595300,56869000000,0.82
020,2020-01-08,336.3699951171875,336.7799987792969,332.7799987792969,335.1600036621094,4963300,125520000000,-0.99
020,2020-01-09,335.8500061035156,337.8999938964844,332.7699890136719,334.0,7571500,199112000000,-0.35
020,2020-01-10,334.489990234375,334.9800109863281,331.3900146484375,332.2300109863281,4242700,93325000000,-0.53
020,2020-01-13,332.6600036621094,337.1499938964844,332.3500061035156,335.9700012207031,3730800,77454000000,1.13
020,2020-01-14,336.8599853515625,338.57000732421875,334.92999267578125,337.0899963378906,4012200,98765000000,0.33
020,2020-01-15,336.8399963378906,338.510009765625,334.8999938964844,338.17999267578125,3548800,87525000000,0.32
020,2020-01-16,337.44000244140625,338.6099853515625,335.0899963378906,336.510009765625,2975700,87900000000,-0.49
020,2020-01-17,337.44000244140625,339.7099914550781,335.989990234375,337.5799865722656,9149900,181865000000,0.32
020,2020-01-20,338.3500061035156,341.6700134277344,337.1000061035156,339.17999267578125,6761000,138366000000,0.47
020,2020-01-21,339.69000244140625,340.54998779296875,338.2300109863281,340.1700134277344,3833700,56188000000,0.29
020,2020-01-22,340.5,342.2900085449219,339.0899963378906,342.2900085449219,2790000,69934000000,0.62
020,2020-01-23,340.94000244140625,341.1600036621094,338.5799865722656,340.07000732421875,3329700,76706000000,-0.65
020,2020-01-28,332.8900146484375,334.8699951171875,330.8999938964844,332.9700012207031,4378300,130429000000,-2.09
020,2020-01-29,332.6099853515625,335.1000061035156,330.8900146484375,334.1300048828125,3349500,71110000000,0.35
020,2020-01-30,334.4100036621094,334.6400146484375,329.04998779296875,329.4200134277344,3531600,108138000000,-1.41
020,2020-01-31,330.7300109863281,331.8800048828125,327.8999938964844,329.29998779296875,3187200,88983000000,-0.04
020,2020-02-03,327.4200134277344,327.4800109863281,322.67999267578125,324.1600036621094,4351500,103278000000,-1.56
020,2020-02-04,323.8500061035156,326.3299865722656,322.2799987792969,324.8800048828125,3369900,97539000000,0.22
020,2020-02-05,325.1499938964844,326.5299987792969,323.3800048828125,324.7699890136719,3761500,92613000000,-0.03
020,2020-02-06,326.989990234375,333.010009765625,326.6300048828125,330.739990234375,6118000,118022000000,1.84
020,2020-02-07,331.04998779296875,331.9599914550781,328.20001220703125,331.0400085449219,5931300,115645000000,0.09
020,2020-02-10,328.25,331.1600036621094,327.70001220703125,328.9700012207031,5058100,110519000000,-0.63
020,2020-02-11,329.9100036621094,330.7099914550781,327.1499938964844,327.8900146484375,7072100,120553000000,-0.33
020,2020-02-12,327.260009765625,332.4599914550781,326.69000244140625,331.8599853515625,4189400,110675000000,1.21
020,2020-02-13,331.57000732421875,337.260009765625,331.1099853515625,333.7200012207031,5739800,168708000000,0.56
020,2020-02-14,334.0400085449219,336.2099914550781,330.8699951171875,332.3399963378906,3930000,92728000000,-0.41
020,2020-02-17,333.760009765625,334.6499938964844,332.0799865722656,333.489990234375,2452700,52601000000,0.35
020,2020-02-18,331.79998779296875,332.2300109863281,329.8800048828125,331.44000244140625,3458600,81996000000,-0.61
020,2020-02-19,332.67999267578125,332.7699890136719,328.8500061035156,330.6000061035156,2613400,69521000000,-0.25
020,2020-02-20,331.0799865722656,331.0799865722656,326.8399963378906,327.5299987792969,2920200,80154000000,-0.93
020,2020-02-21,325.3999938964844,326.3500061035156,321.9200134277344,323.3299865722656,3024400,86715000000,-1.28
020,2020-02-24,317.79998779296875,320.5899963378906,314.7699890136719,318.44000244140625,4962900,136254000000,-1.51
020,2020-02-25,316.7900085449219,319.1099853515625,315.3399963378906,318.32000732421875,4141500,101023000000,-0.04
020,2020-02-26,314.760009765625,316.45001220703125,312.6700134277344,315.5799865722656,4158400,106083000000,-0.86
020,2020-02-27,314.19000244140625,317.20001220703125,313.2200012207031,317.20001220703125,4104500,87663000000,0.51
020,2020-02-28,313.8999938964844,316.5299987792969,307.3599853515625,310.5199890136719,14466600,254400000000,-2.11
020,2020-03-02,308.989990234375,310.07000732421875,303.6199951171875,304.1700134277344,4475600,117177000000,-2.04
020,2020-03-03,307.67999267578125,308.1099853515625,302.010009765625,302.95001220703125,4273900,100775000000,-0.4
020,2020-03-04,304.04998779296875,315.69000244140625,303.1199951171875,315.69000244140625,3642500,123075000000,4.21
020,2020-03-05,319.6099853515625,322.4700012207031,315.7699890136719,320.010009765625,4327600,140076000000,1.37
020,2020-03-06,315.95001220703125,319.9599914550781,315.5199890136719,319.8299865722656,3359100,127822000000,-0.06
020,2020-03-09,313.0199890136719,316.54998779296875,311.3599853515625,313.9200134277344,3443800,105901000000,-1.85
020,2020-03-10,311.8800048828125,313.92999267578125,310.0299987792969,313.55999755859375,3357200,84581000000,-0.11
020,2020-03-11,312.69000244140625,313.1199951171875,306.989990234375,310.1499938964844,3572000,95276000000,-1.09
020,2020-03-12,309.010009765625,309.1099853515625,295.1700134277344,300.1400146484375,6026600,160291000000,-3.23
020,2020-03-13,277.1300048828125,288.7699890136719,270.3299865722656,282.5,8085000,222720000000,-5.88
020,2020-03-16,286.2799987792969,286.2799987792969,274.6000061035156,276.7900085449219,4143900,117557000000,-2.02
020,2020-03-17,266.0,274.1700134277344,264.3900146484375,268.4599914550781,4373800,124504000000,-3.01
020,2020-03-18,270.6099853515625,271.0,255.42999267578125,255.42999267578125,4893700,104647000000,-4.85
020,2020-03-19,258.1000061035156,258.739990234375,233.8699951171875,241.8699951171875,7699300,169760000000,-5.31
020,2020-03-20,247.13999938964844,251.86000061035156,240.52000427246094,248.39999389648438,5692400,125134000000,2.7
020,2020-03-23,234.8300018310547,241.5800018310547,232.19000244140625,235.13999938964844,5134600,106188000000,-5.34
020,2020-03-24,237.0500030517578,243.8699951171875,233.77999877929688,243.8699951171875,5928100,129195000000,3.71
020,2020-03-25,249.72000122070312,254.66000366210938,246.92999267578125,251.44000244140625,6629000,182151000000,3.1
020,2020-03-26,250.6300048828125,257.0899963378906,247.72999572753906,250.8699951171875,6501900,179288000000,-0.23
020,2020-03-27,259.6300048828125,260.3399963378906,250.8000030517578,255.67999267578125,5838100,149124000000,1.92
020,2020-03-30,248.80999755859375,257.6499938964844,246.83999633789062,254.66000366210938,4872500,112944000000,-0.4
020,2020-03-31,258.94000244140625,260.7699890136719,255.1300048828125,257.6700134277344,6306700,228756000000,1.18
020,2020-04-01,256.989990234375,264.20001220703125,252.6999969482422,253.3699951171875,5161800,148117000000,-1.67
020,2020-04-02,255.86000061035156,265.2099914550781,251.75999450683594,264.7300109863281,5905700,147983000000,4.48
020,2020-04-03,266.489990234375,266.7799987792969,260.67999267578125,264.9599914550781,4216800,117649000000,0.09
020,2020-04-06,266.44000244140625,280.9599914550781,266.44000244140625,280.17999267578125,6566000,159229000000,5.74
020,2020-04-07,284.010009765625,287.5299987792969,275.32000732421875,279.0799865722656,5972400,140252000000,-0.39
020,2020-04-08,279.1499938964844,290.2300109863281,276.30999755859375,282.44000244140625,4983400,167211000000,1.2
020,2020-04-09,287.7200012207031,288.44000244140625,281.05999755859375,282.70001220703125,4754600,121004000000,0.09
020,2020-04-10,283.3900146484375,284.6099853515625,280.510009765625,282.6400146484375,3689100,81447000000,-0.02
020,2020-04-13,281.3800048828125,281.3800048828125,275.8900146484375,276.54998779296875,3932700,88702000000,-2.15
020,2020-04-14,280.4800109863281,286.6000061035156,279.6000061035156,286.0799865722656,3894600,102359000000,3.45
020,2020-04-16,279.2099914550781,285.4700012207031,276.9700012207031,285.3399963378906,4019100,122490000000,-0.26
020,2020-04-17,288.05999755859375,292.6199951171875,288.05999755859375,289.0799865722656,6472000,118631000000,1.31
020,2020-04-20,290.7200012207031,300.0,290.3399963378906,296.8800048828125,6250900,147739000000,2.7
020,2020-04-21,295.25,301.739990234375,292.8699951171875,300.9599914550781,5767600,169773000000,1.37
020,2020-04-22,297.2099914550781,308.8500061035156,296.57000732421875,307.70001220703125,6036500,175048000000,2.24
020,2020-04-23,307.7799987792969,317.05999755859375,307.260009765625,311.0899963378906,4246200,127166000000,1.1
020,2020-04-24,307.54998779296875,309.3699951171875,303.4100036621094,303.92999267578125,7086100,114561000000,-2.3
020,2020-04-27,304.54998779296875,312.54998779296875,303.4200134277344,310.19000244140625,3482800,92713000000,2.06
020,2020-04-28,311.760009765625,314.8900146484375,308.57000732421875,309.32000732421875,3278500,90419000000,-0.28
020,2020-04-29,311.3800048828125,313.70001220703125,309.2300109863281,310.29998779296875,3534100,105582000000,0.32
020,2020-05-04,306.0,308.25,303.2699890136719,304.3999938964844,4097500,121152000000,-1.9
020,2020-05-06,306.20001220703125,307.1000061035156,299.6499938964844,302.0799865722656,3805600,109891000000,-0.76
020,2020-05-07,300.260009765625,306.3999938964844,298.20001220703125,304.3900146484375,3924500,103520000000,0.76
020,2020-05-08,307.7799987792969,311.3699951171875,304.1499938964844,305.1400146484375,4673900,106536000000,0.25
020,2020-05-11,306.3399963378906,308.94000244140625,303.92999267578125,304.17999267578125,4190400,100858000000,-0.31
020,2020-05-12,304.6199951171875,314.8900146484375,304.4800109863281,310.80999755859375,5442700,138918000000,2.18
020,2020-05-13,310.0799865722656,315.05999755859375,308.6300048828125,309.80999755859375,3389600,106865000000,-0.32
020,2020-05-14,309.92999267578125,311.3999938964844,307.510009765625,310.0400085449219,4565400,118210000000,0.07
020,2020-05-15,308.9599914550781,310.19000244140625,306.8399963378906,308.3699951171875,4715400,129115000000,-0.54
020,2020-05-18,311.3800048828125,314.9200134277344,307.2200012207031,308.6400146484375,5448200,130783000000,0.09
020,2020-05-19,312.3900146484375,314.1600036621094,310.8999938964844,312.2300109863281,4269100,104680000000,1.16
020,2020-05-20,312.010009765625,316.239990234375,311.7200012207031,313.9200134277344,4052400,104429000000,0.54
020,2020-05-21,317.3900146484375,317.3900146484375,311.8599853515625,312.760009765625,4946300,120088000000,-0.37
020,2020-05-22,313.6199951171875,314.989990234375,307.32000732421875,307.44000244140625,5227200,104801000000,-1.7
020,2020-05-25,310.2300109863281,313.5199890136719,308.7099914550781,311.3999938964844,3499400,88775000000,1.29
020,2020-05-26,310.510009765625,314.04998779296875,309.3699951171875,313.32000732421875,4186600,99306000000,0.62
020,2020-05-27,312.94000244140625,313.4800109863281,308.92999267578125,309.6700134277344,4135100,120399000000,-1.16
020,2020-05-28,308.6700134277344,311.8500061035156,307.55999755859375,310.19000244140625,4413000,115147000000,0.17
020,2020-05-29,309.3500061035156,317.20001220703125,308.9599914550781,314.1199951171875,5930000,163145000000,1.27
020,2020-06-01,315.510009765625,324.17999267578125,315.19000244140625,323.4800109863281,3922400,148191000000,2.98
020,2020-06-02,322.80999755859375,326.010009765625,321.55999755859375,324.5199890136719,3653500,121693000000,0.32
020,2020-06-03,326.3999938964844,332.6300048828125,326.3999938964844,330.05999755859375,5863600,170253000000,1.71
020,2020-06-04,332.7900085449219,333.1600036621094,325.739990234375,326.8599853515625,3972000,134653000000,-0.97
020,2020-06-05,326.5799865722656,326.7200012207031,321.4100036621094,323.7699890136719,4091100,125902000000,-0.95
020,2020-06-08,326.17999267578125,327.1199951171875,321.3999938964844,321.6300048828125,4094300,106020000000,-0.66
020,2020-06-09,322.55999755859375,325.1700134277344,318.45001220703125,319.69000244140625,3802100,96327000000,-0.6
020,2020-06-10,319.8500061035156,321.57000732421875,317.29998779296875,317.29998779296875,3819500,107127000000,-0.75
020,2020-06-11,316.0899963378906,318.0,307.7200012207031,311.20001220703125,6727800,192463000000,-1.92
020,2020-06-12,300.1000061035156,304.1300048828125,298.5799865722656,303.3900146484375,5007100,162744000000,-2.51
020,2020-06-15,299.2200012207031,304.1400146484375,291.0899963378906,291.0899963378906,4713700,140910000000,-4.05
020,2020-06-16,297.69000244140625,302.8599853515625,295.2699890136719,302.20001220703125,3874700,118530000000,3.82
020,2020-06-17,300.17999267578125,302.0899963378906,296.55999755859375,299.0799865722656,3856400,116306000000,-1.03
020,2020-06-18,296.6499938964844,300.7900085449219,295.8500061035156,298.0799865722656,2857800,85623000000,-0.33
020,2020-06-19,301.0199890136719,301.45001220703125,297.1199951171875,299.3900146484375,3346700,91603000000,0.44
020,2020-06-22,298.739990234375,305.9599914550781,297.75,301.2799987792969,4885400,102338000000,0.63
020,2020-06-23,302.8599853515625,304.0899963378906,297.989990234375,299.5400085449219,3506500,103622000000,-0.58
020,2020-06-24,300.1000061035156,300.7900085449219,298.5299987792969,299.2099914550781,2717500,78671000000,-0.11
020,2020-06-25,297.4100036621094,299.6700134277344,294.05999755859375,294.05999755859375,2869500,88086000000,-1.72
020,2020-06-26,295.0199890136719,306.3299865722656,294.1000061035156,301.8999938964844,5785300,141094000000,2.67
020,2020-06-29,296.739990234375,301.42999267578125,294.94000244140625,298.20001220703125,3569300,109094000000,-1.23
020,2020-06-30,300.7300109863281,304.5199890136719,298.8599853515625,302.9200134277344,3444200,114578000000,1.58
020,2020-07-01,305.8500061035156,315.0799865722656,304.3999938964844,311.32000732421875,5439400,258373000000,2.77
020,2020-07-02,314.8699951171875,318.9200134277344,310.0400085449219,317.5199890136719,5506900,175418000000,1.99
020,2020-07-03,318.07000732421875,321.17999267578125,313.5,313.69000244140625,2884700,104584000000,-1.21
020,2020-07-06,313.2300109863281,319.1499938964844,312.1400146484375,318.1499938964844,2521400,96022000000,1.42
020,2020-07-07,319.0,321.0899963378906,310.7799987792969,311.3999938964844,3890100,152050000000,-2.12
020,2020-07-08,311.17999267578125,315.7699890136719,309.4700012207031,310.1300048828125,3507700,129412000000,-0.41
020,2020-07-09,311.5199890136719,312.9800109863281,309.0299987792969,309.19000244140625,3954900,109876000000,-0.3
020,2020-07-10,308.239990234375,309.57000732421875,305.0400085449219,306.1000061035156,3260100,106466000000,-1.0
020,2020-07-13,307.80999755859375,309.67999267578125,305.07000732421875,308.1700134277344,3568400,88889000000,0.68
020,2020-07-14,308.2300109863281,317.4599914550781,307.42999267578125,312.3900146484375,4532100,143874000000,1.37
020,2020-07-15,316.25,317.8699951171875,310.7300109863281,312.4599914550781,4196300,121213000000,0.02
020,2020-07-16,311.82000732421875,313.54998779296875,309.8699951171875,311.5299987792969,2766200,91719000000,-0.3
020,2020-07-17,312.70001220703125,314.57000732421875,309.8299865722656,310.260009765625,2182200,72249000000,-0.41
