ticker,trade_date,eps,bps,per,pbr
036460,2020-01-02,5766,88750,6.48,0.42
036460,2020-01-03,5766,88750,6.43,0.42
036460,2020-01-06,5766,88750,6.34,0.41
036460,2020-01-07,5766,88750,6.35,0.41
036460,2020-01-08,5766,88750,6.09,0.4
036460,2020-01-09,5766,88750,6.13,0.4
036460,2020-01-10,5766,88750,6.05,0.39
036460,2020-01-13,5766,88750,6.15,0.4
036460,2020-01-14,5766,88750,6.13,0.4
036460,2020-01-15,5766,88750,6.16,0.4
036460,2020-01-16,5766,88750,6.08,0.39
036460,2020-01-17,5766,88750,6.08,0.39
036460,2020-01-20,5766,88750,6.07,0.39
036460,2020-01-21,5766,88750,6.05,0.39
036460,2020-01-22,5766,88750,6.04,0.39
036460,2020-01-23,5766,88750,6.06,0.39
036460,2020-01-28,5766,88750,5.76,0.37
036460,2020-01-29,5766,88750,5.76,0.37
036460,2020-01-30,5766,88750,5.71,0.37
036460,2020-01-31,5766,88750,5.64,0.37
036460,2020-02-03,5766,88750,5.5,0.36
036460,2020-02-04,5766,88750,5.54,0.36
036460,2020-02-05,5766,88750,5.7,0.37
036460,2020-02-06,5766,88750,5.79,0.38
036460,2020-02-07,5766,88750,5.84,0.38
036460,2020-02-10,5766,88750,5.8,0.38
036460,2020-02-11,5766,88750,5.81,0.38
036460,2020-02-12,5766,88750,5.78,0.38
036460,2020-02-13,5766,88750,5.79,0.38
036460,2020-02-14,5766,88750,5.66,0.37
036460,2020-02-17,5766,88750,5.74,0.37
036460,2020-02-18,5766,88750,5.74,0.37
036460,2020-02-19,5766,88750,5.66,0.37
036460,2020-02-20,5766,88750,5.6,0.36
036460,2020-02-21,5766,88750,5.48,0.36
036460,2020-02-24,5766,88750,5.27,0.34
036460,2020-02-25,5766,88750,5.2,0.34
036460,2020-02-26,5766,88750,5.11,0.33
036460,2020-02-27,5766,88750,5.02,0.33
036460,2020-02-28,5766,88750,4.87,0.32
036460,2020-03-02,5766,88750,4.69,0.3
036460,2020-03-03,5766,88750,4.71,0.31
036460,2020-03-04,5766,88750,4.72,0.31
036460,2020-03-05,5766,88750,4.81,0.31
036460,2020-03-06,5766,88750,4.68,0.3
036460,2020-03-09,5766,88750,4.47,0.29
036460,2020-03-10,5766,88750,4.39,0.29
036460,2020-03-11,5766,88750,4.36,0.28
036460,2020-03-12,5766,88750,4.14,0.27
036460,2020-03-13,5766,88750,3.77,0.25
036460,2020-03-16,5766,88750,3.66,0.24
036460,2020-03-17,5766,88750,3.44,0.22
036460,2020-03-18,5766,88750,3.15,0.2
036460,2020-03-19,5766,88750,2.88,0.19
036460,2020-03-20,5766,88750,3.36,0.22
036460,2020-03-23,5766,88750,3.17,0.21
036460,2020-03-24,5766,88750,3.36,0.22
036460,2020-03-25,5766,88750,3.56,0.23
036460,2020-03-26,5766,88750,3.56,0.23
036460,2020-03-27,5766,88750,3.66,0.24
036460,2020-03-30,5766,88750,3.7,0.24
036460,2020-03-31,5766,88750,3.73,0.24
036460,2020-04-01,5766,88750,3.66,0.24
036460,2020-04-02,5766,88750,3.77,0.25
036460,2020-04-03,5766,88750,3.83,0.25
036460,2020-04-06,5766,88750,4.05,0.26
036460,2020-04-07,5766,88750,4.18,0.27
036460,2020-04-08,5766,88750,4.18,0.27
036460,2020-04-09,5766,88750,4.24,0.28
036460,2020-04-10,5766,88750,4.4,0.29
036460,2020-04-13,5766,88750,4.65,0.3
036460,2020-04-14,5766,88750,4.67,0.3
036460,2020-04-16,5766,88750,4.61,0.3
036460,2020-04-17,5766,88750,4.67,0.3
036460,2020-04-20,5766,88750,4.75,0.31
036460,2020-04-21,5766,88750,4.63,0.3
036460,2020-04-22,5766,88750,4.49,0.29
036460,2020-04-23,5766,88750,4.64,0.3
036460,2020-04-24,5766,88750,4.55,0.3
036460,2020-04-27,5766,88750,4.67,0.3
036460,2020-04-28,5766,88750,4.64,0.3
036460,2020-04-29,5766,88750,4.67,0.3
036460,2020-05-04,395,85073,67.34,0.31
036460,2020-05-06,395,85073,67.59,0.31
036460,2020-05-07,395,85073,68.61,0.32
036460,2020-05-08,395,85073,69.37,0.32
036460,2020-05-11,395,85073,69.62,0.32
036460,2020-05-12,395,85073,68.1,0.32
036460,2020-05-13,395,85073,68.73,0.32
036460,2020-05-14,395,85073,68.61,0.32
036460,2020-05-15,395,85073,68.23,0.32
036460,2020-05-18,395,85073,68.35,0.32
036460,2020-05-19,395,85073,69.62,0.32
036460,2020-05-20,395,85073,70.13,0.33
036460,2020-05-21,395,85073,70.63,0.33
036460,2020-05-22,395,85073,70.13,0.33
036460,2020-05-25,395,85073,70.63,0.33
036460,2020-05-26,395,85073,72.03,0.33
036460,2020-05-27,395,85073,73.8,0.34
036460,2020-05-28,395,85073,73.8,0.34
036460,2020-05-29,395,85073,75.57,0.35
036460,2020-06-01,395,85073,74.18,0.34
036460,2020-06-02,395,85073,74.68,0.35
036460,2020-06-03,395,85073,76.46,0.35
036460,2020-06-04,395,85073,76.71,0.36
036460,2020-06-05,395,85073,79.37,0.37
036460,2020-06-08,395,85073,80.25,0.37
036460,2020-06-09,395,85073,77.72,0.36
036460,2020-06-10,395,85073,75.95,0.35
036460,2020-06-11,395,85073,74.05,0.34
036460,2020-06-12,395,85073,70.25,0.33
036460,2020-06-15,395,85073,64.94,0.3
036460,2020-06-16,395,85073,71.9,0.33
036460,2020-06-17,395,85073,70.0,0.33
036460,2020-06-18,395,85073,68.99,0.32
036460,2020-06-19,395,85073,68.73,0.32
036460,2020-06-22,395,85073,67.47,0.31
036460,2020-06-23,395,85073,67.72,0.31
036460,2020-06-24,395,85073,69.11,0.32
036460,2020-06-25,395,85073,67.09,0.31
036460,2020-06-26,395,85073,67.47,0.31
036460,2020-06-29,395,85073,65.7,0.31
036460,2020-06-30,395,85073,66.33,0.31
036460,2020-07-01,395,85073,66.08,0.31
036460,2020-07-02,395,85073,66.33,0.31
036460,2020-07-03,395,85073,66.46,0.31
036460,2020-07-06,395,85073,67.34,0.31
036460,2020-07-07,395,85073,66.58,0.31
036460,2020-07-08,395,85073,66.58,0.31
036460,2020-07-09,395,85073,66.71,0.31
036460,2020-07-10,395,85073,65.19,0.3
036460,2020-07-13,395,85073,66.33,0.31
036460,2020-07-14,395,85073,65.95,0.31
036460,2020-07-15,395,85073,66.58,0.31
036460,2020-07-16,395,85073,66.2,0.31
036460,2020-07-17,395,85073,66.08,0.31
036460,2020-07-20,395,85073,65.7,0.31
036460,2020-07-21,395,85073,65.19,0.3
036460,2020-07-22,395,85073,65.32,0.3
036460,2020-07-23,395,85073,64.56,0.3
036460,2020-07-24,395,85073,64.56,0.3
036460,2020-07-27,395,85073,64.43,0.3
036460,2020-07-28,395,85073,64.05,0.3
036460,2020-07-29,395,85073,64.3,0.3
036460,2020-07-30,395,85073,64.05,0.3
036460,2020-07-31,395,85073,64.18,0.3
036460,2020-08-03,395,85073,63.42,0.29
036460,2020-08-04,395,85073,63.42,0.29
036460,2020-08-05,395,85073,62.66,0.29
036460,2020-08-06,395,85073,63.04,0.29
036460,2020-08-07,395,85073,62.78,0.29
036460,2020-08-10,395,85073,62.53,0.29
036460,2020-08-11,395,85073,65.06,0.3
036460,2020-08-12,395,85073,66.96,0.31
036460,2020-08-13,395,85073,67.34,0.31
036460,2020-08-14,395,85073,66.96,0.31
036460,2020-08-18,395,85073,62.78,0.29
036460,2020-08-19,395,85073,62.78,0.29
036460,2020-08-20,395,85073,60.0,0.28
036460,2020-08-21,395,85073,60.25,0.28
036460,2020-08-24,395,85073,61.14,0.28
036460,2020-08-25,395,85073,62.28,0.29
036460,2020-08-26,395,85073,61.77,0.29
036460,2020-08-27,395,85073,60.0,0.28
036460,2020-08-28,395,85073,60.38,0.28
036460,2020-08-31,395,85073,59.75,0.28
036460,2020-09-01,395,85073,60.63,0.28
036460,2020-09-02,395,85073,61.01,0.28
036460,2020-09-03,395,85073,61.14,0.28
