ticker,trade_date,eps,bps,per,pbr
004020,2020-01-02,3037,125115,10.27,0.25
004020,2020-01-03,3037,125115,10.14,0.25
004020,2020-01-06,3037,125115,9.76,0.24
004020,2020-01-07,3037,125115,9.71,0.24
004020,2020-01-08,3037,125115,9.29,0.23
004020,2020-01-09,3037,125115,9.3,0.23
004020,2020-01-10,3037,125115,9.48,0.23
004020,2020-01-13,3037,125115,9.66,0.23
004020,2020-01-14,3037,125115,10.04,0.24
004020,2020-01-15,3037,125115,10.14,0.25
004020,2020-01-16,3037,125115,9.89,0.24
004020,2020-01-17,3037,125115,9.89,0.24
004020,2020-01-20,3037,125115,10.04,0.24
004020,2020-01-21,3037,125115,9.93,0.24
004020,2020-01-22,3037,125115,9.91,0.24
004020,2020-01-23,3037,125115,9.73,0.24
004020,2020-01-28,3037,125115,9.2,0.22
004020,2020-01-29,3037,125115,9.37,0.23
004020,2020-01-30,3037,125115,9.47,0.23
004020,2020-01-31,3037,125115,9.32,0.23
004020,2020-02-03,3037,125115,9.04,0.22
004020,2020-02-04,3037,125115,9.1,0.22
004020,2020-02-05,3037,125115,9.17,0.22
004020,2020-02-06,3037,125115,9.75,0.24
004020,2020-02-07,3037,125115,9.7,0.24
004020,2020-02-10,3037,125115,9.78,0.24
004020,2020-02-11,3037,125115,9.7,0.24
004020,2020-02-12,3037,125115,9.76,0.24
004020,2020-02-13,3037,125115,9.76,0.24
004020,2020-02-14,3037,125115,9.57,0.23
004020,2020-02-17,3037,125115,9.53,0.23
004020,2020-02-18,3037,125115,9.48,0.23
004020,2020-02-19,3037,125115,9.32,0.23
004020,2020-02-20,3037,125115,9.1,0.22
004020,2020-02-21,3037,125115,8.87,0.22
004020,2020-02-24,3037,125115,8.38,0.2
004020,2020-02-25,3037,125115,8.4,0.2
004020,2020-02-26,3037,125115,8.3,0.2
004020,2020-02-27,3037,125115,8.23,0.2
004020,2020-02-28,3037,125115,7.85,0.19
004020,2020-03-02,3037,125115,7.84,0.19
004020,2020-03-03,3037,125115,7.89,0.19
004020,2020-03-04,3037,125115,8.03,0.2
004020,2020-03-05,3037,125115,8.35,0.2
004020,2020-03-06,3037,125115,8.03,0.2
004020,2020-03-09,3037,125115,7.59,0.18
004020,2020-03-10,3037,125115,7.59,0.18
004020,2020-03-11,3037,125115,7.29,0.18
004020,2020-03-12,3037,125115,6.72,0.16
004020,2020-03-13,3037,125115,6.29,0.15
004020,2020-03-16,3037,125115,5.96,0.14
004020,2020-03-17,3037,125115,5.68,0.14
004020,2020-03-18,3037,125115,5.22,0.13
004020,2020-03-19,3037,125115,4.38,0.11
004020,2020-03-20,3037,125115,4.51,0.11
004020,2020-03-23,3037,125115,4.33,0.11
004020,2020-03-24,3037,125115,4.97,0.12
004020,2020-03-25,3037,125115,5.75,0.14
004020,2020-03-26,3037,125115,5.83,0.14
004020,2020-03-27,3037,125115,5.88,0.14
004020,2020-03-30,3037,125115,5.78,0.14
004020,2020-03-31,3037,125115,5.91,0.14
004020,2020-04-01,3037,125115,5.56,0.14
004020,2020-04-02,3037,125115,5.66,0.14
004020,2020-04-03,3037,125115,5.66,0.14
004020,2020-04-06,3037,125115,5.86,0.14
004020,2020-04-07,3037,125115,5.98,0.15
004020,2020-04-08,3037,125115,5.88,0.14
004020,2020-04-09,3037,125115,6.12,0.15
004020,2020-04-10,3037,125115,6.63,0.16
004020,2020-04-13,3037,125115,6.39,0.16
004020,2020-04-14,3037,125115,6.5,0.16
004020,2020-04-16,3037,125115,6.29,0.15
004020,2020-04-17,3037,125115,6.5,0.16
004020,2020-04-20,3037,125115,6.54,0.16
004020,2020-04-21,3037,125115,6.39,0.16
004020,2020-04-22,3037,125115,6.22,0.15
004020,2020-04-23,3037,125115,6.22,0.15
004020,2020-04-24,3037,125115,6.22,0.15
004020,2020-04-27,3037,125115,6.42,0.16
004020,2020-04-28,3037,125115,6.5,0.16
004020,2020-04-29,3037,125115,7.11,0.17
004020,2020-05-04,130,126631,160.77,0.17
004020,2020-05-06,130,126631,160.77,0.17
004020,2020-05-07,130,126631,161.15,0.17
004020,2020-05-08,130,126631,163.46,0.17
004020,2020-05-11,130,126631,158.46,0.16
004020,2020-05-12,130,126631,153.46,0.16
004020,2020-05-13,130,126631,151.54,0.16
004020,2020-05-14,130,126631,152.31,0.16
004020,2020-05-15,130,126631,148.85,0.15
004020,2020-05-18,130,126631,146.92,0.15
004020,2020-05-19,130,126631,154.23,0.16
004020,2020-05-20,130,126631,153.08,0.16
004020,2020-05-21,130,126631,157.69,0.16
004020,2020-05-22,130,126631,153.08,0.16
004020,2020-05-25,130,126631,150.38,0.15
004020,2020-05-26,130,126631,155.77,0.16
004020,2020-05-27,130,126631,164.62,0.17
004020,2020-05-28,130,126631,163.85,0.17
004020,2020-05-29,130,126631,168.08,0.17
004020,2020-06-01,130,126631,166.15,0.17
004020,2020-06-02,130,126631,170.0,0.17
004020,2020-06-03,130,126631,194.23,0.2
004020,2020-06-04,130,126631,185.0,0.19
004020,2020-06-05,130,126631,188.85,0.19
004020,2020-06-08,130,126631,193.46,0.2
004020,2020-06-09,130,126631,191.92,0.2
004020,2020-06-10,130,126631,187.69,0.19
004020,2020-06-11,130,126631,183.85,0.19
004020,2020-06-12,130,126631,175.0,0.18
004020,2020-06-15,130,126631,159.62,0.16
004020,2020-06-16,130,126631,170.0,0.17
004020,2020-06-17,130,126631,165.77,0.17
004020,2020-06-18,130,126631,166.92,0.17
004020,2020-06-19,130,126631,173.08,0.18
004020,2020-06-22,130,126631,168.85,0.17
004020,2020-06-23,130,126631,163.85,0.17
004020,2020-06-24,130,126631,165.0,0.17
004020,2020-06-25,130,126631,158.46,0.16
004020,2020-06-26,130,126631,160.38,0.16
004020,2020-06-29,130,126631,154.23,0.16
004020,2020-06-30,130,126631,157.69,0.16
004020,2020-07-01,130,126631,157.31,0.16
004020,2020-07-02,130,126631,159.23,0.16
004020,2020-07-03,130,126631,161.92,0.17
004020,2020-07-06,130,126631,165.0,0.17
004020,2020-07-07,130,126631,163.08,0.17
004020,2020-07-08,130,126631,164.62,0.17
004020,2020-07-09,130,126631,163.46,0.17
004020,2020-07-10,130,126631,157.31,0.16
004020,2020-07-13,130,126631,161.92,0.17
004020,2020-07-14,130,126631,159.62,0.16
004020,2020-07-15,130,126631,172.31,0.18
004020,2020-07-16,130,126631,181.54,0.19
004020,2020-07-17,130,126631,183.85,0.19
004020,2020-07-20,130,126631,202.31,0.21
004020,2020-07-21,130,126631,205.38,0.21
004020,2020-07-22,130,126631,208.85,0.21
004020,2020-07-23,130,126631,198.08,0.2
004020,2020-07-24,130,126631,195.77,0.2
004020,2020-07-27,130,126631,199.62,0.2
004020,2020-07-28,130,126631,197.69,0.2
004020,2020-07-29,130,126631,197.31,0.2
004020,2020-07-30,130,126631,195.38,0.2
004020,2020-07-31,130,126631,190.77,0.2
004020,2020-08-03,130,126631,185.77,0.19
004020,2020-08-04,130,126631,193.46,0.2
004020,2020-08-05,130,126631,190.0,0.2
004020,2020-08-06,130,126631,202.31,0.21
004020,2020-08-07,130,126631,199.23,0.2
