ticker,trade_date,eps,bps,per,pbr
007340,2020-01-02,6391,54280,4.59,0.54
007340,2020-01-03,6391,54280,4.58,0.54
007340,2020-01-06,6391,54280,4.56,0.54
007340,2020-01-07,6391,54280,4.59,0.54
007340,2020-01-08,6391,54280,4.44,0.52
007340,2020-01-09,6391,54280,4.43,0.52
007340,2020-01-10,6391,54280,4.42,0.52
007340,2020-01-13,6391,54280,4.49,0.53
007340,2020-01-14,6391,54280,4.58,0.54
007340,2020-01-15,6391,54280,4.57,0.54
007340,2020-01-16,6391,54280,4.54,0.53
007340,2020-01-17,6391,54280,4.48,0.53
007340,2020-01-20,6391,54280,4.55,0.54
007340,2020-01-21,6391,54280,4.55,0.54
007340,2020-01-22,6391,54280,4.55,0.54
007340,2020-01-23,6391,54280,4.58,0.54
007340,2020-01-28,6391,54280,4.55,0.54
007340,2020-01-29,6391,54280,4.54,0.53
007340,2020-01-30,6391,54280,4.54,0.53
007340,2020-01-31,6391,54280,4.53,0.53
007340,2020-02-03,6391,54280,4.51,0.53
007340,2020-02-04,6391,54280,4.53,0.53
007340,2020-02-05,6391,54280,4.55,0.54
007340,2020-02-06,6391,54280,4.56,0.54
007340,2020-02-07,6391,54280,4.55,0.54
007340,2020-02-10,6391,54280,4.47,0.53
007340,2020-02-11,6391,54280,4.48,0.53
007340,2020-02-12,6391,54280,4.51,0.53
007340,2020-02-13,6391,54280,4.48,0.53
007340,2020-02-14,6391,54280,4.42,0.52
007340,2020-02-17,6391,54280,4.48,0.53
007340,2020-02-18,6391,54280,4.45,0.52
007340,2020-02-19,6391,54280,4.43,0.52
007340,2020-02-20,6391,54280,4.4,0.52
007340,2020-02-21,6391,54280,4.33,0.51
007340,2020-02-24,6391,54280,4.3,0.51
007340,2020-02-25,6391,54280,4.44,0.52
007340,2020-02-26,6391,54280,4.43,0.52
007340,2020-02-27,6391,54280,4.42,0.52
007340,2020-02-28,6391,54280,4.34,0.51
007340,2020-03-02,6391,54280,4.27,0.5
007340,2020-03-03,6391,54280,4.37,0.51
007340,2020-03-04,6391,54280,4.49,0.53
007340,2020-03-05,6391,54280,4.5,0.53
007340,2020-03-06,6391,54280,4.41,0.52
007340,2020-03-09,6391,54280,4.34,0.51
007340,2020-03-10,6391,54280,4.12,0.49
007340,2020-03-11,6391,54280,4.12,0.48
007340,2020-03-12,6391,54280,4.02,0.47
007340,2020-03-13,6391,54280,4.02,0.47
007340,2020-03-16,6391,54280,3.98,0.47
007340,2020-03-17,6391,54280,3.91,0.46
007340,2020-03-18,6391,54280,3.72,0.44
007340,2020-03-19,6391,54280,3.43,0.4
007340,2020-03-20,6391,54280,3.58,0.42
007340,2020-03-23,6391,54280,3.55,0.42
007340,2020-03-24,6391,54280,3.58,0.42
007340,2020-03-25,6391,54280,3.96,0.47
007340,2020-03-26,6391,54280,3.94,0.46
007340,2020-03-27,6391,54280,4.04,0.48
007340,2020-03-30,6391,54280,3.97,0.47
007340,2020-03-31,6391,54280,3.94,0.46
007340,2020-04-01,6391,54280,3.94,0.46
007340,2020-04-02,6391,54280,3.87,0.46
007340,2020-04-03,6391,54280,3.8,0.45
007340,2020-04-06,6391,54280,3.79,0.45
007340,2020-04-07,6391,54280,3.83,0.45
007340,2020-04-08,6391,54280,3.83,0.45
007340,2020-04-09,6391,54280,3.87,0.46
007340,2020-04-10,6391,54280,3.83,0.45
007340,2020-04-13,6391,54280,3.72,0.44
007340,2020-04-14,6391,54280,3.77,0.44
007340,2020-04-16,6391,54280,3.7,0.44
007340,2020-04-17,6391,54280,3.77,0.44
007340,2020-04-20,6391,54280,3.77,0.44
007340,2020-04-21,6391,54280,3.79,0.45
007340,2020-04-22,6391,54280,3.76,0.44
007340,2020-04-23,6391,54280,3.82,0.45
007340,2020-04-24,6391,54280,3.8,0.45
007340,2020-04-27,6391,54280,3.79,0.45
007340,2020-04-28,6391,54280,3.86,0.45
007340,2020-04-29,6391,54280,3.96,0.47
007340,2020-05-04,7539,60240,3.28,0.41
007340,2020-05-06,7539,60240,3.31,0.41
007340,2020-05-07,7539,60240,3.41,0.43
007340,2020-05-08,7539,60240,3.44,0.43
007340,2020-05-11,7539,60240,3.42,0.43
007340,2020-05-12,7539,60240,3.31,0.41
007340,2020-05-13,7539,60240,3.33,0.42
007340,2020-05-14,7539,60240,3.24,0.41
007340,2020-05-15,7539,60240,3.28,0.41
007340,2020-05-18,7539,60240,3.3,0.41
007340,2020-05-19,7539,60240,3.42,0.43
007340,2020-05-20,7539,60240,3.38,0.42
007340,2020-05-21,7539,60240,3.43,0.43
007340,2020-05-22,7539,60240,3.35,0.42
007340,2020-05-25,7539,60240,3.36,0.42
007340,2020-05-26,7539,60240,3.37,0.42
007340,2020-05-27,7539,60240,3.43,0.43
007340,2020-05-28,7539,60240,3.44,0.43
