ticker,trade_date,open_price,high_price,low_price,close_price,volume,turnover,shares_outstanding
0126Z0,2025-11-24,611000,611000,428500,438500,1178683,556527000000,24883049
0126Z0,2025-11-25,395000,412000,330000,335500,1690325,613035000000,24883049
0126Z0,2025-11-26,337000,394500,329000,363000,2178506,802280000000,24883049
0126Z0,2025-11-27,351000,458500,351000,434500,2858529,1202736000000,24883049
0126Z0,2025-11-28,437000,476000,425500,429000,1666338,743170000000,24883049
0126Z0,2025-12-01,429500,436500,395000,398000,884247,358469000000,24883049
0126Z0,2025-12-02,402000,449000,385000,442000,1923357,825303000000,24883049
0126Z0,2025-12-03,454500,562000,452500,549000,3759058,1927954000000,24883049
0126Z0,2025-12-04,537000,578000,525000,557000,1946500,1082462000000,24883049
0126Z0,2025-12-05,552000,590000,514000,515000,1284866,713923000000,24883049
0126Z0,2025-12-08,525000,537000,506000,515000,681006,354015000000,24883049
0126Z0,2025-12-09,521000,585000,519000,575000,2149855,1210428000000,24883049
0126Z0,2025-12-10,569000,577000,555000,565000,634546,358843000000,24883049
0126Z0,2025-12-11,572000,606000,563000,569000,1277380,746774000000,24883049
0126Z0,2025-12-12,571000,689000,570000,661000,2493488,1587698000000,24883049
0126Z0,2025-12-15,650000,739000,649000,709000,1591265,1098578000000,24883049
0126Z0,2025-12-16,718000,759000,707000,712000,1281265,935233000000,24883049
0126Z0,2025-12-17,712000,713000,660000,666000,741249,506747000000,24883049
0126Z0,2025-12-18,648000,720000,648000,680000,1039039,720805000000,24883049
0126Z0,2025-12-19,693000,703000,663000,673000,433458,293930000000,24883049
0126Z0,2025-12-22,686000,688000,650000,663000,411969,273981000000,24883049
0126Z0,2025-12-23,668000,672000,640000,652000,411504,269988000000,24883049
0126Z0,2025-12-24,649000,669000,636000,638000,391074,253298000000,24883049
0126Z0,2025-12-26,639000,705000,637000,680000,919960,623403000000,24883049
0126Z0,2025-12-29,691000,750000,680000,739000,741759,531545000000,24883049
0126Z0,2025-12-30,743000,765000,726000,743000,676279,506346000000,24883049
