ticker,trade_date,open_price,high_price,low_price,close_price,volume,turnover,shares_outstanding
051900,2020-01-02,1254000,1272000,1249000,1266000,24426,30791000000,15618197
051900,2020-01-03,1273000,1282000,1259000,1263000,29170,37075000000,15618197
051900,2020-01-06,1252000,1269000,1249000,1249000,19929,25031000000,15618197
051900,2020-01-07,1262000,1347000,1251000,1343000,62787,82683000000,15618197
051900,2020-01-08,1314000,1350000,1313000,1345000,43472,57964000000,15618197
051900,2020-01-09,1332000,1351000,1324000,1324000,41494,55226000000,15618197
051900,2020-01-10,1316000,1355000,1316000,1343000,22346,30047000000,15618197
051900,2020-01-13,1344000,1425000,1343000,1404000,49449,69187000000,15618197
051900,2020-01-14,1446000,1446000,1402000,1411000,47813,67644000000,15618197
051900,2020-01-15,1401000,1425000,1395000,1422000,42809,60674000000,15618197
051900,2020-01-16,1420000,1422000,1402000,1405000,33389,47043000000,15618197
051900,2020-01-17,1406000,1423000,1402000,1406000,35291,49703000000,15618197
051900,2020-01-20,1407000,1423000,1377000,1387000,45475,63487000000,15618197
051900,2020-01-21,1386000,1397000,1340000,1343000,50018,67839000000,15618197
051900,2020-01-22,1355000,1368000,1352000,1368000,39024,53132000000,15618197
051900,2020-01-23,1351000,1364000,1334000,1349000,50508,68005000000,15618197
051900,2020-01-28,1302000,1309000,1252000,1253000,98803,125092000000,15618197
051900,2020-01-29,1287000,1317000,1262000,1296000,132198,171388000000,15618197
051900,2020-01-30,1294000,1296000,1258000,1262000,72600,91827000000,15618197
051900,2020-01-31,1275000,1278000,1256000,1258000,50358,63641000000,15618197
051900,2020-02-03,1249000,1256000,1230000,1250000,47434,59084000000,15618197
051900,2020-02-04,1257000,1274000,1245000,1269000,44714,56359000000,15618197
051900,2020-02-05,1271000,1305000,1270000,1302000,58788,76096000000,15618197
051900,2020-02-06,1334000,1358000,1311000,1354000,69729,93925000000,15618197
051900,2020-02-07,1354000,1363000,1337000,1352000,58273,78542000000,15618197
051900,2020-02-10,1342000,1357000,1341000,1356000,31814,43001000000,15618197
