ticker,trade_date,open_price,high_price,low_price,close_price,volume,turnover,shares_outstanding
018260,2020-01-02,194500,195000,192000,192000,59743,11502000000,77377800
018260,2020-01-03,193500,195000,191500,192500,66452,12818000000,77377800
018260,2020-01-06,191000,192500,190000,190500,64597,12326000000,77377800
018260,2020-01-07,192000,193000,191000,192500,51281,9854000000,77377800
018260,2020-01-08,190500,190500,188000,188500,91742,17311000000,77377800
018260,2020-01-09,189500,192000,189000,192000,91492,17462000000,77377800
018260,2020-01-10,191000,197000,191000,196000,139691,27168000000,77377800
018260,2020-01-13,196000,198000,194500,197500,91808,18082000000,77377800
018260,2020-01-14,197500,198500,196500,198000,71513,14121000000,77377800
018260,2020-01-15,197500,198000,196000,197500,73997,14577000000,77377800
018260,2020-01-16,196500,197500,194500,197000,65021,12757000000,77377800
018260,2020-01-17,197000,199500,196000,199500,93376,18525000000,77377800
018260,2020-01-20,200000,206000,199500,204000,179569,36665000000,77377800
018260,2020-01-21,204500,205000,202000,204000,83022,16957000000,77377800
018260,2020-01-22,204000,206000,202000,206000,83472,17080000000,77377800
018260,2020-01-23,204000,207000,203500,205000,78101,15997000000,77377800
018260,2020-01-28,199500,202500,194500,195000,130785,25820000000,77377800
018260,2020-01-29,196500,198500,192000,198000,125502,24540000000,77377800
018260,2020-01-30,198000,204000,195000,201000,221159,44184000000,77377800
018260,2020-01-31,201000,201500,194000,194000,148197,29197000000,77377800
018260,2020-02-03,190500,194500,190500,191500,132085,25377000000,77377800
018260,2020-02-04,191500,195000,190500,194000,137463,26480000000,77377800
018260,2020-02-05,195500,195500,192000,193000,112312,21727000000,77377800
018260,2020-02-06,195500,200000,194000,200000,109667,21704000000,77377800
018260,2020-02-07,197500,198500,195500,198000,79562,15663000000,77377800
018260,2020-02-10,196000,199000,194500,198500,69634,13732000000,77377800
018260,2020-02-11,199000,201000,197500,199500,108382,21640000000,77377800
018260,2020-02-12,198000,202000,198000,200500,77691,15539000000,77377800
018260,2020-02-13,200500,201500,198000,198000,121745,24279000000,77377800
018260,2020-02-14,196000,201000,195500,200000,77990,15503000000,77377800
018260,2020-02-17,200000,203500,198000,201500,97633,19670000000,77377800
018260,2020-02-18,200500,202000,198500,199000,98236,19640000000,77377800
018260,2020-02-19,201000,201500,197000,199000,84179,16765000000,77377800
018260,2020-02-20,199000,200000,195500,195500,83102,16373000000,77377800
018260,2020-02-21,194500,195000,191500,191500,102180,19694000000,77377800
018260,2020-02-24,187500,187500,181500,182000,177689,32658000000,77377800
018260,2020-02-25,182500,184000,180000,183000,136536,24875000000,77377800
018260,2020-02-26,180000,181000,178500,179500,152177,27326000000,77377800
018260,2020-02-27,179000,179500,171000,173000,175474,30651000000,77377800
018260,2020-02-28,169500,172000,165500,166500,227314,38251000000,77377800
018260,2020-03-02,167000,170500,164500,168000,175676,29510000000,77377800
018260,2020-03-03,173500,174000,168000,169500,128842,22141000000,77377800
018260,2020-03-04,168000,181000,168000,179500,217843,38630000000,77377800
018260,2020-03-05,180500,182000,178000,181000,155810,28125000000,77377800
018260,2020-03-06,177000,178500,175500,178000,128619,22756000000,77377800
018260,2020-03-09,173000,175000,168500,169000,192115,32798000000,77377800
018260,2020-03-10,169000,173000,168500,169500,187060,31843000000,77377800
018260,2020-03-11,169500,171000,164500,166500,163684,27350000000,77377800
018260,2020-03-12,167000,167500,155500,158000,281229,44942000000,77377800
018260,2020-03-13,144000,155000,143500,152000,390416,58329000000,77377800
018260,2020-03-16,153000,156000,148500,148500,144413,21833000000,77377800
018260,2020-03-17,142000,149500,141500,143000,200410,28929000000,77377800
018260,2020-03-18,146000,151500,141000,141000,221415,32536000000,77377800
018260,2020-03-19,144500,147500,132500,139000,312816,43679000000,77377800
018260,2020-03-20,141500,145000,137500,145000,243413,34658000000,77377800
018260,2020-03-23,135500,140000,133500,137000,196608,26934000000,77377800
018260,2020-03-24,141000,146000,137000,146000,201754,28815000000,77377800
018260,2020-03-25,150000,152500,144500,148500,280289,41467000000,77377800
018260,2020-03-26,147000,149000,143000,143500,287659,41828000000,77377800
018260,2020-03-27,149000,149500,141500,146000,231557,33609000000,77377800
018260,2020-03-30,144500,151500,141000,151500,180056,26255000000,77377800
018260,2020-03-31,151500,154000,146500,149500,219481,32942000000,77377800
018260,2020-04-01,147000,149000,141000,141000,181130,26370000000,77377800
018260,2020-04-02,142500,146500,141000,144000,174997,25166000000,77377800
018260,2020-04-03,144000,147000,143000,144500,145263,21038000000,77377800
018260,2020-04-06,147500,157000,147000,154500,261338,39567000000,77377800
018260,2020-04-07,158000,161500,153000,156500,236291,36897000000,77377800
018260,2020-04-08,156500,160500,156000,156500,245426,38856000000,77377800
018260,2020-04-09,159500,161500,156000,156500,193007,30375000000,77377800
018260,2020-04-10,155500,159000,154500,157500,207611,32479000000,77377800
018260,2020-04-13,158000,158000,152000,152000,133761,20679000000,77377800
018260,2020-04-14,154000,157000,153000,157000,126808,19695000000,77377800
018260,2020-04-16,155000,160500,154500,158000,235171,37139000000,77377800
018260,2020-04-17,161000,168000,160500,164000,282748,46555000000,77377800
018260,2020-04-20,165500,172000,165000,166000,241786,40749000000,77377800
018260,2020-04-21,165500,170500,161000,165500,301031,49681000000,77377800
018260,2020-04-22,162500,166000,161000,166000,169970,27730000000,77377800
018260,2020-04-23,166000,167000,162500,163000,251703,41266000000,77377800
018260,2020-04-24,160500,161500,156000,157000,311307,49124000000,77377800
018260,2020-04-27,158000,160500,157000,159000,142818,22703000000,77377800
018260,2020-04-28,159500,162500,158000,158500,162185,25857000000,77377800
018260,2020-04-29,160000,163000,158500,162500,171119,27659000000,77377800
018260,2020-05-04,158500,159000,156500,156500,189459,29902000000,77377800
018260,2020-05-06,158500,165000,157500,162000,212012,34221000000,77377800
018260,2020-05-07,163500,179000,163000,177000,742642,128036000000,77377800
018260,2020-05-08,178000,182500,175500,176000,402480,71797000000,77377800
018260,2020-05-11,179500,184500,178500,180500,415735,75565000000,77377800
018260,2020-05-12,181000,183000,172500,176000,356029,63035000000,77377800
018260,2020-05-13,172000,181000,171000,179000,307821,54672000000,77377800
018260,2020-05-14,177000,179500,173500,174500,242885,42641000000,77377800
018260,2020-05-15,176500,176500,172000,175000,161437,28128000000,77377800
018260,2020-05-18,175500,176000,170500,172000,176116,30428000000,77377800
018260,2020-05-19,176000,177000,172500,175000,192010,33583000000,77377800
018260,2020-05-20,174500,179500,174000,178000,163022,28897000000,77377800
018260,2020-05-21,180000,180000,175500,177500,191223,33830000000,77377800
018260,2020-05-22,177500,177500,172000,174500,156223,27255000000,77377800
018260,2020-05-25,176000,186500,172000,186000,396017,71459000000,77377800
018260,2020-05-26,186500,189000,184500,188000,287313,53696000000,77377800
018260,2020-05-27,186500,189000,184000,185500,174337,32487000000,77377800
018260,2020-05-28,185000,195000,184500,187000,399335,75598000000,77377800
018260,2020-05-29,188000,191500,184500,190500,279814,52735000000,77377800
018260,2020-06-01,189500,191500,188500,191000,143373,27288000000,77377800
018260,2020-06-02,190000,193000,189000,190000,152425,29053000000,77377800
018260,2020-06-03,192000,192500,186000,186500,253698,47841000000,77377800
018260,2020-06-04,186500,188000,181000,182500,368896,67732000000,77377800
018260,2020-06-05,182500,184500,179000,184500,246845,44952000000,77377800
018260,2020-06-08,186000,186500,181500,183000,166187,30405000000,77377800
018260,2020-06-09,186000,186000,181500,183500,166217,30497000000,77377800
018260,2020-06-10,183000,188000,182500,187500,233945,43575000000,77377800
018260,2020-06-11,186000,187000,182000,185500,236230,43574000000,77377800
018260,2020-06-12,178500,180000,177000,179000,214351,38354000000,77377800
018260,2020-06-15,177500,182000,169500,169500,258685,45402000000,77377800
018260,2020-06-16,174000,180500,173000,180500,194884,34681000000,77377800
018260,2020-06-17,179000,181500,177000,180500,150778,27051000000,77377800
018260,2020-06-18,178000,179500,176500,177000,115936,20618000000,77377800
018260,2020-06-19,179500,179500,175000,177000,129746,22947000000,77377800
018260,2020-06-22,175000,179500,174500,176000,113788,20211000000,77377800
018260,2020-06-23,177500,181500,175000,177500,180341,32114000000,77377800
018260,2020-06-24,178500,180500,177000,179000,122032,21869000000,77377800
018260,2020-06-25,175000,177500,174000,174000,138774,24309000000,77377800
018260,2020-06-26,176000,176000,172000,174000,110691,19229000000,77377800
018260,2020-06-29,171000,174000,168500,169000,117760,20079000000,77377800
018260,2020-06-30,171000,171000,168500,168500,135221,22929000000,77377800
018260,2020-07-01,170500,173000,169000,171000,98329,16873000000,77377800
018260,2020-07-02,172500,177500,171500,176500,119195,20954000000,77377800
018260,2020-07-03,176500,178500,175000,177500,91334,16170000000,77377800
018260,2020-07-06,179000,179000,175500,178000,97063,17230000000,77377800
018260,2020-07-07,179500,180000,176500,177000,105224,18735000000,77377800
018260,2020-07-08,177500,180500,177000,178000,122050,21824000000,77377800
018260,2020-07-09,180000,180000,175500,177500,138180,24513000000,77377800
018260,2020-07-10,178000,179500,175500,179000,126125,22341000000,77377800
018260,2020-07-13,180000,184000,177500,183500,183988,33481000000,77377800
018260,2020-07-14,182500,185000,181500,184500,109193,20001000000,77377800
018260,2020-07-15,186000,187500,182500,183000,127883,23560000000,77377800
018260,2020-07-16,183000,183500,177000,179000,120077,21612000000,77377800
018260,2020-07-17,179000,182500,178500,180500,100801,18171000000,77377800
018260,2020-07-20,181000,181000,176000,180500,116724,20776000000,77377800
018260,2020-07-21,180000,181000,178500,180000,90356,16275000000,77377800
018260,2020-07-22,179000,180000,177000,177500,99321,17706000000,77377800
018260,2020-07-23,177000,177000,173500,173500,145642,25397000000,77377800
018260,2020-07-24,172000,173500,170500,170500,120908,20759000000,77377800
018260,2020-07-27,171000,176500,171000,173500,99521,17343000000,77377800
018260,2020-07-28,175000,176000,173500,174000,112175,19553000000,77377800
018260,2020-07-29,172500,174000,171000,171500,96495,16612000000,77377800
018260,2020-07-30,171500,173000,169500,169500,147496,25179000000,77377800
018260,2020-07-31,170000,171000,166500,166500,216569,36355000000,77377800
018260,2020-08-03,168000,168500,166500,167000,115256,19303000000,77377800
018260,2020-08-04,167500,170000,167000,167500,125955,21221000000,77377800
018260,2020-08-05,168000,169500,167000,167500,165661,27839000000,77377800
018260,2020-08-06,169000,171500,168500,169500,157527,26757000000,77377800
018260,2020-08-07,170000,170500,166000,167000,185711,31094000000,77377800
018260,2020-08-10,166000,166500,164000,164500,194407,32023000000,77377800
018260,2020-08-11,165000,167000,164000,165500,208479,34485000000,77377800
018260,2020-08-12,165500,172500,165000,172500,291858,49318000000,77377800
018260,2020-08-13,172500,173500,168000,170000,243932,41660000000,77377800
018260,2020-08-14,170500,172000,167500,169000,153695,26010000000,77377800
018260,2020-08-18,169500,171500,166500,167000,225888,38188000000,77377800
018260,2020-08-19,168000,168000,166000,166000,93726,15645000000,77377800
018260,2020-08-20,165000,165500,159000,159000,198717,32089000000,77377800
018260,2020-08-21,159500,160500,155500,158000,175466,27810000000,77377800
018260,2020-08-24,158500,161500,157000,159500,139510,22227000000,77377800
018260,2020-08-25,160500,161500,158500,161500,134536,21562000000,77377800
018260,2020-08-26,161500,163000,158500,159500,132530,21210000000,77377800
018260,2020-08-27,161500,163000,159000,159000,157082,25253000000,77377800
018260,2020-08-28,159500,160500,158000,158500,129999,20678000000,77377800
018260,2020-08-31,160000,163000,157500,157500,274563,43764000000,77377800
018260,2020-09-01,157500,160000,157000,159000,112178,17809000000,77377800
018260,2020-09-02,159500,161500,159000,161500,110943,17752000000,77377800
018260,2020-09-03,161500,161500,159500,159500,106519,17079000000,77377800
018260,2020-09-04,155500,159000,155500,157000,152981,23983000000,77377800
018260,2020-09-07,157000,159500,156000,158500,123307,19430000000,77377800
018260,2020-09-08,159000,170500,159000,166000,496328,82582000000,77377800
018260,2020-09-09,164000,180000,163000,177000,952329,166019000000,77377800
018260,2020-09-10,179000,181000,174000,174500,405860,71855000000,77377800
018260,2020-09-11,174000,180000,173000,178000,321298,57105000000,77377800
018260,2020-09-14,182000,184500,179500,181000,226979,41222000000,77377800
018260,2020-09-15,183500,187000,179500,180000,300773,54864000000,77377800
018260,2020-09-16,180000,182000,176500,177500,195595,34935000000,77377800
018260,2020-09-17,179000,181500,174500,179000,246698,44090000000,77377800
018260,2020-09-18,177500,182000,177500,181500,209618,37763000000,77377800
018260,2020-09-21,181500,182000,176500,177500,138749,24888000000,77377800
018260,2020-09-22,175500,177000,168000,168000,216101,37023000000,77377800
018260,2020-09-23,169500,170000,162500,165500,226243,37552000000,77377800
018260,2020-09-24,162500,170500,161500,167500,189991,31619000000,77377800
