ticker,trade_date,short_vol,short_amt,lending_balance_amt
002840,2020-01-02,1,60000,462000000
002840,2020-01-03,12,700000,463000000
002840,2020-01-06,1,60000,460000000
002840,2020-01-07,64,3720000,461000000
002840,2020-01-08,29,1670000,455000000
002840,2020-01-09,54,3130000,460000000
002840,2020-01-10,48,2780000,462000000
002840,2020-01-13,72,4160000,458000000
002840,2020-01-14,38,2200000,468000000
002840,2020-01-15,2,120000,477000000
002840,2020-01-16,17,1000000,473000000
002840,2020-01-17,32,1900000,474000000
002840,2020-01-20,13,760000,470000000
002840,2020-01-21,3,180000,474000000
002840,2020-01-22,2,120000,478000000
002840,2020-01-23,98,5790000,421000000
002840,2020-01-28,8,470000,418000000
002840,2020-01-29,0,0,415000000
002840,2020-01-30,1,60000,413000000
002840,2020-01-31,0,0,405000000
002840,2020-02-03,1,60000,401000000
002840,2020-02-04,0,0,403000000
002840,2020-02-05,0,0,401000000
002840,2020-02-06,8,470000,403000000
002840,2020-02-07,5,290000,401000000
002840,2020-02-10,0,0,402000000
002840,2020-02-11,1,60000,407000000
002840,2020-02-12,73,4300000,405000000
002840,2020-02-13,9,530000,407000000
002840,2020-02-14,3,180000,405000000
002840,2020-02-17,1,60000,405000000
002840,2020-02-18,0,0,403000000
002840,2020-02-19,0,0,404000000
002840,2020-02-20,0,0,405000000
002840,2020-02-21,0,0,250000000
002840,2020-02-24,0,0,223000000
002840,2020-02-25,0,0,223000000
002840,2020-02-26,0,0,220000000
002840,2020-02-27,0,0,216000000
002840,2020-02-28,0,0,210000000
002840,2020-03-02,0,0,215000000
002840,2020-03-03,0,0,218000000
002840,2020-03-04,0,0,219000000
002840,2020-03-05,0,0,224000000
002840,2020-03-06,4,230000,226000000
002840,2020-03-09,6,340000,241000000
002840,2020-03-10,0,0,245000000
002840,2020-03-11,0,0,444000000
002840,2020-03-12,0,0,438000000
002840,2020-03-13,0,0,425000000
002840,2020-03-16,0,0,404000000
002840,2020-03-17,22,1190000,385000000
002840,2020-03-18,0,0,377000000
002840,2020-03-19,0,0,377000000
002840,2020-03-20,1,50000,390000000
002840,2020-03-23,0,0,386000000
002840,2020-03-24,1,50000,386000000
002840,2020-03-25,0,0,390000000
002840,2020-03-26,1,50000,398000000
002840,2020-03-27,1,50000,412000000
002840,2020-03-30,0,0,419000000
002840,2020-03-31,0,0,431000000
002840,2020-04-01,0,0,431000000
002840,2020-04-02,0,0,288000000
002840,2020-04-03,1,60000,229000000
002840,2020-04-06,0,0,232000000
002840,2020-04-07,0,0,233000000
002840,2020-04-08,0,0,232000000
002840,2020-04-09,4,230000,238000000
002840,2020-04-10,32,1920000,261000000
002840,2020-04-13,0,0,263000000
002840,2020-04-14,1,60000,265000000
002840,2020-04-16,2,120000,254000000
002840,2020-04-17,9,550000,258000000
002840,2020-04-20,12,740000,260000000
002840,2020-04-21,0,0,259000000
002840,2020-04-22,0,0,260000000
002840,2020-04-23,1,60000,261000000
002840,2020-04-24,2,130000,259000000
002840,2020-04-27,0,0,259000000
002840,2020-04-28,0,0,259000000
002840,2020-04-29,6,370000,259000000
002840,2020-05-04,0,0,260000000
002840,2020-05-06,0,0,261000000
002840,2020-05-07,0,0,262000000
002840,2020-05-08,2,130000,265000000
002840,2020-05-11,34,2130000,266000000
002840,2020-05-12,0,0,266000000
002840,2020-05-13,0,0,268000000
002840,2020-05-14,0,0,273000000
002840,2020-05-15,2,130000,281000000
002840,2020-05-18,3,210000,294000000
002840,2020-05-19,37,2600000,298000000
002840,2020-05-20,2,140000,299000000
002840,2020-05-21,0,0,301000000
002840,2020-05-22,4,280000,298000000
002840,2020-05-25,0,0,295000000
002840,2020-05-26,1,70000,300000000
002840,2020-05-27,4,280000,301000000
002840,2020-05-28,2,140000,298000000
002840,2020-05-29,7,490000,298000000
002840,2020-06-01,83,5810000,299000000
002840,2020-06-02,3,210000,298000000
002840,2020-06-03,24,1650000,294000000
002840,2020-06-04,0,0,295000000
002840,2020-06-05,13,900000,298000000
002840,2020-06-08,2,140000,297000000
002840,2020-06-09,0,0,297000000
002840,2020-06-10,0,0,297000000
002840,2020-06-11,70,4820000,298000000
002840,2020-06-12,2,140000,299000000
002840,2020-06-15,3,210000,300000000
002840,2020-06-16,14,960000,301000000
002840,2020-06-17,48,3310000,305000000
002840,2020-06-18,5,350000,310000000
002840,2020-06-19,2,140000,314000000
002840,2020-06-22,1,70000,316000000
002840,2020-06-23,1,70000,322000000
002840,2020-06-24,2,150000,328000000
002840,2020-06-25,0,0,325000000
002840,2020-06-26,0,0,321000000
002840,2020-06-29,0,0,314000000
002840,2020-06-30,13,940000,319000000
002840,2020-07-01,1,70000,321000000
002840,2020-07-02,0,0,328000000
002840,2020-07-03,0,0,329000000
002840,2020-07-06,0,0,325000000
002840,2020-07-07,1,80000,326000000
002840,2020-07-08,0,0,328000000
002840,2020-07-09,0,0,329000000
002840,2020-07-10,0,0,329000000
002840,2020-07-13,0,0,329000000
002840,2020-07-14,0,0,330000000
002840,2020-07-15,2,150000,330000000
002840,2020-07-16,5,380000,340000000
002840,2020-07-17,5,380000,345000000
002840,2020-07-20,3,230000,348000000
002840,2020-07-21,1,80000,348000000
002840,2020-07-22,10,780000,353000000
002840,2020-07-23,9,710000,357000000
002840,2020-07-24,1,80000,363000000
002840,2020-07-27,4,320000,367000000
002840,2020-07-28,2,160000,369000000
002840,2020-07-29,4,320000,368000000
002840,2020-07-30,7,570000,368000000
002840,2020-07-31,0,0,372000000
002840,2020-08-03,0,0,373000000
002840,2020-08-04,3,250000,373000000
002840,2020-08-05,27,2230000,374000000
002840,2020-08-06,7,580000,377000000
002840,2020-08-07,2,170000,381000000
002840,2020-08-10,13,1140000,392000000
002840,2020-08-11,21,1900000,363000000
002840,2020-08-12,21,1930000,368000000
002840,2020-08-13,12,1140000,381000000
002840,2020-08-14,11,1090000,396000000
002840,2020-08-18,17,1550000,384000000
002840,2020-08-19,5,440000,368000000
002840,2020-08-20,1,80000,357000000
002840,2020-08-21,2,170000,368000000
002840,2020-08-24,3,270000,383000000
002840,2020-08-25,1,90000,397000000
002840,2020-08-26,1,90000,388000000
002840,2020-08-27,2,180000,385000000
002840,2020-08-28,3,280000,385000000
002840,2020-08-31,2,190000,393000000
002840,2020-09-01,30,2820000,400000000
002840,2020-09-02,14,1320000,396000000
002840,2020-09-03,18,1700000,397000000
002840,2020-09-04,0,0,396000000
002840,2020-09-07,1,100000,400000000
002840,2020-09-08,12,1150000,402000000
002840,2020-09-09,9,860000,403000000
002840,2020-09-10,2,190000,403000000
002840,2020-09-11,9,870000,417000000
002840,2020-09-14,10,980000,409000000
002840,2020-09-15,30,2960000,412000000
002840,2020-09-16,30,2890000,403000000
002840,2020-09-17,4,390000,404000000
002840,2020-09-18,0,0,410000000
002840,2020-09-21,0,0,403000000
002840,2020-09-22,0,0,399000000
002840,2020-09-23,0,0,400000000
002840,2020-09-24,1,100000,402000000
002840,2020-09-25,0,0,403000000
002840,2020-09-28,0,0,403000000
002840,2020-09-29,0,0,406000000
002840,2020-10-05,0,0,408000000
002840,2020-10-06,4,390000,392000000
002840,2020-10-07,5,490000,394000000
002840,2020-10-08,17,1670000,394000000
002840,2020-10-12,11,1080000,394000000
002840,2020-10-13,5,490000,393000000
002840,2020-10-14,8,780000,392000000
002840,2020-10-15,7,690000,397000000
002840,2020-10-16,1,100000,394000000
002840,2020-10-19,5,490000,397000000
002840,2020-10-20,5,490000,394000000
002840,2020-10-21,13,1280000,394000000
002840,2020-10-22,8,780000,394000000
002840,2020-10-23,3,290000,394000000
002840,2020-10-26,3,290000,394000000
002840,2020-10-27,3,290000,394000000
002840,2020-10-28,3,290000,394000000
002840,2020-10-29,0,0,393000000
002840,2020-10-30,0,0,393000000
002840,2020-11-02,1,100000,393000000
002840,2020-11-03,2,200000,393000000
002840,2020-11-04,34,3330000,398000000
002840,2020-11-05,34,3340000,402000000
002840,2020-11-06,11,1080000,400000000
002840,2020-11-09,5,500000,405000000
002840,2020-11-10,6,600000,406000000
002840,2020-11-11,2,200000,416000000
002840,2020-11-12,0,0,434000000
002840,2020-11-13,0,0,440000000
002840,2020-11-16,0,0,455000000
002840,2020-11-17,27,3000000,456000000
002840,2020-11-18,18,1980000,455000000
002840,2020-11-19,9,960000,442000000
002840,2020-11-20,27,2890000,442000000
002840,2020-11-23,23,2440000,436000000
002840,2020-11-24,8,840000,432000000
002840,2020-11-25,9,940000,430000000
002840,2020-11-26,18,1890000,434000000
002840,2020-11-27,7,740000,434000000
002840,2020-11-30,1,110000,434000000
002840,2020-12-01,16,1670000,431000000
002840,2020-12-02,11,1150000,431000000
002840,2020-12-03,1,110000,433000000
002840,2020-12-04,1,110000,449000000
002840,2020-12-07,1,110000,449000000
002840,2020-12-08,2,220000,453000000
002840,2020-12-09,1,110000,453000000
002840,2020-12-10,3,330000,431000000
002840,2020-12-11,3,330000,433000000
002840,2020-12-14,1,110000,433000000
002840,2020-12-15,1,110000,438000000
002840,2020-12-16,1,110000,427000000
002840,2020-12-17,0,0,419000000
002840,2020-12-18,0,0,419000000
002840,2020-12-21,0,0,423000000
002840,2020-12-22,2,220000,429000000
002840,2020-12-23,0,0,433000000
002840,2020-12-24,2,230000,439000000
002840,2020-12-28,59,6840000,446000000
002840,2020-12-29,5,590000,454000000
002840,2020-12-30,2,240000,463000000
002840,2020-12-31,0,0,463000000
002840,2021-01-04,5,670000,513000000
002840,2021-01-05,56,7480000,516000000
002840,2021-01-06,1,140000,530000000
002840,2021-01-07,5,690000,524000000
002840,2021-01-08,6,810000,515000000
002840,2021-01-11,5,680000,515000000
002840,2021-01-12,6,790000,497000000
002840,2021-01-13,2,260000,482000000
002840,2021-01-14,4,520000,489000000
002840,2021-01-15,1,130000,482000000
002840,2021-01-18,2,260000,480000000
002840,2021-01-19,0,0,487000000
002840,2021-01-20,0,0,498000000
002840,2021-01-21,0,0,520000000
002840,2021-01-22,2,270000,510000000
002840,2021-01-25,0,0,516000000
002840,2021-01-26,0,0,501000000
002840,2021-01-27,4,540000,503000000
002840,2021-01-28,1,140000,510000000
002840,2021-01-29,0,0,493000000
002840,2021-02-01,17,2220000,491000000
002840,2021-02-02,7,910000,487000000
002840,2021-02-03,37,4850000,488000000
002840,2021-02-04,31,4010000,483000000
002840,2021-02-05,2,260000,485000000
002840,2021-02-08,0,0,486000000
002840,2021-02-09,0,0,490000000
002840,2021-02-10,0,0,505000000
002840,2021-02-15,0,0,514000000
002840,2021-02-16,1,140000,514000000
