ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
383310,2021-05-31,2104465887,1180280745,-3284746632,587321000000
383310,2021-06-01,-663201770,-253236410,916438180,568955000000
383310,2021-06-02,2165617200,-223837374,-1941779826,558619000000
383310,2021-06-03,-1802239824,50739051,1751500773,575840000000
383310,2021-06-04,-189842040,-50225640,240067680,593061000000
383310,2021-06-07,178483743,-677486865,499003122,590755000000
383310,2021-06-08,-776513140,-110287895,886801035,588465000000
383310,2021-06-09,-705977754,863133042,-157155288,587321000000
383310,2021-06-10,424559460,-151340508,-273218952,568187000000
383310,2021-06-11,36606145368,1653058668,-38259204036,534514000000
383310,2021-06-14,-3103990902,1315332351,1788658551,560925000000
383310,2021-06-15,-1166085804,170380104,995705700,558619000000
383310,2021-06-16,1743404040,-314544600,-1428859440,547531000000
383310,2021-06-17,1849473860,-2202720260,353246400,534906000000
383310,2021-06-18,1446746756,-1592449222,145702466,538733000000
383310,2021-06-21,-1419833142,260208858,1159624284,538733000000
383310,2021-06-22,1142571024,-1209845574,67274550,543312000000
383310,2021-06-23,686412454,-344968624,-341443830,538733000000
383310,2021-06-24,1025166448,237751802,-1262918250,556330000000
383310,2021-06-25,4245344660,395008374,-4640353034,576216000000
383310,2021-06-28,1096294061,-413732534,-682561527,588465000000
383310,2021-06-29,-680603028,607994604,72608424,600322000000
383310,2021-06-30,1092966012,-606329046,-486636966,604149000000
383310,2021-07-01,20993824,-46193792,25199968,603397000000
383310,2021-07-02,-775842840,831179520,-55336680,615629000000
383310,2021-07-05,2350328848,-823697228,-1526631620,614485000000
383310,2021-07-06,3823783881,340669005,-4164452886,602628000000
383310,2021-07-07,8107614010,735589290,-8843203300,591524000000
383310,2021-07-08,7142534335,-407622679,-6734911656,603773000000
383310,2021-07-09,4237039040,-1850762400,-2386276640,612947000000
383310,2021-07-12,-1493278200,2557934937,-1064656737,689860000000
383310,2021-07-13,1508188030,-605837775,-902350255,725054000000
383310,2021-07-14,592125009,1858505598,-2450630607,773266000000
383310,2021-07-15,6107993720,-693831776,-5414161944,765236000000
383310,2021-07-16,44732335812,-8293615440,-36438720372,931294000000
383310,2021-07-19,24647808150,-3632850900,-21014957250,1210604000000
383310,2021-07-20,17560854550,884661940,-18445516490,1096208000000
383310,2021-07-21,4035882932,124896946,-4160779878,1124141000000
383310,2021-07-22,-3719317350,507201450,3212115900,1121066000000
383310,2021-07-23,-595672840,-321874994,917547834,1236247000000
383310,2021-07-26,8646033165,-2571421839,-6074611326,1438645000000
383310,2021-07-27,21073521066,-7358434980,-13715086086,1417597000000
383310,2021-07-28,6042071292,-1323407901,-4718663391,1304345000000
383310,2021-07-29,143249481200,-134379663600,-8869817600,423931000000
383310,2021-07-30,2119503365,-333643114,-1785860251,409007000000
383310,2021-08-02,638668404,-259695180,-378973224,391407000000
383310,2021-08-03,871183401,-549004311,-322179090,379929000000
383310,2021-08-04,-788028350,-783266035,1571294385,367686000000
383310,2021-08-05,-1075048547,150006774,925041773,380314000000
383310,2021-08-06,-1059407626,-240077072,1299484698,394853000000
383310,2021-08-09,-11823291680,9392529067,2430762613,498155000000
383310,2021-08-10,10392079545,-4435767018,-5956312527,475584000000
383310,2021-08-11,4921547370,-5527104241,605556871,538331000000
383310,2021-08-12,-14887707888,14337654192,550053696,683724000000
383310,2021-08-13,22376217943,-17020533287,-5355684656,696347000000
383310,2021-08-17,5060994996,-4447594676,-613400320,603373000000
383310,2021-08-18,-15499741608,1672085164,13827656444,541011000000
383310,2021-08-19,5934025440,-4730793984,-1203231456,466782000000
383310,2021-08-20,-113389632400,123463239600,-10073607200,1577875000000
383310,2021-08-23,5120033156,-302174432,-4817858724,1522780000000
383310,2021-08-24,11451626699,-5600100375,-5851526324,1429433000000
383310,2021-08-25,2885065127,-1218424248,-1666640879,1513598000000
383310,2021-08-26,-741574305,414598545,326975760,1527379000000
383310,2021-08-27,-4104553908,4005418410,99135498,1657456000000
383310,2021-08-30,-8422645850,5373457640,3049188210,1844182000000
383310,2021-08-31,12024965400,-12450735040,425769640,1818157000000
383310,2021-09-01,6376991310,-3729966124,-2647025186,1723272000000
383310,2021-09-02,3876843195,-1600405020,-2276438175,1672760000000
383310,2021-09-03,1406998142,-318222520,-1088775622,1691125000000
383310,2021-09-06,2713416552,-757946070,-1955470482,1657456000000
383310,2021-09-07,-452958000,943696815,-490738815,1685003000000
383310,2021-09-08,7333257391,-1171191919,-6162065472,1587057000000
383310,2021-09-09,-1619344888,278116482,1341228406,1559510000000
383310,2021-09-10,-3838183956,3441830553,396353403,1605422000000
383310,2021-09-13,1536262472,-1874785206,338522734,1559510000000
383310,2021-09-14,-1295839119,-232505414,1528344533,1568692000000
383310,2021-09-15,-3613897734,1413664110,2200233624,1637569000000
383310,2021-09-16,323446928,-1467012408,1143565480,1651334000000
383310,2021-09-17,-52369314,-1163730026,1216099340,1596240000000
383310,2021-09-23,-1042032888,295277724,746755164,1565631000000
383310,2021-09-24,1844638920,321425280,-2166064200,1573292000000
383310,2021-09-27,-2004467384,616591288,1387876096,1553388000000
383310,2021-09-28,-2439440730,420290760,2019149970,1527379000000
383310,2021-09-29,-4128283640,1660597874,2467685766,1535023000000
383310,2021-09-30,1521385002,-1947573756,426188754,1522780000000
383310,2021-10-01,-2255838984,256924224,1998914760,1510537000000
383310,2021-10-05,-2906644320,518067040,2388577280,1512075000000
383310,2021-10-06,1905795320,-4300011008,2394215688,1504415000000
383310,2021-10-07,-3551299462,739039808,2812259654,1530440000000
383310,2021-10-08,-18208460208,1681461696,16526998512,1602361000000
383310,2021-10-12,2021574223,-637404067,-1384170156,1660517000000
383310,2021-10-13,-15579743048,3713522480,11866220568,1671238000000
383310,2021-10-14,-10319972714,8133159810,2186812904,1750819000000
383310,2021-10-15,-1396711125,-413038500,1809749625,1737054000000
383310,2021-10-18,-3970316688,316759344,3653557344,1720211000000
383310,2021-10-19,-6338215087,-948447295,7286662382,1735515000000
383310,2021-10-20,-7260658614,-241938849,7502597463,1700324000000
383310,2021-10-21,-5467810816,-3406677664,8874488480,1622265000000
383310,2021-10-22,-7869601828,2986354213,4883247615,1660517000000
383310,2021-10-25,-1570166850,780991785,789175065,1674299000000
383310,2021-10-26,-7631815632,-1443133762,9074949394,1652873000000
383310,2021-10-27,-3145482104,-820679532,3966161636,1658995000000
383310,2021-10-28,-2543245988,-98703206,2641949194,1625326000000
383310,2021-10-29,-25834601322,2786786732,23047814590,1677359000000
383310,2021-11-01,7873220493,-13190299923,5317079430,1605422000000
383310,2021-11-02,-8354287600,1139802040,7214485560,1634508000000
383310,2021-11-03,-10587498922,5590688692,4996810230,1714089000000
383310,2021-11-04,36623463282,-36953113122,329649840,1729393000000
383310,2021-11-05,210284884,-539992068,329707184,1663578000000
383310,2021-11-08,511257042,462289398,-973546440,1583996000000
