ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
030520,2020-01-02,169322300,-168479850,-842450,248066000000
030520,2020-01-03,105787400,-105444000,-343400,246844000000
030520,2020-01-06,97410500,-138086100,40675600,243178000000
030520,2020-01-07,-426513150,46885500,379627650,252954000000
030520,2020-01-08,11170600,-265892600,254722000,246844000000
030520,2020-01-09,-571097250,448873350,122223900,267618000000
030520,2020-01-10,624112200,-603402200,-20710000,266396000000
030520,2020-01-13,289167600,-4456650,-284710950,267618000000
030520,2020-01-14,-636112250,567379000,68733250,257842000000
030520,2020-01-15,-44453100,15506400,28946700,260286000000
030520,2020-01-16,-10388000,11204200,-816200,259064000000
030520,2020-01-17,123167700,-127736600,4568900,261508000000
030520,2020-01-20,-192543250,-91117000,283660250,262730000000
030520,2020-01-21,302195400,-300806800,-1388600,259064000000
030520,2020-01-22,21303700,-21250200,-53500,261508000000
030520,2020-01-23,816018750,-770006250,-46012500,274950000000
030520,2020-01-28,3109711200,-2566250350,-543460850,284726000000
030520,2020-01-29,-290101350,367694250,-77592900,282282000000
030520,2020-01-30,317222100,127530000,-444752100,285948000000
030520,2020-01-31,749603350,-749893250,289900,272506000000
030520,2020-02-03,-324865000,106650750,218214250,262730000000
030520,2020-02-04,-174862350,203074200,-28211850,260286000000
030520,2020-02-05,-42586000,318699500,-276113500,261508000000
030520,2020-02-06,-176737000,-110396000,287133000,268840000000
030520,2020-02-07,512296950,-512850750,553800,260286000000
030520,2020-02-10,-81907100,139904600,-57997500,255398000000
030520,2020-02-11,-31279050,-237622800,268901850,260286000000
030520,2020-02-12,-187135900,201399500,-14263600,257842000000
030520,2020-02-13,262012850,-268679950,6667100,255398000000
030520,2020-02-14,117332600,105200150,-222532750,255398000000
030520,2020-02-17,163588300,-167502350,3914050,257842000000
030520,2020-02-18,233916800,-199056000,-34860800,254176000000
030520,2020-02-19,280313500,-222056400,-58257100,257842000000
030520,2020-02-20,125584800,-173701500,48116700,260286000000
030520,2020-02-21,1097275200,-1036483200,-60792000,249288000000
030520,2020-02-24,464803440,-186604560,-278198880,242689000000
030520,2020-02-25,-65124000,65073750,50250,245622000000
030520,2020-02-26,126765600,-125266200,-1499400,249288000000
030520,2020-02-27,258315000,-161455800,-96859200,249288000000
030520,2020-02-28,276240000,-268030000,-8210000,244400000000
030520,2020-03-02,-160958700,160989150,-30450,248066000000
030520,2020-03-03,-724243100,406649600,317593500,248066000000
030520,2020-03-04,-252848200,242711700,10136500,255398000000
030520,2020-03-05,-101720300,101417250,303050,255398000000
030520,2020-03-06,-244439600,245418100,-978500,251732000000
030520,2020-03-09,37808400,-27195000,-10613400,239512000000
030520,2020-03-10,20308640,107699680,-128008320,236579000000
030520,2020-03-11,338311600,-490737200,152425600,224848000000
030520,2020-03-12,-105789510,2785480,103004030,205051000000
030520,2020-03-13,-634294400,564179400,70115000,185255000000
030520,2020-03-16,-254642180,237935100,16707080,176456000000
030520,2020-03-17,-111538050,136276500,-24738450,172302000000
030520,2020-03-18,763294000,-111174000,-652120000,171080000000
030520,2020-03-19,30746730,14999040,-45745770,159104000000
030520,2020-03-20,287817840,-269648760,-18169080,166436000000
030520,2020-03-23,-75536500,71623500,3913000,158860000000
030520,2020-03-24,-166656600,143516880,23139720,167169000000
030520,2020-03-25,-224742750,223807500,935250,177190000000
030520,2020-03-26,-3298400,7098400,-3800000,185744000000
030520,2020-03-27,-18492300,89108100,-70615800,197964000000
030520,2020-03-30,61069140,-141117900,80048760,218493000000
030520,2020-03-31,551105920,-291847390,-259258530,229002000000
030520,2020-04-01,347799300,-284485740,-63313560,216538000000
030520,2020-04-02,-117562500,152712500,-35150000,232180000000
030520,2020-04-03,102381300,-100727550,-1653750,230958000000
030520,2020-04-06,-271720800,7800000,263920800,254176000000
030520,2020-04-07,914868600,-306550800,-608317800,249288000000
030520,2020-04-08,-324925000,89277500,235647500,250510000000
030520,2020-04-09,-50009400,601687800,-551678400,307944000000
030520,2020-04-10,407767000,-448557500,40790500,281060000000
030520,2020-04-13,-2021099300,2022212500,-1113200,295724000000
030520,2020-04-14,-1289443050,1269905850,19537200,296946000000
030520,2020-04-16,-349551300,347750100,1801200,289614000000
030520,2020-04-17,-113832150,713935300,-600103150,284726000000
030520,2020-04-20,-88600800,88600800,0,283504000000
030520,2020-04-21,-656880300,635297300,21583000,276172000000
030520,2020-04-22,217013800,-241581400,24567600,288392000000
030520,2020-04-23,1892588700,-1395102900,-497485800,300612000000
030520,2020-04-24,-734675200,736498000,-1822800,303056000000
030520,2020-04-27,1333087500,-792037500,-541050000,305500000000
030520,2020-04-28,414336000,-205176000,-209160000,304278000000
030520,2020-04-29,-210275250,209271250,1004000,306722000000
030520,2020-05-04,-232772800,232004000,768800,303056000000
030520,2020-05-06,26394000,191842050,-218236050,304278000000
030520,2020-05-07,-793213000,786057400,7155600,327496000000
030520,2020-05-08,846807400,-890518000,43710600,321386000000
030520,2020-05-11,23193450,-23672600,479150,316498000000
030520,2020-05-12,-693692700,613525950,80166750,326274000000
030520,2020-05-13,-190828600,-13584500,204413100,328718000000
030520,2020-05-14,-625378000,610415000,14963000,317720000000
030520,2020-05-15,-224142550,72396900,151745650,314054000000
030520,2020-05-18,-326261000,305825000,20436000,317720000000
030520,2020-05-19,291219550,-275902350,-15317200,314054000000
030520,2020-05-20,-348044400,381836400,-33792000,322608000000
030520,2020-05-21,-173901000,27859000,146042000,317720000000
030520,2020-05-22,731444100,-1095105900,363661800,300612000000
030520,2020-05-25,-205359000,300367700,-95008700,310388000000
030520,2020-05-26,-241207350,239446900,1760450,314054000000
030520,2020-05-27,-63363850,59024900,4338950,309166000000
030520,2020-05-28,776462400,-549372600,-227089800,307944000000
030520,2020-05-29,1091484000,-1238196000,146712000,293280000000
030520,2020-06-01,-393960400,677337600,-283377200,303056000000
030520,2020-06-02,222617600,-964864000,742246400,312832000000
030520,2020-06-03,840652150,-1149686200,309034050,301834000000
030520,2020-06-04,-544499150,111965100,432534050,301834000000
030520,2020-06-05,201601400,-201527300,-74100,301834000000
030520,2020-06-08,-189696000,179581350,10114650,301834000000
030520,2020-06-09,315406650,203861450,-519268100,301834000000
030520,2020-06-10,-745457450,848430200,-102972750,306722000000
030520,2020-06-11,-2860949500,1935414650,925534850,328718000000
030520,2020-06-12,-103342500,-1036273500,1139616000,329940000000
030520,2020-06-15,-1100229700,14331400,1085898300,320164000000
030520,2020-06-16,-177247200,-204650550,381897750,365378000000
030520,2020-06-17,593331750,-1100904750,507573000,362934000000
030520,2020-06-18,812354400,-1473996150,661641750,362934000000
030520,2020-06-19,-4280461250,3626025000,654436250,397150000000
030520,2020-06-22,812562300,-838362600,25800300,399594000000
030520,2020-06-23,-285087000,138027900,147059100,388596000000
030520,2020-06-24,-1183698750,1304988750,-121290000,397150000000
030520,2020-06-25,-785565000,675114000,110451000,403260000000
030520,2020-06-26,1093165150,-867775700,-225389450,389818000000
030520,2020-06-29,-832662600,946437800,-113775200,376376000000
030520,2020-06-30,175212000,-138833500,-36378500,378820000000
030520,2020-07-01,35385600,24715200,-60100800,371488000000
030520,2020-07-02,48578200,241771400,-290349600,380042000000
030520,2020-07-03,476879700,-442503450,-34376250,377598000000
030520,2020-07-06,257383600,-281548300,24164700,380042000000
030520,2020-07-07,-50908200,-362072900,412981100,393484000000
030520,2020-07-08,117130000,-372232000,255102000,415480000000
030520,2020-07-09,-707692800,-620205600,1327898400,425256000000
030520,2020-07-10,-465594750,129099000,336495750,421590000000
030520,2020-07-13,-228585150,-17032250,245617400,431366000000
030520,2020-07-14,284981550,-302457400,17475850,419146000000
030520,2020-07-15,-662851800,715664300,-52812500,413036000000
030520,2020-07-16,388434000,-125345200,-263088800,400816000000
030520,2020-07-17,50791750,52907400,-103699150,394706000000
030520,2020-07-20,545785900,-549261400,3475500,404482000000
030520,2020-07-21,561425000,-668219000,106794000,415480000000
030520,2020-07-22,-451315200,-527704800,979020000,410592000000
030520,2020-07-23,-176375500,385160300,-208784800,393484000000
030520,2020-07-24,27981800,609362600,-637344400,376376000000
030520,2020-07-27,-144070750,150508450,-6437700,380042000000
030520,2020-07-28,687277800,228320100,-915597900,377598000000
030520,2020-07-29,-343743500,-107353000,451096500,378820000000
030520,2020-07-30,291146400,-623084400,331938000,395928000000
030520,2020-07-31,-1171271400,611830700,559440700,413036000000
030520,2020-08-03,109877550,-89265750,-20611800,424034000000
030520,2020-08-04,-114176700,-150924600,265101300,417924000000
030520,2020-08-05,898780050,-521360000,-377420050,419146000000
030520,2020-08-06,241298100,-170794800,-70503300,417924000000
030520,2020-08-07,385553700,-413153100,27599400,417924000000
030520,2020-08-10,520308800,-454432000,-65876800,430144000000
030520,2020-08-11,1941679350,-1877112900,-64566450,428922000000
030520,2020-08-12,212562350,-174677250,-37885100,416702000000
030520,2020-08-13,-607399800,-296532300,903932100,442364000000
030520,2020-08-14,2352142600,-1643327000,-708815600,422812000000
030520,2020-08-18,1900164600,-809939250,-1090225350,406926000000
030520,2020-08-19,1327439250,-619454700,-707984550,414258000000
030520,2020-08-20,486744850,88695800,-575440650,394706000000
030520,2020-08-21,93885000,99478500,-193363500,403260000000
030520,2020-08-24,-4524784800,3713033400,811751400,447252000000
030520,2020-08-25,-169594800,-171681600,341276400,459472000000
030520,2020-08-26,739372150,-1094646750,355274600,463138000000
030520,2020-08-27,-166656400,-98136300,264792700,455806000000
030520,2020-08-28,-6563940000,6728200000,-164260000,488800000000
030520,2020-08-31,3075662500,-2677742200,-397920300,481468000000
030520,2020-09-01,-1384027950,1318458350,65569600,468026000000
030520,2020-09-02,-5176989600,5200082400,-23092800,498576000000
030520,2020-09-03,-4394039400,3753363600,640675800,516906000000
030520,2020-09-04,-789428250,940409100,-150980850,502242000000
030520,2020-09-07,2547272300,-2204597750,-342674550,490022000000
030520,2020-09-08,2180220000,-3429600000,1249380000,488800000000
030520,2020-09-09,12573000,-21898800,9325800,483912000000
030520,2020-09-10,-318222800,-930146000,1248368800,496132000000
