ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
000250,2020-01-02,672329600,-194181700,-478147900,803516000000
000250,2020-01-03,644864000,-480268800,-164595200,778096000000
000250,2020-01-06,-654168600,1970235150,-1316066550,752675000000
000250,2020-01-07,391712200,119490500,-511202700,748254000000
000250,2020-01-08,1046714400,290790000,-1337504400,716202000000
000250,2020-01-09,1376040400,-519380800,-856659600,733886000000
000250,2020-01-10,-240741200,105104250,135636950,748254000000
000250,2020-01-13,1116934000,-260547000,-856387000,734991000000
000250,2020-01-14,1987189200,-219348000,-1767841200,716202000000
000250,2020-01-15,433510600,422740350,-856250950,710675000000
000250,2020-01-16,-492753250,730676650,-237923400,717307000000
000250,2020-01-17,591400500,-492941250,-98459250,712886000000
000250,2020-01-20,-1186802500,861672500,325130000,718412000000
000250,2020-01-21,-217856000,-160480000,378336000,707360000000
000250,2020-01-22,-499232000,388576000,110656000,707360000000
000250,2020-01-23,1673117600,-161835600,-1511282000,694097000000
000250,2020-01-28,277096000,250070400,-527166400,671992000000
000250,2020-01-29,297770550,-171981600,-125788950,673097000000
000250,2020-01-30,1304478000,-354670000,-949808000,641045000000
000250,2020-01-31,-647677900,-485751200,1133429100,638834000000
000250,2020-02-03,-264183750,-299028750,563212500,635518000000
000250,2020-02-04,-887272200,-1394912150,2282184350,708465000000
000250,2020-02-05,-3278769000,2083026400,1195742600,747149000000
000250,2020-02-06,-2334502050,1272652800,1061849250,752675000000
000250,2020-02-07,-145329300,169161000,-23831700,749359000000
000250,2020-02-10,-1031778300,266751100,765027200,758201000000
000250,2020-02-11,-2029725200,269349100,1760376100,783622000000
000250,2020-02-12,2507313000,-1601129400,-906183600,772569000000
000250,2020-02-13,330150000,-556036500,225886500,784727000000
000250,2020-02-14,1678608000,-1402164000,-276444000,795780000000
000250,2020-02-17,-376786800,407115000,-30328200,825621000000
000250,2020-02-18,479369100,-1408056300,928687200,820095000000
000250,2020-02-19,-1256112800,-3582482300,4838595100,965988000000
000250,2020-02-20,-1810359200,-974285600,2784644800,963778000000
000250,2020-02-21,2529705600,-3187728000,658022400,954936000000
000250,2020-02-24,-3897989550,742382550,3155607000,905199000000
000250,2020-02-25,-2453815200,731569600,1722245600,937252000000
000250,2020-02-26,156409900,-1005781600,849371700,952725000000
000250,2020-02-27,-851214000,-925890000,1777104000,928410000000
000250,2020-02-28,-4382288000,4314822000,67466000,873147000000
000250,2020-03-02,-419998400,-506737200,926735600,893042000000
000250,2020-03-03,61008000,-586341000,525333000,906305000000
000250,2020-03-04,203877000,-976721850,772844850,927304000000
000250,2020-03-05,714952250,-2011036200,1296083950,947199000000
000250,2020-03-06,818628200,-2876049800,2057421600,977041000000
000250,2020-03-09,4337822700,-3492034200,-845788500,935041000000
000250,2020-03-10,-2164764500,1047003500,1117761000,917357000000
000250,2020-03-11,848515500,-122107500,-726408000,895252000000
000250,2020-03-12,2507516400,-2329954150,-177562250,909620000000
000250,2020-03-13,-5713520100,-571091850,6284611950,898568000000
000250,2020-03-16,1224472050,-438495900,-785976150,752675000000
000250,2020-03-17,-3260183400,3885496200,-625312800,755991000000
000250,2020-03-18,-2001745500,2138233000,-136487500,674202000000
000250,2020-03-19,1933834250,-3272343400,1338509150,482994000000
000250,2020-03-20,329265150,-534878100,205612950,551519000000
000250,2020-03-23,-1827880350,-92857650,1920738000,520572000000
