ticker,trade_date,individual_net_amt,foreign_net_amt,inst_net_amt,market_cap
272290,2020-01-02,1309803650,-566923090,-742880560,483774000000
272290,2020-01-03,578451456,35177472,-613628928,481003000000
272290,2020-01-06,-766201156,1419967924,-653766768,470850000000
272290,2020-01-07,995541428,-134980176,-860561252,475461000000
272290,2020-01-08,-1575517526,373935888,1201581638,467149000000
272290,2020-01-09,-1884486448,1029209248,855277200,487456000000
272290,2020-01-10,492941348,-251308478,-241632870,488386000000
272290,2020-01-13,3404363200,-1484464200,-1919899000,476372000000
272290,2020-01-14,607926948,445173066,-1053100014,478232000000
272290,2020-01-15,552025059,131115565,-683140624,470850000000
272290,2020-01-16,284655375,613473912,-898129287,485615000000
272290,2020-01-17,669967920,-473814720,-196153200,481914000000
272290,2020-01-20,-310498245,242487999,68010246,485615000000
272290,2020-01-21,1511773900,-962913630,-548860270,473620000000
272290,2020-01-22,-690241064,1298479610,-608238546,484685000000
272290,2020-01-23,1015025836,-379028316,-635997520,478232000000
272290,2020-01-28,1378673190,-200025720,-1178647470,456065000000
272290,2020-01-29,-1313760595,1322815880,-9055285,470850000000
272290,2020-01-30,670728576,-412346508,-258382068,455154000000
272290,2020-01-31,976826160,-572583150,-404243010,438984000000
272290,2020-02-03,373376668,-967568504,594191836,445456000000
272290,2020-02-04,8439877,769941527,-778381404,453768000000
272290,2020-02-05,-1295747460,1064393106,231354354,455154000000
272290,2020-02-06,-849348562,114410688,734937874,461607000000
272290,2020-02-07,758604301,-511783272,-246821029,454224000000
272290,2020-02-10,-123387390,-395487162,518874552,455154000000
272290,2020-02-11,644436540,-665558910,21122370,456065000000
272290,2020-02-12,99315008,-291538384,192223376,458836000000
272290,2020-02-13,2508902860,-988949280,-1519953580,452838000000
272290,2020-02-14,2629486730,514489360,-3143976090,466219000000
272290,2020-02-17,65789784,325201719,-390991503,477302000000
272290,2020-02-18,3203372982,-1642702884,-1560670098,462537000000
272290,2020-02-19,882009996,-1059189012,177179016,455154000000
272290,2020-02-20,-390589115,378176070,12413045,457450000000
272290,2020-02-21,2398721445,-1469850381,-928871064,442229000000
272290,2020-02-24,176178464,-1028951968,852773504,424218000000
272290,2020-02-25,-590284320,337534041,252750279,440369000000
272290,2020-02-26,-39702216,61950136,-22247920,435302000000
272290,2020-02-27,1777117752,-960774216,-816343536,413134000000
272290,2020-02-28,576653746,-442390947,-134262799,385444000000
272290,2020-03-02,-543564516,581093656,-37529140,397913000000
272290,2020-03-03,617658937,480583508,-1098242445,393757000000
272290,2020-03-04,-371149423,768046655,-396897232,406207000000
272290,2020-03-05,578083135,-484914447,-93168688,410838000000
272290,2020-03-06,466641995,-94506285,-372135710,402070000000
272290,2020-03-09,833489500,220666750,-1054156250,374835000000
272290,2020-03-10,-1426853846,407511621,1019342225,388670000000
272290,2020-03-11,1031040504,-234235404,-796805100,369293000000
272290,2020-03-12,-71538308,431954945,-360416637,342514000000
272290,2020-03-13,-1498555746,-700233179,2198788925,342969000000
272290,2020-03-16,1175713356,-1813563612,637850256,318505000000
272290,2020-03-17,-1479932496,440098596,1039833900,318050000000
272290,2020-03-18,146444928,-791671194,645226266,295427000000
272290,2020-03-19,-1394208352,1470077934,-75869582,260809000000
272290,2020-03-20,-1844948289,439931028,1405017261,305125000000
272290,2020-03-23,1147530120,-902229240,-245300880,275575000000
272290,2020-03-24,-450560612,-123806944,574367556,303739000000
272290,2020-03-25,218530860,-289995684,71464824,315279000000
272290,2020-03-26,558715200,-666166080,107450880,309737000000
272290,2020-03-27,285953760,-305838495,19884735,305580000000
272290,2020-03-30,-378118080,202596480,175521600,309737000000
272290,2020-03-31,615858264,-455768784,-160089480,310192000000
272290,2020-04-01,360936117,-209409606,-151526511,305580000000
272290,2020-04-02,-337845443,261588478,76256965,311578000000
272290,2020-04-03,400493376,-239733792,-160759584,310192000000
272290,2020-04-06,-601740524,505806147,95934377,325888000000
272290,2020-04-07,798409152,-482907036,-315502116,338357000000
272290,2020-04-08,1000665075,-752425053,-248240022,339287000000
272290,2020-04-09,1763594177,-618692215,-1144901962,334201000000
272290,2020-04-10,1275913920,-409600824,-866313096,320821000000
272290,2020-04-13,-158747160,330980364,-172233204,314823000000
272290,2020-04-14,-1264688969,1211616752,53072217,328203000000
272290,2020-04-16,-274863456,407078784,-132215328,344354000000
272290,2020-04-17,91368816,-394677888,303309072,349896000000
272290,2020-04-20,-804705130,983672780,-178967650,347125000000
272290,2020-04-21,-887286450,967128050,-79841600,340673000000
272290,2020-04-22,-536188653,1270111752,-733923099,349678000000
272290,2020-04-23,620001135,125629218,-745630353,349678000000
272290,2020-04-24,1059073086,-711624798,-347448288,338270000000
272290,2020-04-27,-430683035,350394925,80288110,346826000000
272290,2020-04-28,382916096,-85908864,-297007232,342548000000
272290,2020-04-29,-467735408,522449540,-54714132,348252000000
272290,2020-05-04,827486098,-592181832,-235304266,334480000000
272290,2020-05-06,100828112,204214703,-305042815,335418000000
272290,2020-05-07,292981786,112097530,-405079316,339227000000
272290,2020-05-08,-2308415625,2535219225,-226803600,367727000000
272290,2020-05-11,2178042737,-1707315457,-470727280,355850000000
272290,2020-05-12,935724010,-865698290,-70025720,346826000000
272290,2020-05-13,337047150,-206568600,-130478550,350635000000
272290,2020-05-14,1057647780,-867371490,-190276290,340184000000
272290,2020-05-15,61821255,-127531407,65710152,340653000000
272290,2020-05-18,324410151,-233777181,-90632970,341122000000
272290,2020-05-19,-64647072,172694592,-108047520,354424000000
272290,2020-05-20,-705382860,740472915,-35090055,364406000000
272290,2020-05-21,1679353676,-890071644,-789282032,360128000000
272290,2020-05-22,1119348061,-235607308,-883740753,347294000000
272290,2020-05-25,740414668,16651352,-757066020,348252000000
272290,2020-05-26,14872929,276607137,-291480066,358234000000
272290,2020-05-27,411378360,-231664200,-179714160,353956000000
