ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
112040,2019-03,1Q,26686387052,-7264041925,-4725629578,258498715863,81843611345,2019-05-14
112040,2019-06,2Q,33873227472,2777095578,-4045702791,257915825424,63177892588,2019-08-14
112040,2019-09,3Q,28946166901,222765482,-3094158558,257941269258,59666625243,2019-11-13
112040,2019-12,4Q,113648123517,-9330257173,-18695011644,234661213729,61598029106,2020-03-27
112040,2020-03,1Q,30820310003,3221219122,9050526620,236110170556,71784661579,2020-05-14
112040,2020-06,2Q,25077924329,-3294973437,-2774173056,237512575557,71870991696,2020-08-14
112040,2020-09,3Q,23729357557,-9594954507,-8455336115,233794166774,74501307386,2020-11-13
112040,2020-12,4Q,126242137495,-12838601170,-11039250445,256020341773,67350352265,2021-03-17
112040,2021-03,1Q,76042896725,27541063066,23228482024,270556138929,129060927536,2021-05-14
112040,2021-06,2Q,68895364666,26892082700,18354838298,289905993913,118589728646,2021-08-17
112040,2021-09,3Q,63344721428,17416303988,16883112501,309001258669,214486004205,2021-11-12
112040,2021-12,4Q,334983131724,97350931326,306690038872,643700927035,383599172258,2022-03-30
112040,2022-03,1Q,131034578534,5319845155,2170777996,733593682291,546227698698,2022-05-16
112040,2022-06,2Q,108964274920,-34561933336,-32479410637,672503145687,730761227104,2022-08-16
112040,2022-09,3Q,108285731040,-28087593451,-84326805317,587466048374,753661703358,2022-11-16
112040,2022-12,4Q,463491566220,-84938285329,-185426022655,534328321556,895502859674,2023-04-03
112040,2023-03,1Q,93902570778,-46774693672,-30399472721,479688739773,917795921782,2023-05-12
112040,2023-06,2Q,159278951553,-40339453275,-29075428653,468161067781,882908918899,2023-08-14
112040,2023-09,3Q,235543509174,45372346971,41560120358,511672666349,933604663589,2023-11-14
112040,2023-12,4Q,605252428314,-110440776864,-200451082594,400778285482,1016961075732,2024-04-12
112040,2024-03,1Q,161299380951,-37625012307,-55737796300,349263615092,1058031652626,2024-05-14
112040,2024-06,2Q,171389602633,-24139535236,4113762946,344115475801,1000476687490,2024-08-14
112040,2024-09,3Q,214360690172,51788361266,41936876411,380876336720,986763421279,2024-11-14
112040,2024-12,4Q,711871164004,7062218897,188419075520,831897265007,1043785464054,2025-03-20
112040,2025-03,1Q,141833424712,-11336568831,-22470016937,833478801545,1035544109433,2025-05-15
112040,2025-06,2Q,116820341975,-28548447095,-28334435197,809763554350,942414518097,2025-08-14
112040,2025-09,3Q,163648297290,26308155889,62059627115,858433953651,888491530859,2025-11-13
