ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
137400,2019-03,1Q,66665622568,2728791775,3284642550,75499915042,263819926635,2019-05-15
137400,2019-06,2Q,106813597551,5591668176,4219088294,78420928919,391595330072,2019-08-14
137400,2019-09,3Q,86111076794,6109294178,4173412938,81902559748,457396400396,2019-11-13
137400,2019-12,4Q,321405859528,1477775102,-2013261140,71685066431,428645896022,2020-03-30
137400,2020-03,1Q,82867122647,7337785473,6109558525,84157319417,417801223021,2020-05-14
137400,2020-06,2Q,96771285342,13684232642,10413270268,103137854722,383511233783,2020-08-14
137400,2020-09,3Q,66121770426,9313284615,6764988534,112235851188,365600427409,2020-11-11
137400,2020-12,4Q,390049983364,55300226026,35568413556,124897119926,310531007761,2021-03-19
137400,2021-03,1Q,89843332644,6967869401,8617826123,132853474796,284790510219,2021-05-12
137400,2021-06,2Q,93136444729,18996189921,18381473674,151315729947,280540113318,2021-08-17
137400,2021-09,3Q,63587592712,14991925784,14651658072,165919940929,325012942009,2021-11-10
137400,2021-12,4Q,377728397182,54408331244,53461994878,177706384078,398652931080,2022-03-23
137400,2022-03,1Q,94024357524,12606214418,10787607802,185427242338,495668404884,2022-05-16
137400,2022-06,2Q,90829295640,22518841767,21686475495,207255166716,644446748072,2022-08-16
137400,2022-09,3Q,143694985779,17640204389,24647302845,232615322183,772494434359,2022-11-14
137400,2022-12,4Q,417814489256,77765165313,60151901421,233195039230,854697424462,2023-08-30
137400,2023-03,1Q,104128546766,17313570539,16732878025,249665317292,1001050897846,2023-05-12
137400,2023-06,2Q,93680290803,16353390122,16462623115,428057579772,1084341835134,2023-11-30
137400,2023-09,3Q,118939544494,5878319536,8041816163,438075096130,1211973353924,2023-11-10
137400,2023-12,4Q,545413968484,76924220008,69762393941,464702755515,1136627277397,2024-03-18
137400,2024-03,1Q,204478659461,38083620755,33832025360,502260622304,1180136242069,2024-05-10
137400,2024-06,2Q,240513040213,26141121424,21446906168,527676724173,1161092075382,2024-12-31
137400,2024-09,3Q,200887638205,30970386967,17943983527,543963905012,1116583505319,2024-11-11
137400,2024-12,4Q,1035081261981,163228782523,141959526216,624560599351,995710766322,2025-08-11
137400,2025-03,1Q,151819119343,14155189228,10326327565,632700754298,1052346702890,2025-08-11
137400,2025-06,2Q,113422824502,22557098425,7872618050,627326601474,1037785859162,2025-08-11
137400,2025-09,3Q,107537959313,14174425823,14174425823,646690846593,1136420420222,2025-11-11
