ticker,account_date,report_type,fs_type,revenue,operating_profit,net_profit,equity,debt,pub_date
358570,2022-12,4Q,별도,3500000000,-67952023588,-79833059383,95646210423,10688441686,2023-03-23
358570,2023-03,1Q,별도,654850965,-12208328488,-12710427208,109036114027,8732006088,2023-05-15
358570,2023-06,2Q,별도,668976652,-20582651214,-20627930376,92781851435,9214935426,2023-08-14
358570,2023-09,3Q,별도,587899455,-11765909390,-10571150095,82772995533,8452079430,2023-11-14
358570,2023-12,4Q,별도,5318849455,-53304560672,-55495299098,71704011142,9636200844,2024-03-28
358570,2024-03,1Q,별도,390117080,-12852969389,-14400178518,58106203362,8695183570,2024-05-16
358570,2024-06,2Q,별도,287564674,-9403259911,-10201118501,48939791623,7589942332,2024-08-14
358570,2024-09,3Q,별도,385635324,-13820904713,-14227640672,47572830956,17245492267,2024-11-14
358570,2024-12,4Q,별도,1409873435,-48259851257,-59006561564,29050834656,16720612761,2025-03-21
358570,2025-03,1Q,별도,212265766,-11835304324,-12817563550,127215749697,17316535383,2025-05-15
358570,2025-06,2Q,별도,1238359176,-10891637742,-9762651682,119390945996,17461214057,2025-08-14
358570,2025-09,3Q,별도,2031466172,-10737917380,-9451813258,117086436599,12059974254,2025-11-14
