ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
050890,2019-03,1Q,29480014847,-7777355335,-7148934881,102925903951,175444907812,2019-05-14
050890,2019-06,2Q,59708412679,-4997888919,-3149919260,106310642163,156497568279,2019-08-14
050890,2019-09,3Q,53875860929,4084972735,4097020649,111077499273,166513876464,2019-11-14
050890,2019-12,4Q,229279897544,5410908676,5746828081,123629419172,160128892088,2020-03-30
050890,2020-03,1Q,35261480887,-2706206930,-355698213,124174363108,158718244768,2020-05-15
050890,2020-06,2Q,37726055857,-5699999420,-5610455079,118187485802,173434068175,2020-08-14
050890,2020-09,3Q,37280360105,-4280539813,-2967271158,114744926355,170125039778,2020-11-16
050890,2020-12,4Q,172862741892,-16928395682,-11529492416,111780814808,169677966994,2021-03-29
050890,2021-03,1Q,32455067908,-4328022096,-4934591261,106955512502,167264968548,2021-05-14
050890,2021-06,2Q,43544451381,-3691269361,-3691269361,146561527595,175240297490,2021-08-17
050890,2021-09,3Q,44060560929,1356637839,1356637839,150672507390,177235019779,2021-11-15
050890,2021-12,4Q,212258023378,25222744031,23855200178,195477676177,174066553469,2022-03-29
050890,2022-03,1Q,38530565495,-2682828177,-1958190897,194107431778,205781720828,2022-05-16
050890,2022-06,2Q,61939186519,3639152564,3639152564,199798493708,196928793914,2022-08-16
050890,2022-09,3Q,72943934171,15436908800,15436908800,219454304079,201318187150,2022-11-14
050890,2022-12,4Q,279785548725,29841317960,29841317960,228875014938,205460154959,2023-03-23
050890,2023-03,1Q,64505781760,13690637032,13690637032,240602161713,225020069798,2023-05-15
050890,2023-06,2Q,86712414480,11117307789,1947275791,242753739845,213772631989,2023-08-14
050890,2023-09,3Q,72297901325,9945257818,9945257818,253622560504,194782054187,2023-11-14
050890,2023-12,4Q,321364602371,40881471295,40869847914,273027046409,184221247469,2024-03-20
050890,2024-03,1Q,74940536422,18527942250,18471781061,288597485231,178922454557,2024-05-14
050890,2024-06,2Q,80491310549,7679445944,5460927490,295226284753,182926714145,2024-08-14
050890,2024-09,3Q,85538631571,7776986175,7420381696,300965320458,172333928936,2024-11-13
050890,2024-12,4Q,331067887419,46231742841,46148160066,322835242958,173963839514,2025-03-18
050890,2025-03,1Q,55751069759,3063391629,3063391629,322767427564,183673586571,2025-05-14
050890,2025-06,2Q,56222016651,4142342138,988313391,318545023792,179799729734,2025-08-13
050890,2025-09,3Q,70006352623,5274696653,5274696653,322731474303,183204078443,2025-11-13
