ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
048410,2019-03,1Q,7831343416,724630045,557553285,43479711576,20826311688,2019-05-15
048410,2019-06,2Q,7962953575,643025071,307759533,43995181399,20279690320,2019-08-14
048410,2019-09,3Q,6552786969,810374337,810381888,47853242423,17358966557,2019-11-14
048410,2019-12,4Q,30085994562,2555334167,767215168,46989833849,16245755313,2020-03-30
048410,2020-03,1Q,4179119410,-1179528979,-1178662249,53383504902,8000855078,2020-05-15
048410,2020-06,2Q,3396923963,-181024149,-181024149,53414849503,10965293819,2020-08-14
048410,2020-09,3Q,2960041375,-887280671,-321902388,58768506171,37952553966,2020-11-16
048410,2020-12,4Q,12511415776,-8259902290,-8259902290,52337623236,41403365809,2022-03-21
048410,2021-03,1Q,1952905524,-2014714883,-2132302291,51063319029,43110216998,2021-05-17
048410,2021-06,2Q,2305044459,-1778188668,-1931313840,51759695387,43980204508,2021-08-17
048410,2021-09,3Q,2463019853,-1968365744,-2591902722,68168106939,24584827254,2021-11-15
048410,2021-12,4Q,9241494499,-9770057431,-20051086939,61570771904,18957443929,2022-08-16
048410,2022-03,1Q,2342752306,-2502107704,-2134429265,67472555436,10762183807,2022-05-16
048410,2022-06,2Q,1412645635,-5689695340,-5882570819,62854515140,10482098479,2022-08-16
048410,2022-09,3Q,2382935966,-7262825934,3355671494,68934976286,10226380049,2022-11-14
048410,2022-12,4Q,7851578107,-26354165991,-15807267634,58235388532,9091422389,2023-03-20
048410,2023-03,1Q,3162349611,-2295763364,-2096821937,57018785276,8588742440,2023-05-15
048410,2023-06,2Q,3222213759,-1959147323,-2337255060,55211996822,6875813693,2023-08-11
048410,2023-09,3Q,1963120972,-2015649852,-1979088060,53368583025,7476943542,2023-11-14
048410,2023-12,4Q,9481384632,-9785148630,-14499357710,45271012269,7520748749,2024-03-22
048410,2024-03,1Q,5049773734,1220236001,1185332149,46410840904,7319833787,2024-05-16
048410,2024-06,2Q,9175990779,5688344617,1575589704,48757932413,27263724110,2025-03-17
048410,2024-09,3Q,458723553,-3315208693,-5127596200,43740429046,27228015526,2024-11-14
048410,2024-12,4Q,15050025356,790972784,-6929528506,39438422428,28266362503,2025-08-25
048410,2025-03,1Q,708793387,-4282780897,-6138535708,117534128786,24859064141,2025-08-25
048410,2025-06,2Q,988188898,-4818579603,-4253004912,114455270182,5353565412,2025-08-25
048410,2025-09,3Q,553056709,-4619778899,-6997408694,110283698109,6339463170,2025-11-14
