ticker,account_date,report_type,fs_type,revenue,operating_profit,net_profit,equity,debt,pub_date
064760,2019-03,1Q,별도,46253021303,16562826354,17196855642,187140393921,39642024507,2019-05-15
064760,2019-06,2Q,별도,41966254396,14334603768,14736574819,198735812869,30113153260,2019-08-14
064760,2019-09,3Q,별도,41020418693,13654376115,13559963335,209381644107,26208220991,2019-11-14
064760,2019-12,4Q,별도,171378813887,59171215398,60547140488,220457929176,30411607879,2020-03-30
064760,2020-03,1Q,별도,51318428178,18305485243,19048693723,225046299640,38370815701,2020-05-15
064760,2020-06,2Q,별도,56240052558,19645532951,19553161745,240061245359,31660356194,2020-08-14
064760,2020-09,3Q,별도,60973006392,20594978257,20678111004,255880000278,28858295031,2020-11-13
064760,2020-12,4Q,별도,228209744995,80266434396,80232997070,270464319029,38114183861,2021-03-23
064760,2021-03,1Q,별도,63039187337,23866816057,24708615394,276619726479,45002268885,2021-05-17
064760,2021-06,2Q,별도,66203631506,25876424865,26154382704,297755404077,32921034374,2021-08-17
064760,2021-09,3Q,별도,68737817023,26644733964,27808413758,318834181707,32414508695,2021-11-10
064760,2021-12,4Q,별도,270766567696,103400361685,106324889168,339512447083,50193523554,2022-03-21
064760,2022-03,1Q,별도,77811665498,29059907416,30068928113,345608214254,57737093526,2022-05-16
064760,2022-06,2Q,별도,84853134094,33581062426,35225075367,371499554249,45767559512,2022-08-16
064760,2022-09,3Q,별도,82208798204,35119494097,32951881762,396553190436,42776120481,2022-11-14
064760,2022-12,4Q,별도,319562836196,127026641350,127921796769,416873645081,63669414182,2023-08-31
064760,2023-03,1Q,별도,63622294291,22127657633,24573093006,413981415832,64017881555,2023-05-15
064760,2023-06,2Q,별도,47439726874,12962204244,14979341893,428869509740,33526654185,2023-08-11
064760,2023-09,3Q,별도,53703591485,14909319065,17313199614,446085727629,28295545225,2023-11-14
064760,2023-12,4Q,별도,226652881531,66702958305,75251224180,458270711744,37233039232,2024-03-21
064760,2024-03,1Q,별도,58982782251,17369427240,19918569540,459852829335,46208185634,2024-05-16
064760,2024-06,2Q,별도,68343638988,20325084385,22837281289,478883397484,35781718851,2024-08-13
064760,2024-09,3Q,별도,75623111707,22556113172,23811982580,497603342575,36356286908,2024-11-14
064760,2024-12,4Q,별도,275724843444,80747924196,90726215742,516254748314,47264861755,2025-03-20
064760,2025-03,1Q,별도,78362036346,23473504141,25459900224,508143276422,58280544509,2025-05-15
064760,2025-06,2Q,별도,72674140670,19501585703,20178085223,508124847897,40894100608,2025-08-14
064760,2025-09,3Q,별도,79240971207,22377331980,24855835643,506830498995,40753755308,2025-11-14
