ticker,account_date,report_type,fs_type,revenue,operating_profit,net_profit,equity,debt,pub_date
058470,2019-03,1Q,별도,32898391859,11886665716,10559163629,256750205312,34722341419,2019-05-14
058470,2019-06,2Q,별도,43960093062,16669774855,14584306517,271338242258,28078133770,2019-08-13
058470,2019-09,3Q,별도,42299101809,15814536608,14173472829,285515795808,29486246314,2019-11-13
058470,2019-12,4Q,별도,170307404665,64141629662,52790182377,300178166367,25537737867,2020-03-30
058470,2020-03,1Q,별도,51881889918,19946556136,23059544721,299535981152,53493773505,2020-05-14
058470,2020-06,2Q,별도,54787418298,20927831132,20917748345,315515678100,36374370912,2020-08-13
058470,2020-09,3Q,별도,53023432122,20450348774,19114545221,330129794554,42483093355,2020-11-13
058470,2020-12,4Q,별도,201335459350,77881753690,73552367557,337341182512,24192132028,2021-03-17
058470,2021-03,1Q,별도,68239336655,27882717353,32120420385,339022050203,62589747796,2021-05-14
058470,2021-06,2Q,별도,78918876170,34390019872,38576341979,368364047212,55504629924,2021-08-17
058470,2021-09,3Q,별도,76923935247,32061087318,37926846046,397213905367,67980740367,2021-11-12
058470,2021-12,4Q,별도,280166833067,117104353242,138893100157,417703187103,48667847133,2022-03-21
058470,2022-03,1Q,별도,89286851390,37525877331,40986682769,410919134579,99840756304,2022-05-13
058470,2022-06,2Q,별도,91366332146,41295233287,47974462176,447377343036,75661432335,2022-08-12
058470,2022-09,3Q,별도,90121654927,42047365381,50854204586,486019166824,86913220804,2022-11-14
058470,2022-12,4Q,별도,322422803089,136634729982,154075514572,493183582826,38304546606,2023-08-14
058470,2023-03,1Q,별도,49091082613,17262569420,20287884839,463388502498,75629813318,2023-05-12
058470,2023-06,2Q,별도,75130551851,33562261866,50071866984,502080070508,40597605773,2023-08-14
058470,2023-09,3Q,별도,73398807119,33323765436,37802335016,531337841128,45986964721,2023-11-13
058470,2023-12,4Q,별도,255573034656,114378400291,142243468095,557074198066,25795267228,2024-03-18
058470,2024-03,1Q,별도,54852145711,23302152178,26944626311,532189822958,74709186569,2024-05-14
058470,2024-06,2Q,별도,70979235277,33209620466,38663053294,562083737476,41240996893,2024-08-13
058470,2024-09,3Q,별도,68935963551,30669332518,31761904497,586661408127,40408027153,2024-11-13
058470,2024-12,4Q,별도,278186189427,124201343872,146539081944,622629112163,34814668593,2025-03-18
058470,2025-03,1Q,별도,78410243553,34937759810,38009009020,606463515375,90424002528,2025-05-14
058470,2025-06,2Q,별도,112522064123,53444357551,53322489881,647599534697,64567130805,2025-08-13
058470,2025-09,3Q,별도,96841827642,48261344084,54360927128,689545505354,72893164160,2025-11-13
