ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
096530,2019-03,1Q,27479863480,5809054466,4967287535,131250471095,32354975469,2019-11-14
096530,2019-06,2Q,29299435578,10187684846,10173033073,141019128490,41616833330,2019-11-14
096530,2019-09,3Q,31398320963,6843959640,5893126866,146983277716,35607638139,2019-11-14
096530,2019-12,4Q,121953286875,26709827741,26672069051,152825652523,42889887717,2020-03-30
096530,2020-03,1Q,81771622784,39754028931,33619363226,184124393928,81187791674,2020-05-13
096530,2020-06,2Q,274830982821,168981099159,130657993843,309811828039,190302208236,2020-08-13
096530,2020-09,3Q,326875367339,209942844805,151520938022,461571140726,338609830132,2020-11-11
096530,2020-12,4Q,1125215548220,676189736451,502281109101,646405927786,448168695845,2021-03-18
096530,2021-03,1Q,351750094937,193934004100,164627185453,770926321386,458064251991,2021-05-14
096530,2021-06,2Q,303733644061,144186970306,115497094747,869852629111,355284770092,2021-08-17
096530,2021-09,3Q,305309982135,128609055816,92757501251,930212794060,337662740100,2021-11-15
096530,2021-12,4Q,1370833012026,666658312398,536558868442,1083596367747,406122212823,2022-08-16
096530,2022-03,1Q,451451762037,199677226990,165472013245,1231896643000,446412582882,2022-05-16
096530,2022-06,2Q,128440421963,25078626958,25150120739,1196810403267,305580592592,2022-08-16
096530,2022-09,3Q,150844103592,-32245401398,-11069475414,1181288995635,248038821788,2022-11-14
096530,2022-12,4Q,853561091243,196492262649,182138620711,1150278974828,240498582648,2023-03-16
096530,2023-03,1Q,90049850255,-13773154459,2051940216,1089974054552,245301502783,2023-05-15
096530,2023-06,2Q,84927578583,-9662867970,-2539555700,1059734780294,216285888551,2023-08-14
096530,2023-09,3Q,91886240361,-10094332723,-4676519372,1043750911106,213119619056,2023-11-14
096530,2023-12,4Q,367375048980,-30053478765,669011753,1030398975557,221052938078,2024-03-14
096530,2024-03,1Q,89946485887,-14371081834,-2078502254,1025176522511,225966420393,2024-05-16
096530,2024-06,2Q,100139623963,-1136417925,24049404828,1043182874706,224458799265,2024-08-14
096530,2024-09,3Q,108824263777,5256754422,1667832023,1030093180862,220936641082,2024-11-14
096530,2024-12,4Q,414251733221,-16479248127,-20336849169,981476561361,223802444305,2025-03-20
096530,2025-03,1Q,115996860695,14846635750,28898907653,1005608743907,231387002061,2025-05-15
096530,2025-06,2Q,114059888071,3144788257,-121998530,993149963634,218724805847,2025-08-14
096530,2025-09,3Q,113543623471,9609582784,14559948610,1003401491230,214459592407,2025-11-14
