ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
108490,2019-03,1Q,5873530058,-450120032,-105742102,61492167223,4098698697,2019-05-22
108490,2019-06,2Q,6231767456,694914167,901195723,62598057747,4448506161,2019-08-14
108490,2019-09,3Q,6414457118,724839302,1141785981,62988811374,4231433024,2019-11-14
108490,2019-12,4Q,25231156876,1681774453,2490946394,61408940026,3260113487,2020-03-30
108490,2020-03,1Q,5901530207,-41300978,722624216,61534523534,3326905798,2020-05-15
108490,2020-06,2Q,3527496809,-884157457,-807948494,61034697640,3359448402,2020-08-14
108490,2020-09,3Q,4760453028,-641182221,-583244720,60461762704,3393181919,2020-11-13
108490,2020-12,4Q,19231375419,-1764338548,-135085450,63377633181,9819781596,2021-08-26
108490,2021-03,1Q,4677786812,-1008896923,-629870088,67735916076,10793167878,2021-05-17
108490,2021-06,2Q,5976745226,155154180,58296424,67608907130,11539027959,2021-08-17
108490,2021-09,3Q,5754374584,7057509,593483727,67936667891,11169282671,2021-11-15
108490,2021-12,4Q,22358193241,-928967630,726833539,70210408851,9916796980,2022-03-21
108490,2022-03,1Q,6270965397,-338747686,-286888276,74952866056,5928862052,2022-08-16
108490,2022-06,2Q,6019419416,-662707116,-751291489,83272379546,25039910266,2022-08-16
108490,2022-09,3Q,6823137128,-644735161,327629902,84218959763,25602697931,2022-11-14
108490,2022-12,4Q,25856449323,-2160534050,-259565250,84657805401,38136875373,2023-05-15
108490,2023-03,1Q,7311801466,-1552517419,-594372968,87595724213,24436044698,2023-05-15
108490,2023-06,2Q,6464398549,-1693455888,272992782,90053554692,24544187751,2023-08-14
108490,2023-09,3Q,6581051229,-1515250687,-644837360,94173972548,20346288738,2023-11-14
108490,2023-12,4Q,29127949488,-5298796747,-1351340121,95840881737,19154455762,2024-03-20
108490,2024-03,1Q,8337814165,-923787201,-2673896760,98026388468,14918940546,2024-05-16
108490,2024-06,2Q,8091981653,86653088,-444244960,95730996825,7067279062,2024-08-14
108490,2024-09,3Q,6836117951,-1402917153,-1535077823,94058642677,7573705401,2024-11-14
108490,2024-12,4Q,30038231053,-2973503944,-3141985199,96006772289,4239672714,2025-03-17
108490,2025-03,1Q,10223377207,826026453,1140335742,101385255249,3114217358,2025-05-12
108490,2025-06,2Q,7877483576,240743602,133950289,100828891931,3676602473,2025-08-14
108490,2025-09,3Q,9240449140,224268003,810979028,102054283886,5650070482,2025-11-14
