ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
272290,2019-03,1Q,85651103972,12001220788,10193235703,156592287182,176730333533,2019-09-25
272290,2019-06,2Q,81615831265,10127675137,7658695902,163864056341,184749356408,2019-08-14
272290,2019-09,3Q,96200946936,13136075576,10295110822,174501725688,198639236095,2019-11-14
272290,2019-12,4Q,349330168052,46489361866,34540956511,180648797878,156781710093,2020-03-30
272290,2020-03,1Q,71185633941,5305956222,5345878749,181486524998,190248794010,2020-05-15
272290,2020-06,2Q,73775171393,6998021548,2979643294,184596521614,183525684092,2020-08-14
272290,2020-09,3Q,105856286612,19436328147,12376285592,197095988373,173042537160,2020-11-13
272290,2020-12,4Q,336257633456,43835353744,25225674398,202480844745,116142313142,2021-03-18
272290,2021-03,1Q,96045634589,13617372386,11106357812,217346873199,160079119913,2021-05-14
272290,2021-06,2Q,108399272798,19922333632,19212926602,239638108316,169479467065,2021-08-30
272290,2021-09,3Q,140736266230,30777742642,25567420923,284374112067,161408084601,2021-11-12
272290,2021-12,4Q,487292463999,96726171159,80186369787,308601701826,142027307784,2022-03-16
272290,2022-03,1Q,131027754324,30969164258,25991266533,331352030174,143299453009,2022-05-20
272290,2022-06,2Q,142871371116,32237815704,34641215265,369503779228,155255036810,2022-11-11
272290,2022-09,3Q,133283082651,27588332718,29186355456,384121603135,141920166414,2022-11-11
272290,2022-12,4Q,489352939422,97114300759,85361139247,380267244857,83647833377,2023-03-21
272290,2023-03,1Q,81123241189,4423216287,6872143365,378561228916,98132838305,2023-05-12
272290,2023-06,2Q,120356006997,20146680987,14793258564,394934848846,129265573090,2023-08-11
272290,2023-09,3Q,101926398969,15534137519,14860439595,410442917997,130976803133,2023-11-14
272290,2023-12,4Q,387002612208,42162013389,32773848117,406003672372,165813982289,2024-03-20
272290,2024-03,1Q,102198611235,15760123452,14913882833,416241742910,233859329440,2024-05-16
272290,2024-06,2Q,115730993529,27613848609,18934721098,449985257506,327570074793,2024-08-14
272290,2024-09,3Q,100721377293,18433036929,8410932754,449156402199,390997479917,2024-11-14
272290,2024-12,4Q,422809289354,86804439404,70711492962,468531612904,357438889387,2025-03-18
272290,2025-03,1Q,113116240941,26371113778,20214187326,481432615997,367454989031,2025-05-15
272290,2025-06,2Q,111420095474,22242723453,12690104480,497971310452,383544591057,2025-08-14
272290,2025-09,3Q,112714692444,20627424672,17693870170,544651989687,540372965934,2025-11-14
