ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
089030,2019-03,1Q,27875358599,-2049938173,-7290025517,152503231496,182118225597,2019-05-15
089030,2019-06,2Q,56235841554,9699705364,4160959005,163347655896,175418844311,2019-08-14
089030,2019-09,3Q,48966557563,8017504447,739391088,164408192984,183848673804,2019-11-14
089030,2019-12,4Q,186865005850,24400095096,10854409193,188568349861,190755479830,2020-03-30
089030,2020-03,1Q,53995310547,9664640402,1359981874,186295734250,212136201928,2020-05-15
089030,2020-06,2Q,59232635974,12233715460,10390465448,196488317706,214386760775,2020-08-14
089030,2020-09,3Q,65156158445,12936682171,12169649331,207767965790,209262504874,2020-11-13
089030,2020-12,4Q,228153323968,37910274782,32055643645,216314885722,199693815899,2021-03-19
089030,2021-03,1Q,38865684427,1957410139,-2314772713,209765877147,207170805832,2021-05-14
089030,2021-06,2Q,82991708695,15755195505,12328673982,222787950601,266573609383,2021-08-17
089030,2021-09,3Q,65913157577,10738334756,2217439872,224994284452,269220399383,2021-11-15
089030,2021-12,4Q,255915216713,36219406193,17992993747,230438974498,278333001237,2022-03-18
089030,2022-03,1Q,66909759988,14208745408,9716982632,232707663014,274547300928,2022-05-13
089030,2022-06,2Q,84736643266,22387726433,8806297706,241436305509,284679146201,2022-08-16
089030,2022-09,3Q,64871680204,13983325556,-6901646250,233031716526,289928097018,2022-11-14
089030,2022-12,4Q,267491091324,57672910686,32633844043,245557585185,242694770306,2023-03-20
089030,2023-03,1Q,28622482858,391453935,-6226913585,219088458782,260109595988,2023-05-15
089030,2023-06,2Q,39490614105,2430951065,-521853455,218770645810,260228672799,2023-08-14
089030,2023-09,3Q,24330700278,-2689972636,-11253543935,207773358461,277062391515,2023-11-14
089030,2023-12,4Q,133604260260,3160487054,-9309638657,215586935429,270300485244,2024-03-18
089030,2024-03,1Q,40339438510,5573116785,-8251309602,202284552967,297429669729,2024-05-16
089030,2024-06,2Q,50769762440,7175303768,-1138476823,200704656277,298167002037,2024-08-14
089030,2024-09,3Q,46721566923,6176778970,14599370038,214885189576,287283804003,2024-11-14
089030,2024-12,4Q,185507171034,23411077264,-20881376652,188303434692,317917190961,2025-03-17
089030,2025-03,1Q,34587214904,1783376942,-1326164399,180653712147,340007378533,2025-05-15
089030,2025-06,2Q,48893652605,6361081674,21499899790,203062330338,338538829791,2025-08-14
089030,2025-09,3Q,41765843683,7111094930,-6180420028,196973092147,354475820058,2025-11-14
