ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
298380,2022-09,3Q,38378288250,24992501394,27449056276,84757986454,78533824350,2022-11-14
298380,2022-12,4Q,67300799414,907999453,3437655738,69513282788,115667312852,2023-03-15
298380,2023-03,1Q,40381313881,23111170245,24334614082,95905013110,106996256696,2023-05-15
298380,2023-06,2Q,8590309347,-10343119307,-10363513348,87612215795,99997416321,2023-08-11
298380,2023-09,3Q,8570734019,-5194289002,-4109450708,85672793494,89026588843,2023-11-10
298380,2023-12,4Q,65547054627,-2617101131,-3147943495,74079110485,86065261491,2024-03-14
298380,2024-03,1Q,7937205882,-14278464933,-11971108778,63807831751,76950235286,2024-05-14
298380,2024-06,2Q,8441925882,-11282493926,-11408711065,53155495150,67555404145,2024-08-13
298380,2024-09,3Q,7937205882,-14690464275,-13302822239,180786916507,63848875134,2024-11-15
298380,2024-12,4Q,33403030159,-59377417080,-55537781382,167279783243,64695919270,2025-03-13
298380,2025-03,1Q,2164692513,-29033843574,-28155689440,143034070689,67690334648,2025-05-13
298380,2025-06,2Q,75742027513,40728058802,39775814740,183828862302,60356366529,2025-08-12
298380,2025-09,3Q,1443128347,-22408717311,-21270988849,182267455166,52773452309,2025-11-11
