ticker,account_date,report_type,fs_type,revenue,operating_profit,net_profit,equity,debt,pub_date
009520,2019-03,1Q,별도,71239024197,3770438816,4051197275,87701216786,40463169250,2019-05-15
009520,2019-06,2Q,별도,70952319823,3555964556,3815497818,86926124748,40674220764,2019-08-14
009520,2019-09,3Q,별도,71344763574,3492511078,3903805964,89827314173,45211775231,2019-11-14
009520,2019-12,4Q,별도,288697939148,13060614300,13927048514,89960270980,39056698845,2020-03-30
009520,2020-03,1Q,별도,67690926961,4092854806,4333627262,90676554119,42113411344,2020-05-18
009520,2020-06,2Q,별도,58739909773,3099692897,3201978522,93147088032,33459299775,2020-08-13
009520,2020-09,3Q,별도,62746950574,2643420329,2939055547,95337397739,38544646507,2020-11-13
009520,2020-12,4Q,별도,255399800061,11611240621,12359588207,96400594189,33902814084,2021-03-05
009520,2021-03,1Q,별도,70435859472,2727664435,2934895262,96552201963,39326990033,2021-05-14
009520,2021-06,2Q,별도,72602637545,2926172174,2985376505,98677011982,39224040938,2021-08-13
009520,2021-09,3Q,별도,86966567339,5218243575,5347962476,102789384980,48833531834,2021-11-15
009520,2021-12,4Q,별도,323878359080,16375758805,16636802026,104564750375,51769384866,2022-03-11
009520,2022-03,1Q,별도,92182292802,5540928203,5668790771,107397159473,47324581842,2022-05-13
009520,2022-06,2Q,별도,92578758964,4515580316,4764801100,114129217559,41230680415,2022-08-16
009520,2022-09,3Q,별도,75210203545,-2907578326,-2853641651,114261805889,39212851899,2022-11-14
009520,2022-12,4Q,별도,342175910791,6356472443,6644255345,114609497975,45114339289,2023-03-20
009520,2023-03,1Q,별도,81458418251,1676627631,2029112423,114749165458,43411260914,2023-05-15
009520,2023-06,2Q,별도,85387256862,1208517761,1513127180,115406769089,48949639871,2023-08-14
009520,2023-09,3Q,별도,80666449585,1172392464,1548918554,116553193483,42700293973,2023-11-14
009520,2023-12,4Q,별도,341410235234,4487629441,5768722910,115756950789,39170373630,2024-03-15
009520,2024-03,1Q,별도,82152290964,1511693184,1959118930,115787684187,35668156104,2024-05-16
009520,2024-06,2Q,별도,80569005520,2006094251,2391919342,117234981190,36833375623,2024-08-14
009520,2024-09,3Q,별도,88180193633,-3104443105,-2846002814,114928700516,32438998541,2024-11-14
009520,2024-12,4Q,별도,346628290419,1422749362,2694146467,111813133703,37944730555,2025-03-13
009520,2025-03,1Q,별도,86307683079,-795713321,-883780589,110214857415,41989516905,2025-05-15
009520,2025-06,2Q,별도,89345921880,-3244441828,-3603475934,104487891259,34349146729,2025-08-13
009520,2025-09,3Q,별도,82877558086,1736623220,1466948520,105819869548,35083187157,2025-11-14
