ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
036620,2019-03,1Q,836369299,-473594280,-554922064,10218614262,4700316835,2019-05-15
036620,2019-06,2Q,2648186192,-726128563,-1426080605,13772841256,12543834699,2019-08-14
036620,2019-09,3Q,2701100760,-315383323,-296335913,12476113632,11770779465,2019-11-14
036620,2019-12,4Q,7392645650,-4011119484,-5931274125,16335003389,22886440933,2020-03-30
036620,2020-03,1Q,2779195622,-1292077127,-1079798614,13796718372,19656922402,2020-08-14
036620,2020-06,2Q,3441132398,-1171467720,-1034121116,20388364670,13907280601,2020-08-14
036620,2020-09,3Q,4195906867,-2124779837,-2124277001,21054157302,17625218119,2020-11-16
036620,2020-12,4Q,16441421210,-5125926310,-4413237988,23606950106,13019043643,2021-03-19
036620,2021-03,1Q,6073100714,-1190355585,-1310888466,23575665736,13419428460,2021-05-17
036620,2021-06,2Q,9403957702,-465583956,-90134717,25165020884,11737930889,2021-08-17
036620,2021-09,3Q,10355508496,-745746348,-642647011,26229308114,19084159984,2021-11-18
