ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
259960,2021-06,2Q,459348056548,174185493963,141494383970,1569665731072,720835383459,2021-08-17
259960,2021-09,3Q,521939729687,195289389875,178311435175,4520001794540,784173108263,2021-11-15
259960,2021-12,4Q,1886316491444,639639249890,537654413444,4608244308771,1026856415552,2022-03-14
259960,2022-03,1Q,523007204325,311887050299,255621018455,4846828747451,923082085835,2022-05-16
259960,2022-06,2Q,423660560803,162315621849,228232594816,5077877051397,850841102074,2022-08-16
259960,2022-09,3Q,433762442093,140277708134,319061642307,5401719217823,899111981519,2022-11-14
259960,2022-12,4Q,1854016090527,751606569542,537453337427,5112850137557,917461503208,2023-03-20
259960,2023-03,1Q,538697549664,282999224513,292426604753,5400484252562,911947292274,2023-05-15
259960,2023-06,2Q,387050504103,131460412637,135743554738,5382015715263,1015960792058,2023-08-11
259960,2023-09,3Q,450273957736,211942831514,211942831514,5610734542963,1059165110926,2023-11-14
259960,2023-12,4Q,1910576180288,768045608970,595361538227,5558820261031,881636358567,2024-03-18
259960,2024-03,1Q,665908746665,310500848630,349991703382,5919833708094,999401503183,2024-05-14
259960,2024-06,2Q,707023004068,332109396449,341932367747,6095441593286,1051092081164,2024-08-14
259960,2024-09,3Q,719274864181,324420287197,122086836428,6258767546847,1018654747480,2024-11-14
259960,2024-12,4Q,2709774106588,1306089757323,1306089757323,6829131602227,1090331965788,2025-03-18
259960,2025-03,1Q,874184373846,457276029726,372049111011,7194050225172,1153098891019,2025-05-15
259960,2025-06,2Q,662048249145,246063427020,15163293671,6842611729211,845317950429,2025-08-14
259960,2025-09,3Q,870623522832,348608416956,367535766737,7279704341948,1161564249302,2025-11-14
