ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
064350,2019-03,1Q,590230776000,1145862000,7739255000,1111695314000,2986385502000,2019-05-15
064350,2019-06,2Q,631873642000,-38273999000,-57105209000,1054149045000,2987109283000,2019-08-14
064350,2019-09,3Q,637248253000,-96579630000,-117292906000,934997055000,3106512078000,2019-11-14
064350,2019-12,4Q,2459346162000,-279932221000,-354302966000,882880161000,3201401072000,2020-03-30
064350,2020-03,1Q,670454202000,11668658000,-5016722000,1132433385000,3103537536000,2020-05-15
064350,2020-06,2Q,656635470000,25592739000,26515077000,1118053921000,3013710448000,2020-08-14
064350,2020-09,3Q,693242874000,31140372000,8988138000,1353841958000,2627340034000,2020-11-16
064350,2020-12,4Q,2785326054000,82061321000,31021455000,1363471253000,2851222410000,2021-06-02
064350,2021-03,1Q,653383763000,25803492000,7707568000,1372802835000,2957312110000,2021-05-17
064350,2021-06,2Q,710742534000,15762014000,16142379000,1390461302000,2756175403000,2021-08-17
064350,2021-09,3Q,710410720000,7921833000,6897015000,1390659598000,2884856154000,2021-11-15
064350,2021-12,4Q,2872511952000,80217965000,66508112000,1293052208000,2838937571000,2022-03-15
064350,2022-03,1Q,677412726000,23556757000,14385789000,1314913720000,2914579614000,2022-05-16
064350,2022-06,2Q,785812866000,31432190000,26570656000,1338936406000,3089925521000,2022-08-16
064350,2022-09,3Q,782523907000,31830773000,32934073000,1374700669000,2804449979000,2022-11-14
064350,2022-12,4Q,3163343615000,147486669000,197797542000,1520347013000,3332399192000,2023-03-10
064350,2023-03,1Q,684447237000,31908688000,18890482000,1541440008000,3099605508000,2023-05-15
064350,2023-06,2Q,986805812000,67240835000,54035299000,1601543915000,3414433161000,2023-08-14
064350,2023-09,3Q,926953039000,41115003000,41179948000,1611335142000,3359242088000,2023-11-14
064350,2023-12,4Q,3587382453000,210046594000,161027790000,1679854601000,3594508619000,2024-03-20
064350,2024-03,1Q,747779451000,44683613000,56241564000,1725896143000,3409191651000,2024-05-16
064350,2024-06,2Q,1094527012000,112762515000,101317731000,1823636615000,3175298621000,2024-08-14
064350,2024-09,3Q,1093522970000,137432636000,104175385000,1926737656000,2703307366000,2024-11-14
064350,2024-12,4Q,4376597857000,456565534000,406891810000,2044977823000,3276309551000,2025-03-21
064350,2025-03,1Q,1176141098000,202852668000,158385453000,2185271886000,3097113499000,2025-05-15
064350,2025-06,2Q,1417634367000,257586859000,190622115000,2701121332000,3556015723000,2025-08-14
064350,2025-09,3Q,1619634717000,277743855000,198492930000,2888125731000,3641369442000,2025-11-14
