ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
001440,2019-03,1Q,336978407000,-5943479000,-5793924000,321933216000,831200056000,2019-05-15
001440,2019-06,2Q,362959203000,-10609074000,-10574892000,307397965000,855775788000,2019-08-14
001440,2019-09,3Q,367464651000,8296391000,-2172602000,305367970000,857522747000,2019-11-14
001440,2019-12,4Q,1554739981000,33222451000,-11999128000,312646586000,922429403000,2020-03-27
001440,2020-03,1Q,357228762000,-13763273000,-13527764000,285451828000,920608549000,2020-05-15
001440,2020-06,2Q,436886829000,25632360000,21654382000,319846342000,843746268000,2020-08-14
001440,2020-09,3Q,326899478000,-30028298000,-30227900000,326027683000,853038542000,2020-11-16
001440,2020-12,4Q,1596841749000,56644901000,2957195000,359634314000,839828614000,2021-03-18
001440,2021-03,1Q,444254784000,5531907000,-4408466000,361941333000,935220276000,2021-05-17
001440,2021-06,2Q,445486016000,-9405598000,-6293734000,355963995000,925037741000,2021-08-17
001440,2021-09,3Q,477326884000,18995018000,19008374000,364978649000,941242482000,2021-11-15
001440,2021-12,4Q,1997709556000,39462123000,27929566000,387760789000,1033109826000,2022-03-22
001440,2022-03,1Q,589414011000,11780912000,8977242000,888897150000,885603055000,2022-05-16
001440,2022-06,2Q,638432002000,13999647000,-8469444000,860724511000,838893275000,2022-08-16
001440,2022-09,3Q,568769028000,8280515000,7899135000,855912913000,892446214000,2022-11-14
001440,2022-12,4Q,2450545975000,48173734000,20583178000,882204303000,738060568000,2023-03-22
001440,2023-03,1Q,703910702000,17677094000,8675665000,898777185000,863126588000,2023-05-15
001440,2023-06,2Q,754392026000,23989680000,12815699000,902408669000,836881931000,2023-08-11
001440,2023-09,3Q,630042028000,17409984000,11840326000,915794393000,819196074000,2023-11-22
001440,2023-12,4Q,2843980012000,79823888000,70616029000,953285756000,925279344000,2024-03-21
001440,2024-03,1Q,788528283000,28767198000,20343573000,1441948182000,1142129892000,2024-05-16
001440,2024-06,2Q,864348923000,37389018000,24879919000,1484691783000,1101061615000,2024-08-14
001440,2024-09,3Q,804432926000,27211318000,24089402000,1503432386000,848569683000,2024-11-14
001440,2024-12,4Q,3291299375000,115169757000,70445444000,1496112472000,1146613736000,2025-03-25
001440,2025-03,1Q,855455851533,27104884981,27986704205,1532535908259,1270288209846,2025-05-15
001440,2025-06,2Q,916356132633,28563173202,-24151255315,1504353480632,1436579860117,2025-08-14
001440,2025-09,3Q,854974427732,29531525414,39579468359,1549087223565,1432662479116,2025-11-14
