ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
071970,2019-03,1Q,61481193298,-3389955750,-3389955750,150484317279,320825151774,2019-07-24
071970,2019-06,2Q,49756380860,-930863129,-681518044,149528351577,330194674540,2019-08-14
071970,2019-09,3Q,64575661011,-3320471530,-3315575557,146233617571,360352977496,2019-11-14
071970,2019-12,4Q,253982739416,-35895796697,-35895796697,130004444684,317544514598,2021-03-22
071970,2020-03,1Q,52637343737,-3307028222,-3651214708,131515322223,326874858724,2020-05-15
071970,2020-06,2Q,76419107393,6961818720,4353158710,135867943627,312784092052,2020-08-14
071970,2020-09,3Q,50801913635,-634937724,-1856508355,134040692401,302864749931,2020-11-16
071970,2020-12,4Q,247959833753,2319414956,1103386004,173919915912,293443429841,2021-03-31
071970,2021-03,1Q,27289317732,-3711536842,-5883648432,168036337112,284811566590,2021-05-17
071970,2021-06,2Q,50935680844,-6942802029,-10677634283,157358685597,289734117238,2021-08-17
071970,2021-09,3Q,38757110727,-1546150166,-505615162,141299213212,303058484551,2021-11-15
071970,2021-12,4Q,163850811869,-10897076267,-7828437540,153961262140,276445468016,2022-07-27
071970,2022-03,1Q,21708882817,-1628165950,-1628165950,152203391732,256915285404,2022-05-16
071970,2022-06,2Q,57382218228,715109188,715109188,147007392804,256851303013,2022-08-16
071970,2022-09,3Q,53010374202,12429721927,12429721927,159340636290,260435978900,2022-11-14
071970,2022-12,4Q,179328152621,15097567665,14143936944,192136113895,224154879957,2023-07-12
071970,2023-03,1Q,21201848087,23397582,40710749,191964271647,239382313757,2023-05-15
071970,2023-06,2Q,75591325977,5829238708,5829238708,197522202164,240710517671,2023-08-11
071970,2023-09,3Q,69355948400,6592218227,-244544093,195794694253,233607055475,2023-11-14
071970,2023-12,4Q,245020790824,31432871179,31641504580,225375915294,228637992918,2024-04-11
071970,2024-03,1Q,61359066233,6846240818,6705513580,230657630201,235850061610,2024-05-10
071970,2024-06,2Q,85092789926,9384055375,9383196993,238318365059,234515473349,2024-08-14
071970,2024-09,3Q,80788203458,9511998060,9511998060,293090047544,139623347764,2024-11-14
071970,2024-12,4Q,315793988713,75916677254,75775091634,309374582999,185588379579,2025-03-17
071970,2025-03,1Q,83018602478,13863368705,13863368705,326801953379,198925375542,2025-05-15
071970,2025-06,2Q,99233105518,17462405744,16558892529,357158474461,217851613731,2025-08-14
071970,2025-09,3Q,109168868171,22587996945,22587996945,375666595051,289340801706,2025-11-14
