ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
005420,2019-03,1Q,141564964281,1163623535,-2452755007,161350131667,336669393415,2019-05-15
005420,2019-06,2Q,94987958771,-2069319985,-2720280786,158195217661,325284301867,2019-08-14
005420,2019-09,3Q,87716453386,-2826896031,-5198753033,150313347346,317749983823,2019-11-14
005420,2019-12,4Q,406823039948,-5222743459,-13343221020,231236985284,285774553899,2021-03-30
005420,2020-03,1Q,80855113086,1583136544,-2253880436,227905875565,324382648376,2020-05-15
005420,2020-06,2Q,77509280245,1184649380,-2950121522,223613939682,356036681728,2020-08-14
005420,2020-09,3Q,83827753899,1042640902,-2594640697,223102755861,340901689155,2020-11-13
005420,2020-12,4Q,355501971405,5000687087,-23869716556,250005944979,418518509573,2021-03-17
005420,2021-03,1Q,127103425159,8453739011,4416877306,273989344294,396428218676,2021-05-14
005420,2021-06,2Q,136190741983,6351535598,2240402116,292658586004,387847175448,2021-08-17
005420,2021-09,3Q,130781628103,10186784550,4971160497,304839391652,378605028771,2021-11-15
005420,2021-12,4Q,512614348130,30483818557,12616269757,302799853671,378544444235,2022-03-22
005420,2022-03,1Q,149949045896,12495238306,6605911076,314293766520,440968800963,2022-05-16
005420,2022-06,2Q,187680678240,16886106534,7419621014,389351543473,402850571959,2022-08-16
005420,2022-09,3Q,190674595565,9940302220,7868469189,395178721099,388509377078,2022-11-14
005420,2022-12,4Q,718194570102,41427923296,20228071969,398650035252,409208860809,2024-03-27
005420,2023-03,1Q,234192041903,2302575398,-5505298530,395380567945,536966835685,2023-05-15
005420,2023-06,2Q,240663773343,5419586162,-5228357508,392369558141,525681836448,2023-08-14
005420,2023-09,3Q,194843303465,4550606342,6495407341,394942361327,484936856511,2023-11-14
005420,2023-12,4Q,798983652893,3005594005,-26827308716,644489609739,446543561144,2024-03-20
005420,2024-03,1Q,159733293724,-429746933,-6675369376,641352904338,456755053982,2024-05-16
005420,2024-06,2Q,233533193379,4235652081,-5427835191,639779457866,532309313676,2024-08-14
005420,2024-09,3Q,166684299121,1157710299,-5661600473,639352447971,538808256526,2024-11-14
005420,2024-12,4Q,749281395087,-2000900280,-64679943886,590712804094,613616795423,2025-03-18
005420,2025-03,1Q,161598488769,953133138,-1959456219,590043628322,591275143117,2025-05-15
005420,2025-06,2Q,177062518053,-4723625708,-5724143856,583139693871,600905077779,2025-08-14
005420,2025-09,3Q,151999825801,-4915915169,-8666889906,572606137645,604630996597,2025-11-14
