ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
018260,2019-03,1Q,2502458198025,198501390294,140001498198,6163456241677,2470286367797,2019-05-15
018260,2019-06,2Q,2776081029227,258742865582,189588052869,6370368935047,2431034361565,2019-08-14
018260,2019-09,3Q,2658395704779,206648415736,154424809521,6555810682991,2431413377456,2019-11-14
018260,2019-12,4Q,10719631804166,990089397088,736457958716,6725157088500,2296078793954,2020-03-30
018260,2020-03,1Q,2436078896356,171212351238,-4307773793,6531539038852,2447385458908,2020-05-15
018260,2020-06,2Q,2566606362760,196721848207,144179397603,6660453633227,2337571050537,2020-08-14
018260,2020-09,3Q,2968199978215,219844149561,157334652752,6800682680610,2407618641482,2020-11-16
018260,2020-12,4Q,11017431525517,871618076210,443454581091,6859108164233,2295810891305,2021-03-09
018260,2021-03,1Q,3061308383774,217093381629,156029313840,6878996190118,2668631848909,2021-05-17
018260,2021-06,2Q,3250875938369,224749285868,159188548729,7084066079603,2834225380370,2021-08-17
018260,2021-09,3Q,3381259142965,222002638306,192596421680,7368249777535,2804696768181,2021-11-15
018260,2021-12,4Q,13630002438924,808097771607,611170846723,7443700632071,3073731543176,2022-03-08
018260,2022-03,1Q,4191498112057,273523158988,197554404047,7500799712279,3334358136674,2022-05-16
018260,2022-06,2Q,4595178210292,270001334188,267215732232,7841722444258,3527743285428,2022-08-16
018260,2022-09,3Q,4198077332988,185014983141,391119206207,8408116500172,3850612667088,2022-11-14
018260,2022-12,4Q,17234749537662,916074023314,1099744743139,8466969934914,3485454954575,2023-03-07
018260,2023-03,1Q,3400922518733,194294612224,202485429437,8521482391505,3512009190861,2023-05-15
018260,2023-06,2Q,3290765311027,206362081305,172616399069,8745886942939,3206274996939,2023-08-14
018260,2023-09,3Q,3208060364091,193041540467,176404725284,8933154512301,3185360022243,2023-11-14
018260,2023-12,4Q,13276844204872,808230946594,693422011534,8975571141939,3345453419084,2024-03-29
018260,2024-03,1Q,3247267716579,225867035498,210895065209,9043683123753,3413655496868,2024-05-16
018260,2024-06,2Q,3368954228185,220919767275,176618068857,9275389977252,3406982152166,2024-08-14
018260,2024-09,3Q,3569686299284,252799592132,179683639056,9393068288813,3409626255647,2024-11-14
018260,2024-12,4Q,13828232033800,911096907001,756996881809,9705449479475,3532880772221,2025-03-11
018260,2025-03,1Q,3489763580131,268545008156,211495939287,9718033127781,3628563607700,2025-05-15
018260,2025-06,2Q,3511984578644,230161317475,170602268734,9694016702027,3220883402156,2025-08-14
018260,2025-09,3Q,3391317620506,232295633808,195155746298,9985988090364,3248749795522,2025-11-14
