ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
192820,2019-03,1Q,327815068228,13546186340,9004504942,246172657843,838463735699,2019-05-15
192820,2019-06,2Q,332311188048,13158038323,9331038022,247328607502,830565586892,2019-08-14
192820,2019-09,3Q,317453071963,10395894536,3789435370,314369858289,880742109917,2019-11-14
192820,2019-12,4Q,1330652928971,53995136812,31823143934,316472578756,887881614220,2020-03-30
192820,2020-03,1Q,328492903236,16044693817,4802756584,319148127224,955060613537,2020-05-15
192820,2020-06,2Q,379220482717,26215299500,20261353480,329254192106,958894103351,2020-08-14
192820,2020-09,3Q,320695812831,13894918907,5832850199,325063107970,920982330016,2020-11-16
192820,2020-12,4Q,1382880688515,66641426851,21378297184,271900115329,917142782625,2021-03-18
192820,2021-03,1Q,344962474812,23291696341,16063962169,288671715358,962553164726,2021-05-17
192820,2021-06,2Q,430357766832,43917373019,32011520941,448739874085,937876259869,2021-08-17
192820,2021-09,3Q,394953082784,24967296091,11175152051,458707788954,960409701503,2021-11-15
192820,2021-12,4Q,1591487621503,122599910142,74435535611,465384571575,946544204187,2022-08-16
192820,2022-03,1Q,397852341189,13741232096,15282719982,476197607905,957083048430,2022-05-16
192820,2022-06,2Q,405016250077,17228161392,11490222243,490984578196,961321031326,2022-08-16
192820,2022-09,3Q,396776160074,19740641906,11316842121,516411824461,988100145381,2022-11-14
192820,2022-12,4Q,1600125770194,53100853848,20847690651,444246552661,952203952001,2023-03-22
192820,2023-03,1Q,403260875312,13811866518,6702707131,459150674555,1057160196808,2023-05-15
192820,2023-06,2Q,479265546131,46047093660,30448523543,473556944238,1030824640222,2023-08-11
192820,2023-09,3Q,458266795254,33304646349,15238238578,375514564940,1143149604740,2023-11-14
192820,2023-12,4Q,1777494448320,115685779856,57137182681,358561439285,1198515835534,2024-03-20
192820,2024-03,1Q,526802196511,45453238793,19237448387,418475683297,1313203942407,2024-05-16
192820,2024-06,2Q,551453223808,46712160025,33639001029,450561694911,1432555232203,2024-08-14
192820,2024-09,3Q,529831883083,43413150653,21055113012,475528382622,1318353355315,2024-11-14
192820,2024-12,4Q,2166089636742,175395279105,85796823726,508810486465,1424903002848,2025-04-16
192820,2025-03,1Q,588574135736,51346295225,8130802131,493011590400,1554055346563,2025-05-14
192820,2025-06,2Q,623560619449,60812964839,20926993078,490098103064,1523547479262,2025-08-14
192820,2025-09,3Q,585616672949,42726679740,8955258212,506648656095,1549860106562,2025-11-13
