ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
377300,2021-12,4Q,458646799073,-27227158574,-22934519369,1795637761122,1637071183230,2022-03-18
377300,2022-03,1Q,123345338644,-1078608013,9348766932,1802150808677,1388200828990,2022-05-16
377300,2022-06,2Q,134099987850,-12500570542,1809849136,1796831028897,1455589373652,2022-08-16
377300,2022-09,3Q,141369880740,-9689603324,2509224564,1793540532350,1453037999481,2022-11-14
377300,2022-12,4Q,521670659140,-45518620546,53962156051,1908224925187,1423304932690,2023-03-17
377300,2023-03,1Q,141464310493,-13012410465,5335466903,1915674558425,1607509785940,2023-06-29
377300,2023-06,2Q,148860078737,-12580569852,1790939415,1989524271406,1794238962474,2023-09-21
377300,2023-09,3Q,158899104803,-9525783804,-2599954395,1940996061434,2064004198828,2023-12-26
377300,2023-12,4Q,615362834408,-56589696679,2516360113,1934775610065,2031711008305,2024-04-18
377300,2024-03,1Q,176347254894,-9703729850,3772106673,1934193534264,2166517746141,2024-06-21
377300,2024-06,2Q,185496810686,-7270371455,3859436995,1936503132094,2193940706510,2024-09-26
377300,2024-09,3Q,186209368828,-7487567102,-25262587089,1908113543314,2280164692760,2024-12-26
377300,2024-12,4Q,766235159395,-57486477377,-13717997285,1910808471743,2503903745690,2025-03-13
377300,2025-03,1Q,211904505910,4411277371,13295440808,1925987864515,2575188105999,2025-05-14
377300,2025-06,2Q,238288944366,9328415077,12705482008,1920281362158,2924808915904,2025-08-14
377300,2025-09,3Q,238350040629,15800792143,15186470391,1940643344833,3173899696701,2025-11-13
