ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
000240,2019-03,1Q,210230740577,46393545720,39168127770,3268863307246,303786006472,2019-05-15
000240,2019-06,2Q,199119202850,37550975008,24544895482,3310059459443,297114386525,2019-08-14
000240,2019-09,3Q,229042787702,67833385715,75582293045,3382685633545,290373820294,2019-11-14
000240,2019-12,4Q,847609750228,170875981774,158651331177,3394133166855,212953070700,2022-12-15
000240,2020-03,1Q,195127459342,33805866932,28631369906,3394221251891,328364432813,2020-05-15
000240,2020-06,2Q,175711152064,9892175709,9413111700,3407002091961,303973935729,2020-08-14
000240,2020-09,3Q,221034286781,60346330260,61376489119,3473848864535,310522077822,2020-11-16
000240,2020-12,4Q,820942186292,156524444435,135610397294,3500498597215,291952509952,2022-12-15
000240,2021-03,1Q,236964798559,67408427139,60923200700,3544524320518,356083773482,2021-05-17
000240,2021-06,2Q,231354517818,59574281473,51869464415,3621614469911,314326684668,2021-08-31
000240,2021-09,3Q,243924282065,66389829376,61958769760,3732060557775,309425351150,2021-11-15
000240,2021-12,4Q,963300354498,228305200484,197973228042,3735469202373,345760552275,2022-12-15
000240,2022-03,1Q,269795958448,44036702815,39851966905,3751221721736,439637236588,2022-05-16
000240,2022-06,2Q,308674236589,102702470153,99754172372,3852480706890,366644003458,2022-08-16
000240,2022-09,3Q,284162272258,77869391496,75248945621,4008660034290,375803880034,2022-12-15
000240,2022-12,4Q,1095895770449,245248895826,163859841867,3856441131880,445377543909,2023-03-24
000240,2023-03,1Q,229423605644,32474591136,32363005473,3923413331119,554855481213,2023-05-15
000240,2023-06,2Q,244459288417,44549890634,36322826184,3940784501595,508636494082,2023-08-11
000240,2023-09,3Q,297311513253,98841466906,91214651760,4032139222445,553989249270,2023-11-14
000240,2023-12,4Q,1089668057103,256563452628,187234321156,4016691459374,624304502331,2024-03-20
000240,2024-03,1Q,348673909783,125534496871,114062056334,4105859344623,693421673048,2024-05-16
000240,2024-06,2Q,363522852688,124767967904,108476328333,4262914699542,692261307583,2024-08-14
000240,2024-09,3Q,381396799734,137275967046,120683062367,4326719965824,597637581873,2024-11-14
000240,2024-12,4Q,1390995724547,418268299588,350713050064,4452873418433,683552763446,2025-03-18
000240,2025-03,1Q,388686095278,126892891875,115438869508,4488216609298,683931181075,2025-05-15
000240,2025-06,2Q,343752270221,73867315730,56528925341,4386399202660,489590484644,2025-08-21
000240,2025-09,3Q,384716322238,137074794956,129733995486,4590698020641,452414160965,2025-11-13
