ticker,account_date,report_type,revenue,operating_profit,net_profit,equity,debt,pub_date
003670,2019-03,1Q,355326970469,21919839126,32910023457,768165225295,253178248217,2019-05-15
003670,2019-06,2Q,369838113551,16730981713,23271400839,961741243847,290951191171,2019-08-14
003670,2019-09,3Q,371735075255,27965349098,29923088911,992391998751,325606663025,2019-11-14
003670,2019-12,4Q,1483769011914,89854950156,101037401483,1006317943236,723814621859,2020-03-30
003670,2020-03,1Q,387519526259,15959834678,14140156524,997725924707,682333290367,2020-05-15
003670,2020-06,2Q,340180890271,4075320659,-7292885345,989460371301,1133230083315,2020-08-13
003670,2020-09,3Q,388652698332,19380619218,6801255150,1009926723509,1053415496805,2020-11-13
003670,2020-12,4Q,1566235713095,60269659752,29573408369,1023617314136,1064436010090,2021-05-12
003670,2021-03,1Q,467239503234,34133169166,39969248083,2333722327261,1114546642150,2021-05-14
003670,2021-06,2Q,479995536404,35610218741,33872145441,2365925021246,1130067693847,2021-08-13
003670,2021-09,3Q,504959126253,31471758561,40855068260,2411363215347,1355750499382,2021-11-15
003670,2021-12,4Q,1989542181862,121675892582,134160118356,2438429932291,1484050371607,2022-03-11
003670,2022-03,1Q,664569703004,25543365609,36237528685,2462824553012,1507326256067,2022-05-16
003670,2022-06,2Q,803218906477,55219604632,40528503930,2617299743043,2031868576169,2022-08-16
003670,2022-09,3Q,1053325465801,81802263192,64594636277,2722818085623,2164275677994,2022-11-17
003670,2022-12,4Q,3301915805063,165871669943,118266658602,2650644638841,1986831501348,2023-03-17
003670,2023-03,1Q,1135237636646,20264913113,39131402863,2700647005346,2722573958236,2023-05-15
003670,2023-06,2Q,1193021877941,52138906932,42535399523,2729668045115,3266592238349,2023-08-11
003670,2023-09,3Q,1285771925310,37136749104,22328497778,2761267931475,3672692330434,2023-11-14
003670,2023-12,4Q,4759871486264,35882185999,28722208549,2611465990083,3723127307788,2024-03-26
003670,2024-03,1Q,1138422307321,37897306820,60170153638,2685024880408,4334661445079,2024-05-14
003670,2024-06,2Q,915486800782,2737318766,-8737140261,2694866876092,4845108524150,2024-08-13
003670,2024-09,3Q,922788171172,1367594309,-3687675056,2639202384030,5075236808955,2024-11-14
003670,2024-12,4Q,3699944235821,721245866,-212323486396,3320505865578,4611953968440,2025-03-14
003670,2025-03,1Q,845393850220,17150145795,49061437821,3399715096029,4726255077475,2025-05-13
003670,2025-06,2Q,660936939289,773324990,-35560541017,3241534116897,4886199459340,2025-08-14
003670,2025-09,3Q,874798315308,66669950510,42265765906,4473525809855,4650294587076,2025-11-14
