ticker,event_date,event_type,description
033500,2020-02-27,배당락_배당결정,현금ㆍ현물배당결정
033500,2020-02-27,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
033500,2020-08-26,합병,[첨부추가]주요사항보고서(회사합병결정)
033500,2020-10-05,합병,기타경영사항(자율공시)(소규모 합병 승인 이사회 결의(주주총회 갈음) 결과 보고)
033500,2020-12-01,합병,합병등종료보고서(합병)
033500,2021-03-09,배당락_배당결정,현금ㆍ현물배당결정
033500,2021-03-09,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
033500,2022-03-03,배당락_배당결정,현금ㆍ현물배당결정
033500,2023-03-16,배당락_배당결정,현금ㆍ현물배당결정
033500,2023-03-16,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
033500,2024-03-13,배당락_배당결정,현금ㆍ현물배당결정              
033500,2024-03-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
033500,2025-03-11,배당락_배당결정,현금ㆍ현물배당결정              
033500,2025-03-11,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
