ticker,event_date,event_type,description
025900,2020-03-11,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
025900,2020-03-11,배당락_배당결정,현금ㆍ현물배당결정
025900,2020-03-11,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
025900,2021-06-07,실적발표,증권발행실적보고서
025900,2022-03-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
025900,2022-09-07,합병,회사합병결정(종속회사의주요경영사항)
025900,2022-09-07,합병,[첨부추가]주요사항보고서(회사합병결정)
025900,2022-12-02,합병,합병등종료보고서(합병)
025900,2023-03-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
025900,2023-04-24,실적발표,증권발행실적보고서
025900,2023-05-26,유상증자,유상증자결정(종속회사의주요경영사항)
025900,2024-03-11,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
025900,2024-03-11,액면분할,주식분할결정              
025900,2024-04-16,액면분할,[기재정정]주식분할결정              
025900,2024-06-04,실적발표,증권발행실적보고서
025900,2025-03-10,실적발표,증권발행실적보고서
025900,2025-03-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
