ticker,event_date,event_type,description
178320,2020-03-12,배당락_배당결정,현금ㆍ현물배당결정
178320,2020-03-12,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
178320,2021-03-15,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
178320,2021-11-08,합병,회사합병결정(종속회사의주요경영사항)
178320,2022-03-14,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
178320,2022-03-14,배당락_배당결정,현금ㆍ현물배당결정
178320,2022-03-30,무상증자,주권매매거래정지(무상증자)
178320,2022-03-30,무상증자,주요사항보고서(무상증자결정)
178320,2022-04-12,무상증자,권리락(무상증자)
178320,2022-10-07,유상증자,유상증자결정(종속회사의주요경영사항)
178320,2022-12-28,유상증자,유상증자결정(종속회사의주요경영사항)
178320,2022-12-28,유상증자,유상증자결정(종속회사의주요경영사항)
178320,2023-03-02,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
178320,2023-03-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
178320,2024-02-13,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
178320,2024-02-13,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
178320,2024-03-21,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동              
178320,2024-03-21,실적발표,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)              
178320,2025-03-12,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
