ticker,event_date,event_type,description
086520,2020-02-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2020-04-21,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2020-07-20,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2020-10-15,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2020-10-19,실적발표,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)
086520,2020-11-05,유상증자,[기재정정]유상증자결정(종속회사의주요경영사항)
086520,2020-11-05,유상증자,유상증자결정(종속회사의주요경영사항)
086520,2020-12-21,배당락_배당결정,현금ㆍ현물배당결정
086520,2020-12-21,배당락_배당결정,주식배당결정
086520,2020-12-28,배당락_배당결정,배당락(주식배당)
086520,2021-01-12,실적발표,영업(잠정)실적(공정공시)
086520,2021-02-02,실적발표,[기재정정]영업(잠정)실적(공정공시)
086520,2021-02-03,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
086520,2021-04-30,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2021-05-04,실적발표,증권발행실적보고서(합병등)
086520,2021-05-06,실적발표,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)
086520,2021-05-20,실적발표,[기재정정]증권발행실적보고서(합병등)
086520,2021-05-25,실적발표,[기재정정]증권발행실적보고서(합병등)
086520,2021-08-05,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2021-09-06,유상증자,주요사항보고서(유상증자결정)
086520,2021-10-08,유상증자,[기재정정]주요사항보고서(유상증자결정)
086520,2021-10-08,유상증자,유상증자최종발행가액확정
086520,2021-11-02,유상증자,유상증자또는주식관련사채등의청약결과(자율공시)
086520,2021-11-02,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2021-11-04,실적발표,증권발행실적보고서
086520,2021-11-04,유상증자,[기재정정]주요사항보고서(유상증자결정)
086520,2021-12-16,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정
086520,2021-12-16,배당락_배당결정,현금ㆍ현물배당결정
086520,2021-12-16,배당락_배당결정,주식배당결정
086520,2021-12-28,배당락_배당결정,배당락(주식배당)
086520,2022-02-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
086520,2022-02-14,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
086520,2022-03-10,배당락_배당결정,[기재정정]현금ㆍ현물배당결정
