ticker,event_date,event_type,description
042000,2020-02-26,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
042000,2020-02-26,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2020-05-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2020-08-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2020-11-05,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2021-01-13,무상증자,주요사항보고서(무상증자결정)
042000,2021-01-13,무상증자,주권매매거래정지(무상증자)
042000,2021-01-27,무상증자,권리락(무상증자)
042000,2021-02-25,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2021-05-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2021-08-10,유상증자,주요사항보고서(유상증자결정)
042000,2021-08-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2021-11-03,유상증자,주요사항보고서(유상증자결정)
042000,2021-11-03,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2022-02-24,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2022-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
042000,2022-05-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2022-08-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2023-02-28,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
042000,2023-02-28,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2023-05-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2023-08-09,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2023-11-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
042000,2023-12-05,유상증자,주요사항보고서(유상증자결정)
042000,2024-01-08,유상증자,[기재정정]주요사항보고서(유상증자결정)
042000,2024-02-28,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2024-02-28,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
042000,2024-05-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2024-08-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2024-11-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2025-02-25,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2025-02-25,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
042000,2025-05-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2025-08-07,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
042000,2025-11-06,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
